Strategy report
Symbol: /ES:XCME
Work Time: 10/17/24, 6:05 PM - 10/22/24, 8:50 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
92;_calendar_(1,729,215,900,000|1,305|5|0|dn|dn|-0.75|-2|nm|mv|0.5809|0.5573);Buy to Open;1;50.0;$5,886.75;10/17/24, 9:50 PM;;$4,200.00;0.0;
93;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.25;10/17/24, 9:55 PM;$50.00;$4,250.00;-50.0;
94;_calendar_(1,729,216,200,000|1,310|5|0|dn|dn|-0.25|-0.5|nm|nm|0.1798|0.1402);Buy to Open;1;50.0;$5,887.25;10/17/24, 9:55 PM;;$4,250.00;0.0;
95;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.75;10/17/24, 10:00 PM;$37.50;$4,325.00;-50.0;
96;_calendar_(1,729,216,500,000|1,315|5|0|dn|dn|-1|-2|mv|mv|0.7083|0.8676);Buy to Open;1;50.0;$5,887.00;10/17/24, 10:00 PM;;$4,287.50;0.0;
97;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:05 PM;$125.00;$4,362.50;-50.0;
98;_calendar_(1,729,216,800,000|1,320|5|0|up|dn|0.75|-1.25|nm|nm|0.5495|0.6086);Buy to Open;1;50.0;$5,886.00;10/17/24, 10:05 PM;;$4,412.50;0.0;
99;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.00;10/17/24, 10:10 PM;$100.00;$4,500.00;-50.0;
100;_calendar_(1,729,217,100,000|1,325|5|0|dn|dn|-1.75|-1|mv|nm|1.317|0.5641);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:10 PM;;$4,512.50;0.0;
101;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.25;10/17/24, 10:15 PM;$112.50;$4,625.00;-50.0;
102;_calendar_(1,729,217,400,000|1,330|5|0|dn|up|-0.25|1.25|nm|nm|0.29|0.7117);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:15 PM;;$4,625.00;0.0;
103;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.25;10/17/24, 10:20 PM;$87.50;$4,637.50;-50.0;
104;_calendar_(1,729,217,700,000|1,335|5|0|up|up|1|3.25|mv|mv|1.2997|1.8333);Buy to Open;1;50.0;$5,884.50;10/17/24, 10:20 PM;;$4,712.50;0.0;
105;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.25;10/17/24, 10:25 PM;$75.00;$4,700.00;-50.0;
106;_calendar_(1,729,218,000,000|1,340|5|0|up|up|0.5|2.5|nm|mv|0.5283|1.463);Buy to Open;1;50.0;$5,884.75;10/17/24, 10:25 PM;;$4,787.50;0.0;
107;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.75;10/17/24, 10:30 PM;$87.50;$4,712.50;-50.0;
108;_calendar_(1,729,218,300,000|1,345|5|0|up|up|1.75|0.75|mv|nm|1.7732|0.4371);Buy to Open;1;50.0;$5,885.00;10/17/24, 10:30 PM;;$4,875.00;0.0;
109;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:35 PM;$100.00;$4,875.00;-50.0;
110;_calendar_(1,729,218,600,000|1,350|5|0|up|dn|0.25|-2|nm|mv|0.2261|1.0833);Buy to Open;1;50.0;$5,886.50;10/17/24, 10:35 PM;;$4,975.00;0.0;
111;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.75;10/17/24, 10:40 PM;$50.00;$5,050.00;-50.0;
112;_calendar_(1,729,218,900,000|1,355|5|0|dn|dn|-1.25|-2.25|mv|mv|1.1471|1.1831);Buy to Open;1;50.0;$5,887.75;10/17/24, 10:40 PM;;$5,025.00;0.0;
113;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.50;10/17/24, 10:45 PM;$62.50;$5,137.50;-50.0;
114;_calendar_(1,729,219,200,000|1,360|5|0|dn|dn|-1|-0.75|mv|nm|1.0607|0.3954);Buy to Open;1;50.0;$5,887.25;10/17/24, 10:45 PM;;$5,087.50;0.0;
115;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,888.00;10/17/24, 10:50 PM;$100.00;$5,175.00;-50.0;
116;_calendar_(1,729,219,500,000|1,365|5|0|dn|up|0|1.5|nm|mv|0|0.7569);Buy to Open;1;50.0;$5,886.00;10/17/24, 10:50 PM;;$5,187.50;0.0;
117;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.50;10/17/24, 10:55 PM;$50.00;$5,187.50;-50.0;
118;_calendar_(1,729,219,800,000|1,370|5|0|up|up|0.25|0.75|nm|nm|0.2515|0.3651);Buy to Open;1;50.0;$5,885.50;10/17/24, 10:55 PM;;$5,237.50;0.0;
119;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.75;10/17/24, 11:00 PM;$50.00;$5,187.50;-50.0;
120;_calendar_(1,729,220,100,000|1,375|5|0|up|dn|1.25|-0.25|mv|nm|1.2769|0.1207);Buy to Open;1;50.0;$5,885.75;10/17/24, 11:00 PM;;$5,287.50;0.0;
121;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.75;10/17/24, 11:05 PM;$75.00;$5,325.00;-50.0;
122;_calendar_(1,729,220,400,000|1,380|5|0|dn|dn|-0.75|-1.25|nm|nm|0.8955|0.6005);Buy to Open;1;50.0;$5,886.25;10/17/24, 11:05 PM;;$5,362.50;0.0;
123;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.75;10/17/24, 11:10 PM;$37.50;$5,437.50;-50.0;
124;_calendar_(1,729,220,700,000|1,385|5|0|dn|dn|-0.75|0|nm|nm|0.8783|0);Buy to Open;1;50.0;$5,887.00;10/17/24, 11:10 PM;;$5,400.00;0.0;
125;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.25;10/17/24, 11:15 PM;$50.00;$5,437.50;-50.0;
126;_calendar_(1,729,221,000,000|1,390|5|0|up|up|0.25|0.75|nm|nm|0.3235|0.377);Buy to Open;1;50.0;$5,886.25;10/17/24, 11:15 PM;;$5,450.00;0.0;
127;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.75;10/17/24, 11:20 PM;$62.50;$5,437.50;-50.0;
128;_calendar_(1,729,221,300,000|1,395|5|0|up|dn|0.5|0|nm|nm|0.7317|0);Buy to Open;1;50.0;$5,885.50;10/17/24, 11:20 PM;;$5,512.50;0.0;
129;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.00;10/17/24, 11:25 PM;$62.50;$5,512.50;-50.0;
130;_calendar_(1,729,221,600,000|1,400|5|0|dn|dn|0|-2.25|nm|mv|0|1.451);Buy to Open;1;50.0;$5,885.75;10/17/24, 11:25 PM;;$5,575.00;0.0;
131;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.50;10/17/24, 11:30 PM;$37.50;$5,625.00;-50.0;
132;_calendar_(1,729,221,900,000|1,405|5|0|dn|dn|-0.5|-1.75|nm|mv|0.7121|1.119);Buy to Open;1;50.0;$5,886.75;10/17/24, 11:30 PM;;$5,612.50;0.0;
133;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,887.00;10/17/24, 11:35 PM;$50.00;$5,725.00;-50.0;
134;_calendar_(1,729,222,200,000|1,410|5|0|dn|dn|-1.75|-1|mv|nm|3.5883|0.6678);Buy to Open;1;50.0;$5,886.00;10/17/24, 11:35 PM;;$5,662.50;0.0;
135;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.50;10/17/24, 11:40 PM;$87.50;$5,725.00;-50.0;
136;_calendar_(1,729,222,500,000|1,415|5|0|up|dn|0.5|-1.5|nm|mv|0.6698|0.9497);Buy to Open;1;50.0;$5,884.75;10/17/24, 11:40 PM;;$5,750.00;0.0;
137;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.25;10/17/24, 11:45 PM;$37.50;$5,737.50;-50.0;
138;_calendar_(1,729,222,800,000|1,420|5|0|up|dn|0.25|-1|nm|nm|0.318|0.6394);Buy to Open;1;50.0;$5,884.50;10/17/24, 11:45 PM;;$5,787.50;0.0;
139;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.75;10/17/24, 11:50 PM;$62.50;$5,912.50;-50.0;
140;_calendar_(1,729,223,100,000|1,425|5|0|dn|dn|-2.25|-2|mv|mv|2.862|1.2863);Buy to Open;1;50.0;$5,884.50;10/17/24, 11:50 PM;;$5,850.00;0.0;
141;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.75;10/17/24, 11:55 PM;$125.00;$5,925.00;-50.0;
142;_calendar_(1,729,223,400,000|1,430|5|0|up|up|1|0.75|mv|nm|0.9725|0.4762);Buy to Open;1;50.0;$5,883.25;10/17/24, 11:55 PM;;$5,975.00;0.0;
143;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.75;10/18/24, 12:00 AM;$100.00;$6,037.50;-50.0;
144;_calendar_(1,729,223,700,000|1,435|5|0|dn|dn|-0.75|0|nm|nm|0.6328|0);Buy to Open;1;50.0;$5,882.75;10/18/24, 12:00 AM;;$6,075.00;0.0;
145;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.50;10/18/24, 12:05 AM;$50.00;$6,100.00;-50.0;
146;_calendar_(1,729,224,000,000|0|5|0|up|up|0.5|1.25|nm|nm|0.4201|0.9298);Buy to Open;1;50.0;$5,883.50;10/18/24, 12:05 AM;;$6,125.00;0.0;
147;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.00;10/18/24, 12:10 AM;$75.00;$6,162.50;-50.0;
148;_calendar_(1,729,224,300,000|5|5|0|up|up|0.25|1.75|nm|mv|0.2299|1.4916);Buy to Open;1;50.0;$5,883.50;10/18/24, 12:10 AM;;$6,200.00;0.0;
149;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,884.50;10/18/24, 12:15 AM;$37.50;$6,187.50;-50.0;
150;_calendar_(1,729,224,600,000|10|5|0|up|up|0.5|0.25|nm|nm|0.4685|0.2201);Buy to Open;1;50.0;$5,883.75;10/18/24, 12:15 AM;;$6,237.50;0.0;
151;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.25;10/18/24, 12:20 AM;$87.50;$6,212.50;-50.0;
152;_calendar_(1,729,224,900,000|15|5|0|up|up|1|1|mv|nm|0.9197|0.855);Buy to Open;1;50.0;$5,883.50;10/18/24, 12:20 AM;;$6,325.00;0.0;
153;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.00;10/18/24, 12:25 AM;$50.00;$6,400.00;-50.0;
154;_calendar_(1,729,225,200,000|20|5|0|dn|dn|-1.25|0|mv|nm|2.1213|0);Buy to Open;1;50.0;$5,885.00;10/18/24, 12:25 AM;;$6,375.00;0.0;
155;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.75;10/18/24, 12:30 AM;$75.00;$6,375.00;-50.0;
156;_calendar_(1,729,225,500,000|25|5|0|up|up|1.25|1.5|mv|mv|1.5967|1.2545);Buy to Open;1;50.0;$5,884.25;10/18/24, 12:30 AM;;$6,450.00;0.0;
157;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,885.75;10/18/24, 12:35 AM;$62.50;$6,450.00;-50.0;
158;_calendar_(1,729,225,800,000|30|5|0|dn|up|0|0.5|nm|nm|0|0.4308);Buy to Open;1;50.0;$5,884.50;10/18/24, 12:35 AM;;$6,512.50;0.0;
159;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.25;10/18/24, 12:40 AM;$62.50;$6,525.00;-50.0;
160;_calendar_(1,729,226,100,000|35|5|0|up|up|0.25|0.25|nm|nm|0.309|0.2198);Buy to Open;1;50.0;$5,885.00;10/18/24, 12:40 AM;;$6,575.00;0.0;
161;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.50;10/18/24, 12:45 AM;$37.50;$6,587.50;-50.0;
162;_calendar_(1,729,226,400,000|40|5|0|up|dn|0.25|-0.5|nm|nm|0.309|0.4135);Buy to Open;1;50.0;$5,885.75;10/18/24, 12:45 AM;;$6,612.50;0.0;
163;_calendar_(SellClose);Sell to Close;-1;-50.0;$5,886.50;10/18/24, 12:50 AM;$50.00;$6,637.50;-50.0;
