FT,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,volNQdiff,volYMdiff,vpm5,vpm10,vpm15,vpm30,vpm60
1729479300000,199,276.5,280.6667,194.1667,262.25,-28.0289,-29.0974,2.4893,-24.1182,27.6801,18.1143,0.0013,-0.0005,-0.0012,-0.0019,-0.0008
1729479600000,199,199,250.6667,212.6667,264.5833,0,-20.6117,-6.4263,-24.7874,30.72,34.1987,-0.0025,-0.0006,-0.001,-0.002,-0.0009
1729479900000,184,191.5,194,232.5,250.25,-3.9164,-5.1546,-20.8602,-26.4735,-3.6417,17.1833,0.0041,0.0007,0.0009,-0.0013,-0.0006
1729480200000,133,158.5,172,226.3333,224.5833,-16.0883,-22.6744,-41.2371,-40.7792,16.0706,-29.4724,-0.0038,0.0008,-0.0005,-0.0009,-0.0006
1729480500000,169,151,162,206.3333,197.6667,11.9205,4.321,-18.0937,-14.5025,3.9553,5.3962,-0.003,-0.0033,-0.0005,-0.0008,-0.0011
1729480800000,216,192.5,172.6667,183.3333,200.5833,12.2078,25.0965,17.8182,7.6859,31.6178,-15.039,0,-0.0013,-0.0019,-0.0005,-0.0011
1729481100000,392,304,259,215.5,204.8333,28.9474,51.3514,81.9026,91.3751,2.3904,62.7536,0.0019,0.0012,0.0003,0,-0.0009
1729481400000,144,268,250.6667,206.3333,209.5,-46.2687,-42.5532,-30.21,-31.2649,-26.5534,-35.6154,0.0017,0.0019,0.0013,0.0006,-0.0007
1729481700000,185,164.5,240.3333,206.5,219.5,12.462,-23.0236,-10.4116,-15.7175,-15.89,23.3815,0.0014,0.0015,0.0017,0.0002,-0.0006
1729482000000,272,228.5,200.3333,229.6667,228,19.0372,35.7737,18.4325,19.2982,15.6009,-17.0514,-0.0009,0,0.0004,0.0004,-0.0003
1729482300000,64,168,173.6667,212.1667,209.25,-61.9048,-63.1478,-69.835,-69.4146,-8.3274,-78.2688,0,-0.0007,0,0.0008,0
