FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1729226400000,40,5,0,up,dn,0.25,-0.5,nm,nm,0.309,0.4135
1729226700000,45,5,0,dn,dn,-0.25,-0.75,nm,nm,0.3111,0.6299
1729227000000,50,5,0,dn,dn,-0.5,-0.25,nm,nm,0.674,0.2095
1729227300000,55,5,0,dn,up,0,1.25,nm,mv,0,1.0603
1729227600000,60,5,0,up,up,0.25,1.25,nm,mv,0.937,1.0539
1729227900000,65,5,0,up,dn,1,-0.5,mv,nm,3.4641,0.4643
1729228200000,70,5,0,dn,dn,0,-1.75,nm,mv,0,1.6868
1729228500000,75,5,0,dn,dn,-1.5,-0.25,mv,nm,3.182,0.2416
1729228800000,80,5,0,dn,up,-0.25,1.5,nm,mv,0.3288,1.5522
1729229100000,85,5,0,up,up,1.5,2,mv,mv,2.0125,1.9347
1729229400000,90,5,0,up,dn,0.25,-0.25,nm,nm,0.2621,0.28
1729229700000,95,5,0,up,up,0.25,1,nm,mv,0.2621,1.0767
1729230000000,100,5,0,dn,up,-0.75,1.25,mv,mv,0.8495,1.2549
1729230300000,105,5,0,up,up,1.5,1.5,mv,mv,1.61,1.5147
1729230600000,110,5,0,up,up,0.5,0.75,nm,nm,0.597,0.792
1729230900000,115,5,0,dn,up,-0.5,0.5,nm,nm,0.6387,0.5161
1729231200000,120,5,0,up,up,0.75,1.5,mv,mv,1.0307,1.5116
1729231500000,125,5,0,up,up,0.25,0.25,nm,nm,0.3308,0.2527
1729231800000,130,5,0,up,dn,0.5,-0.25,mv,nm,0.6616,0.2611
1729232100000,135,5,0,dn,dn,-0.5,0,mv,nm,0.8402,0
1729232400000,140,5,0,dn,up,-0.25,1.25,nm,mv,0.5071,1.2637
1729232700000,145,5,0,up,up,0.75,0.25,mv,nm,1.5378,0.2559
1729233000000,150,5,0,up,dn,0.75,-1.25,mv,mv,1.5667,1.3316
1729233300000,155,5,0,dn,dn,-1.25,-1.25,mv,mv,2.6112,1.3404
1729233600000,160,5,0,dn,up,-0.75,0.5,mv,nm,1.019,0.542
1729233900000,165,5,0,up,up,0.75,2.25,mv,mv,1.011,2.2658
1729234200000,170,5,0,up,up,0.5,2,mv,mv,0.6222,1.9139
1729234500000,175,5,0,up,up,1,1.75,mv,mv,1.2296,1.9251
1729234800000,180,5,0,up,up,0.5,0.5,mv,nm,0.5883,0.5141
1729235100000,185,5,0,up,up,0.25,0.25,nm,nm,0.3027,0.2491
1729235400000,190,5,0,dn,up,-0.25,0.25,nm,nm,0.451,0.2534
1729235700000,195,5,0,up,up,0.25,0.25,nm,nm,0.636,0.2596
1729236000000,200,5,0,up,up,0.25,0.5,nm,nm,0.6667,0.5181
1729236300000,205,5,0,dn,up,-0.25,0.5,nm,nm,0.6708,0.522
1729236600000,210,5,0,up,up,0.5,1,mv,mv,1.7889,1.0695
1729236900000,215,5,0,up,up,0.25,3.5,nm,mv,0.8944,3.7495
1729237200000,220,5,0,up,up,0.25,5.5,nm,mv,0.8944,5.8921
1729237500000,225,5,0,up,up,3,5.75,mv,mv,13.3701,6.3127
1729237800000,230,5,0,up,up,2.25,3.25,mv,mv,2.1083,2.852
1729238100000,235,5,0,up,up,0.5,1.25,mv,mv,0.4201,0.799
1729238400000,240,5,0,up,up,0.5,1.25,mv,mv,0.4598,0.6632
1729238700000,245,5,0,up,dn,0.25,-0.25,nm,nm,0.2299,0.1291
1729239000000,250,5,0,up,up,0.5,0.25,mv,nm,0.4598,0.1304
1729239300000,255,5,0,dn,dn,-1,-1.25,mv,mv,0.9457,0.694
1729239600000,260,5,0,up,dn,0.75,-2,mv,mv,0.7924,1.1587
1729239900000,265,5,0,dn,dn,-1,-1.75,mv,mv,1.7321,1.0079
1729240200000,270,5,0,dn,dn,-1.75,-0.25,mv,nm,2.4249,0.1351
1729240500000,275,5,0,up,up,1,0.75,mv,nm,1.0853,0.3739
1729240800000,280,5,0,up,up,0.5,0.25,mv,nm,0.4804,0.1183
1729241100000,285,5,0,dn,up,-0.75,0.75,mv,nm,0.7206,0.3519
1729241400000,290,5,0,up,up,0.5,2.5,nm,mv,0.4928,1.1768
1729241700000,295,5,0,up,up,1,2.75,mv,mv,1.0215,1.2945
1729242000000,300,5,0,up,dn,1,-0.5,mv,nm,0.9931,0.2361
1729242300000,305,5,0,up,dn,0.75,-1,mv,mv,1.2108,0.4678
1729242600000,310,5,0,dn,dn,-2.25,-1.75,mv,mv,3.7808,0.8099
1729242900000,315,5,0,up,dn,0.5,-1.5,nm,mv,0.4219,0.6822
1729243200000,320,5,0,dn,dn,0,-2,nm,mv,0,0.9175
1729243500000,325,5,0,dn,dn,-2,-2.75,mv,mv,1.7645,1.4013
1729243800000,330,5,0,dn,up,0,1,nm,mv,0,0.6422
1729244100000,335,5,0,dn,dn,-0.75,-1.5,mv,mv,0.6348,1.0441
1729244400000,340,5,0,up,dn,1.75,-1,mv,mv,1.6813,0.6614
1729244700000,345,5,0,dn,dn,-2.5,-3.5,mv,mv,2.188,2.336
1729245000000,350,5,0,dn,dn,-0.25,-1,nm,nm,0.178,0.658
1729245300000,355,5,0,dn,dn,-0.75,-0.25,mv,nm,0.5395,0.165
1729245600000,360,5,0,dn,dn,0,0,nm,nm,0,0
1729245900000,365,5,0,up,up,0.5,1.5,nm,mv,0.3982,0.9222
1729246200000,370,5,0,dn,up,-0.5,1.75,nm,mv,0.3887,1.0917
1729246500000,375,5,0,up,up,1.5,2.75,mv,mv,1.591,1.7122
1729246800000,380,5,0,up,up,0.75,1.75,mv,mv,1.0062,1.0626
1729247100000,385,5,0,up,up,0.5,0.75,nm,nm,0.6547,0.437
1729247400000,390,5,0,up,up,0.5,0.75,nm,nm,0.8072,0.4066
1729247700000,395,5,0,dn,dn,-0.25,-1,nm,nm,0.4275,0.5587
1729248000000,400,5,0,up,up,0.5,0.5,nm,nm,0.762,0.3022
1729248300000,405,5,0,dn,dn,-1.25,-1.25,mv,mv,2.4333,0.7463
1729248600000,410,5,0,up,dn,1.25,-0.75,mv,nm,1.8157,0.4478
1729248900000,415,5,0,dn,up,-1.25,0.25,mv,nm,1.5967,0.1517
1729249200000,420,5,0,dn,up,-0.75,2.75,mv,mv,0.805,1.6784
1729249500000,425,5,0,up,up,2.25,4.25,mv,mv,2.452,2.6796
1729249800000,430,5,0,up,up,1.25,1.75,mv,mv,0.9463,1.2039
1729250100000,435,5,0,up,up,0.75,1.5,mv,mv,0.5417,0.9564
1729250400000,440,5,0,dn,up,-0.25,0.5,nm,nm,0.206,0.2818
1729250700000,445,5,0,up,up,1,0.5,mv,nm,0.8301,0.284
1729251000000,450,5,0,dn,dn,-0.25,0,nm,nm,0.2542,0
1729251300000,455,5,0,dn,dn,-0.25,0,nm,nm,0.287,0
1729251600000,460,5,0,up,dn,0.5,-0.5,nm,nm,0.7795,0.3669
1729251900000,465,5,0,dn,dn,-0.25,-2,nm,mv,0.4804,1.4675
1729252200000,470,5,0,dn,dn,-0.75,-1.5,mv,mv,1.5213,1.0898
1729252500000,475,5,0,dn,dn,-1,0,mv,nm,1.7321,0
1729252800000,480,5,0,up,up,0.25,0.5,nm,nm,0.5303,0.344
1729253100000,485,5,0,up,dn,0.75,-0.5,mv,nm,1.4412,0.3348
1729253400000,490,5,0,dn,dn,-0.5,-0.75,nm,nm,0.7811,0.5025
1729253700000,495,5,0,dn,up,-0.75,2.25,mv,mv,1.2603,1.5104
1729254000000,500,5,0,up,up,0.5,2.5,nm,mv,0.8018,1.7011
1729254300000,505,5,0,up,up,2.5,4,mv,mv,3.8023,2.6855
1729254600000,510,5,0,dn,up,-0.5,0.5,nm,nm,0.474,0.3317
1729254900000,515,5,0,up,dn,2,0,mv,nm,1.7938,0
1729255200000,520,5,0,dn,dn,-1,-2.25,mv,mv,0.7824,1.3064
1729255500000,525,5,1,dn,dn,-1,-1,mv,mv,0.7368,0.6023
1729255800000,530,5,1,dn,up,-0.25,0.75,nm,nm,0.179,0.5254
1729256100000,535,5,1,up,up,0.25,2.75,nm,mv,0.1764,1.8071
1729256400000,540,5,1,up,up,0.75,3.75,mv,mv,0.73,2.4725
1729256700000,545,5,1,up,up,1.75,2.5,mv,mv,1.6694,1.6434
1729257000000,550,5,1,up,dn,1.25,-1.75,mv,mv,1.2815,1.071
1729257300000,555,5,1,dn,dn,-0.5,-17.5,nm,mv,0.5449,9.6366
1729257600000,560,5,1,dn,dn,-2.5,-12.25,mv,mv,3.1405,6.553
1729257900000,565,5,1,dn,dn,-14.5,-1.75,mv,mv,10.4358,0.906
1729258200000,570,5,1,up,up,4.75,5.5,mv,mv,0.8432,1.2085
1729258500000,575,5,1,up,up,8,1.5,mv,nm,1.2975,0.2825
1729258800000,580,5,1,dn,dn,-7.25,-6,mv,mv,1.0205,1.1305
1729259100000,585,5,1,up,up,0.75,3,nm,mv,0.1008,0.5448
1729259400000,590,5,1,up,up,0.5,6.5,nm,mv,0.0667,1.1753
1729259700000,595,5,1,up,up,1.75,0.5,mv,nm,0.2324,0.0882
1729260000000,600,5,1,up,up,4.25,0.5,mv,nm,0.9097,0.0878
1729260300000,605,5,1,dn,dn,-5.5,-5.25,mv,mv,1.1916,0.8908
1729260600000,610,5,1,up,up,1.75,1.5,nm,nm,0.4293,0.2589
1729260900000,615,5,1,dn,dn,-1.5,-1.25,nm,nm,0.5037,0.2157
1729261200000,620,5,1,up,up,1.25,1.75,nm,nm,0.4067,0.2978
1729261500000,625,5,1,dn,up,-1,2.5,nm,mv,0.3228,0.4238
1729261800000,630,5,1,up,up,1.5,3.5,nm,mv,0.4906,0.5933
1729262100000,635,5,1,up,dn,2,-0.25,mv,nm,0.7913,0.0422
1729262400000,640,5,1,dn,dn,0,-2.75,nm,mv,0,0.4652
1729262700000,645,5,1,dn,dn,-2.25,0,mv,nm,1.7241,0
1729263000000,650,5,1,dn,up,-0.5,3.5,nm,mv,0.3333,0.5987
1729263300000,655,5,1,up,up,2.75,5.25,mv,mv,1.9013,0.8964
1729263600000,660,5,1,up,up,1.25,3.75,nm,mv,0.7408,0.8712
1729263900000,665,5,1,up,up,1.25,2.5,nm,mv,0.7498,0.7762
1729264200000,670,5,1,up,up,1.25,3,nm,mv,0.7917,0.9036
1729264500000,675,5,1,dn,dn,0,-0.25,nm,nm,0,0.0778
1729264800000,680,5,1,up,up,1.75,1.25,nm,nm,1.6813,0.3869
1729265100000,685,5,1,dn,dn,-2,-1.5,mv,nm,2.4591,0.5435
1729265400000,690,5,1,up,dn,1.5,-0.5,nm,nm,1.1792,0.1807
1729265700000,695,5,1,dn,dn,-1,-0.75,nm,nm,0.771,0.3032
1729266000000,700,5,1,dn,dn,-1,-2,nm,nm,0.7223,0.7868
1729266300000,705,5,1,up,dn,1.25,-1,nm,nm,0.9141,0.3902
1729266600000,710,5,1,dn,dn,-2.25,-2.25,mv,nm,1.5385,1.0559
1729266900000,715,5,1,dn,dn,0,-1.25,nm,nm,0,0.5558
1729267200000,720,5,1,dn,up,0,2.75,nm,mv,0,1.2298
1729267500000,725,5,1,dn,up,-1.25,1.75,nm,nm,1.1471,0.7458
1729267800000,730,5,1,up,up,4,3.75,mv,mv,3.5952,1.5952
1729268100000,735,5,1,dn,up,-1,1.5,nm,nm,0.5034,0.6508
1729268400000,740,5,1,up,up,0.75,3.5,nm,mv,0.3783,1.5134
1729268700000,745,5,1,up,up,1.75,5,nm,mv,1.008,2.2101
1729269000000,750,5,1,up,up,1,3.25,nm,mv,0.5594,1.4435
1729269300000,755,5,1,up,up,2.25,6.25,mv,mv,1.2781,2.7759
1729269600000,760,5,1,dn,up,0,0.5,nm,nm,0,0.2246
1729269900000,765,5,1,up,up,4,2,mv,nm,3.7227,0.9109
1729270200000,770,5,1,dn,dn,-3.5,-0.75,mv,nm,2.7325,0.302
1729270500000,775,5,1,up,up,1.5,3,nm,mv,0.6462,1.2239
1729270800000,780,5,1,up,up,1.25,1.5,nm,nm,0.5415,0.6158
1729271100000,785,5,1,up,dn,0.25,-1.25,nm,nm,0.1081,0.5044
1729271400000,790,5,1,dn,dn,0,-3.5,nm,mv,0,1.4421
1729271700000,795,5,1,dn,dn,-1.5,-1.25,nm,nm,0.6699,0.5243
1729272000000,800,5,1,dn,up,-2,0.5,mv,nm,1.1642,0.2072
1729272300000,805,5,1,up,up,2.25,2.75,mv,mv,1.7356,1.0773
1729272600000,810,5,1,up,dn,0.25,-0.75,nm,nm,0.1703,0.2923
1729272900000,815,5,1,up,dn,0.25,-3,nm,mv,0.1818,1.2374
1729273200000,820,5,1,dn,dn,-1.25,-3.25,nm,mv,0.9091,1.3871
1729273500000,825,5,1,dn,dn,-2,-1,mv,nm,1.395,0.4175
1729273800000,830,5,1,dn,up,0,1.75,nm,mv,0,0.6705
1729274100000,835,5,1,up,up,1,4.25,nm,mv,0.7485,1.556
1729274400000,840,5,1,up,up,0.75,4.75,nm,mv,0.7392,1.721
1729274700000,845,5,1,up,up,2.5,4,mv,mv,2.3267,1.4862
1729275000000,850,5,1,up,up,1.5,1.5,mv,mv,1.011,0.5706
1729275300000,855,5,1,dn,dn,0,-2.25,nm,mv,0,0.8233
1729275600000,860,5,1,dn,dn,0,-2.5,nm,mv,0,0.9924
1729275900000,865,5,1,dn,dn,-2.25,-1.75,mv,mv,2.5832,0.6923
1729276200000,870,5,1,dn,up,-0.25,0.25,nm,nm,0.1693,0.0967
1729276500000,875,5,1,up,dn,0.75,-1.25,nm,nm,0.5047,0.4701
1729276800000,880,5,1,dn,dn,-0.25,-1.5,nm,mv,0.2175,0.5741
1729277100000,885,5,1,dn,dn,-1.75,-4.25,mv,mv,1.9013,1.6415
1729277400000,890,5,1,up,dn,0.5,-2,nm,mv,0.4815,0.7725
1729277700000,895,5,1,dn,dn,-3,-1.5,mv,mv,2.7194,0.6051
1729278000000,900,5,1,up,dn,0.5,-0.5,nm,nm,0.381,0.1882
1729278300000,905,5,1,up,dn,1,-2.75,mv,mv,0.7246,1.0235
1729278600000,910,5,1,dn,dn,-2,-2.25,mv,mv,1.4069,0.8656
1729278900000,915,5,1,dn,dn,-1.75,-2.25,mv,mv,1.1538,0.8659
1729279200000,920,5,1,up,up,1.5,0.25,mv,nm,0.989,0.0967
1729279500000,925,5,1,dn,dn,-2,-2.5,mv,mv,1.1806,0.9863
1729279800000,930,5,1,up,dn,0.75,-0.75,nm,nm,0.5037,0.2921
1729280100000,935,5,1,dn,up,-1.25,2,mv,mv,0.8232,0.7942
1729280400000,940,5,1,dn,up,-0.25,3,nm,mv,0.1792,1.3234
1729280700000,945,5,0,up,up,3.5,4.75,mv,mv,2.7111,2.6295
1729281000000,950,5,0,dn,up,-0.25,0.75,nm,nm,0.1375,0.4932
1729281300000,955,5,0,up,up,1.5,1.5,mv,mv,0.8552,0.8804
1729281600000,960,5,0,dn,dn,-0.5,-0.75,nm,nm,0.3264,0.3461
1729281900000,965,5,0,up,up,0.5,0.5,nm,nm,0.3144,0.2317
1729282200000,970,5,0,dn,up,-0.75,0.25,nm,nm,0.5359,0.1138
1729282500000,975,5,0,up,up,0.75,0.75,nm,nm,0.5103,0.3425
1729282800000,980,5,0,up,up,0.25,0.25,nm,nm,0.3193,0.1139
1729283100000,985,5,0,dn,up,-0.25,0.5,nm,nm,0.3308,0.2287
1729283400000,990,5,0,up,dn,0.25,0,nm,nm,0.4629,0
1729283700000,995,5,0,up,dn,0.5,-0.25,nm,nm,1.0106,0.1297
1729284000000,1000,5,0,dn,dn,-0.75,-1,nm,nm,1.5159,0.5282
1729284300000,1005,5,0,dn,up,0,4.25,nm,mv,0,2.2521
1729284600000,1010,5,0,dn,up,-0.25,4.75,nm,mv,0.6124,2.7087
1729284900000,1015,5,0,up,up,4.5,4.5,mv,mv,11.2598,2.6892
1729461600000,1080,1,0,up,dn,0.5,-0.25,nm,nm,0.2873,0.1417
1729461900000,1085,1,0,dn,dn,-0.5,-0.25,nm,nm,0.2887,0.1262
1729462200000,1090,1,0,dn,up,-0.25,0.5,nm,nm,0.1393,0.2574
1729462500000,1095,1,0,up,up,0.5,0.75,nm,nm,0.287,0.3917
1729462800000,1100,1,0,up,up,0.25,0.25,nm,nm,0.1454,0.1285
1729463100000,1105,1,0,dn,up,0,2,nm,mv,0,1.0483
1729463400000,1110,1,0,dn,up,0,1.25,nm,nm,0,0.7365
1729463700000,1115,1,0,up,up,2,0.5,mv,nm,6.1968,0.2934
1729464000000,1120,1,0,dn,dn,-0.75,-0.75,nm,nm,1.0062,0.4367
1729464300000,1125,1,0,dn,up,-0.75,0.75,nm,nm,0.8955,0.4493
1729464600000,1130,1,0,up,up,0.75,1.25,nm,nm,0.814,0.7488
1729464900000,1135,1,0,up,up,0.75,0.5,nm,nm,0.7886,0.2923
1729465200000,1140,1,0,dn,up,-0.25,0.5,nm,nm,0.2592,0.2923
1729465500000,1145,1,0,dn,up,0,0.5,nm,nm,0,0.2937
1729465800000,1150,1,0,up,up,0.75,0.25,nm,nm,1.2108,0.1469
1729466100000,1155,1,0,dn,dn,-0.25,-0.5,nm,nm,0.4275,0.296
1729466400000,1160,1,0,dn,dn,-0.25,-1.25,nm,mv,0.5367,0.7507
1729466700000,1165,1,0,dn,dn,0,-0.75,nm,nm,0,0.4686
1729467000000,1170,1,0,dn,dn,-1,-2.5,mv,mv,2.8284,1.715
1729467300000,1175,1,0,up,dn,0.25,0,nm,nm,0.4851,0
1729467600000,1180,1,0,dn,dn,-1.75,-0.25,mv,nm,3.2796,0.3176
1729467900000,1185,1,0,up,up,1.5,0.75,mv,nm,2.2156,0.7423
1729468200000,1190,1,0,dn,dn,0,-0.75,nm,nm,0,0.7453
1729468500000,1195,1,0,dn,dn,-0.75,-1.75,mv,mv,0.7373,1.7367
1729468800000,1200,1,0,dn,dn,0,-1.25,nm,mv,0,1.2405
1729469100000,1205,1,0,dn,dn,-1,-1,mv,nm,1.0133,0.9733
1729469400000,1210,1,0,dn,dn,-0.25,-0.25,nm,nm,0.2458,0.2507
1729469700000,1215,1,0,up,up,0.25,1.25,nm,mv,0.3128,1.2887
1729470000000,1220,1,0,dn,up,-0.25,0.75,nm,nm,0.5644,0.7771
1729470300000,1225,1,0,up,up,1.25,1,mv,mv,2.9417,1.0413
1729470600000,1230,1,0,dn,up,-0.25,0.75,nm,nm,0.3693,0.752
1729470900000,1235,1,0,dn,up,0,0.75,nm,nm,0,0.781
1729471200000,1240,1,0,up,up,1,0.25,mv,nm,1.8684,0.2524
1729471500000,1245,1,0,dn,dn,-0.25,-1,nm,mv,0.4243,0.9969
1729471800000,1250,1,0,dn,dn,-0.5,-1,nm,mv,0.7947,0.9848
1729472100000,1255,1,0,dn,dn,-0.25,-0.25,nm,nm,0.3743,0.2462
1729472400000,1260,1,0,dn,up,-0.25,0.5,nm,nm,0.5126,0.4863
1729472700000,1265,1,0,up,up,0.25,1.5,nm,mv,0.5126,1.4752
1729473000000,1270,1,0,up,up,0.5,0.5,nm,nm,1,0.4949
1729473300000,1275,1,0,up,up,0.75,1.25,mv,mv,2.1828,1.4501
1729473600000,1280,1,0,dn,dn,-0.75,-1.25,mv,mv,1.6713,1.3363
1729473900000,1285,1,0,up,up,1.25,1,mv,mv,2.4577,1.0638
1729474200000,1290,1,0,dn,dn,-1.75,-0.75,mv,nm,2.6833,0.7752
1729474500000,1295,1,0,up,up,1.5,0.5,mv,nm,1.4935,0.5013
1729474800000,1300,1,0,dn,dn,-0.5,-2,nm,mv,0.4364,2.1768
1729475100000,1305,1,0,dn,dn,-0.5,-1.5,nm,mv,0.4275,1.7017
1729475400000,1310,1,0,dn,dn,-1,-1.5,mv,mv,0.8746,1.804
1729475700000,1315,1,0,dn,dn,0,-1,nm,mv,0,1.0206
1729476000000,1320,1,0,dn,dn,-0.5,-0.75,mv,nm,0.5013,0.7359
1729476300000,1325,1,0,dn,dn,-0.5,0,mv,nm,0.6255,0
1729476600000,1330,1,0,up,up,0.25,0.75,nm,mv,0.866,0.7142
1729476900000,1335,1,0,up,up,0.25,0.25,nm,nm,0.6222,0.2422
1729477200000,1340,1,0,up,dn,0.25,0,nm,nm,0.5477,0
1729477500000,1345,1,0,dn,dn,-0.25,-1.25,nm,mv,0.7442,1.2171
1729477800000,1350,1,0,dn,dn,0,-1.75,nm,mv,0,1.7189
1729478100000,1355,1,0,dn,dn,-1,-2.25,mv,mv,3.4641,2.2489
1729478400000,1360,1,0,dn,dn,-0.75,-1,mv,mv,1.6713,0.9694
1729478700000,1365,1,0,dn,dn,-0.5,-0.75,mv,mv,1.0445,0.6985
1729479000000,1370,1,0,up,up,0.25,0.5,nm,nm,0.5855,0.471
1729479300000,1375,1,0,dn,dn,-0.5,-0.25,mv,nm,1.1711,0.2416
1729479600000,1380,1,0,up,dn,0.75,-0.25,mv,nm,1.765,0.2689
1729479900000,1385,1,0,dn,dn,-0.5,-1,mv,mv,0.8301,1.0397
1729480200000,1390,1,0,dn,up,-0.5,0.25,mv,nm,0.9457,0.2832
1729480500000,1395,1,0,dn,up,0,1,nm,mv,0,1.1249
1729480800000,1400,1,0,up,up,0.75,1.25,mv,mv,1.591,1.4818
1729481100000,1405,1,0,up,up,0.25,0.25,nm,nm,0.4472,0.3058
1729481400000,1410,1,0,up,dn,0.25,0,nm,nm,0.4851,0
1729481700000,1415,1,0,dn,dn,-0.25,-1.5,nm,mv,0.5644,1.6287
1729482000000,1420,1,0,dn,dn,0,-1.5,nm,mv,0,1.6371
1729482300000,1425,1,0,dn,dn,-1.25,-2,mv,mv,4.0089,2.1957
1729482600000,1430,1,0,dn,dn,-0.25,-0.75,nm,mv,0.4036,0.7869
1729482900000,1435,1,0,dn,dn,-0.5,0,mv,nm,0.9831,0
1729483200000,0,1,0,dn,up,0,0.5,nm,nm,0,0.5003
1729483500000,5,1,0,up,dn,0.5,0,mv,nm,1.1711,0
1729483800000,10,1,0,dn,dn,0,-0.25,nm,nm,0,0.2533
1729484100000,15,1,0,dn,dn,-0.5,-0.75,mv,mv,0.9258,0.7746
1729484400000,20,1,0,up,dn,0.25,-0.75,nm,mv,0.7223,0.869
1729484700000,25,1,0,dn,dn,-0.5,-1.75,mv,mv,1.3675,2.0692
1729485000000,30,1,0,dn,dn,-0.5,-1.25,mv,mv,1.3675,1.478
1729485300000,35,1,0,dn,dn,-0.75,-1.25,mv,mv,1.8665,1.5015
1729485600000,40,1,0,dn,dn,0,-0.5,nm,nm,0,0.5592
1729485900000,45,1,0,dn,dn,-0.5,-0.5,mv,nm,1.4552,0.5472
1729486200000,50,1,0,dn,dn,0,-0.75,nm,mv,0,0.8119
1729486500000,55,1,0,dn,dn,0,-1,nm,mv,0,1.1025
1729486800000,60,1,0,dn,dn,-0.75,-1.5,mv,mv,2.4725,1.8078
1729487100000,65,1,0,dn,dn,-0.25,-0.5,nm,nm,0.7276,0.7159
1729487400000,70,1,0,dn,dn,-0.5,-0.25,mv,nm,1.7321,0.3783
1729487700000,75,1,0,up,dn,0.25,-0.25,nm,nm,0.9045,0.3834
1729488000000,80,1,0,dn,dn,0,-1.75,nm,mv,0,2.7443
1729488300000,85,1,0,dn,dn,-0.5,-0.75,mv,mv,1.4884,1.1976
1729488600000,90,1,0,dn,dn,-1.25,-0.75,mv,mv,3.721,1.3534
1729488900000,95,1,0,up,up,1,0.5,mv,mv,2.1131,0.8199
1729489200000,100,1,0,dn,dn,-0.5,-1,mv,mv,0.7121,1.7061
1729489500000,105,1,0,dn,up,0,0.25,nm,nm,0,0.4962
1729489800000,110,1,0,dn,up,-0.5,0.25,mv,nm,0.7317,0.4478
1729490100000,115,1,0,up,dn,0.75,0,mv,nm,1.0975,0
1729490400000,120,1,0,dn,up,0,0.25,nm,nm,0,0.4182
1729490700000,125,1,0,dn,up,-0.75,0.25,mv,nm,1.3093,0.3897
1729491000000,130,1,0,up,up,1,0.25,mv,nm,2.0284,0.4112
1729491300000,135,1,0,dn,dn,0,-1.25,nm,mv,0,2.0246
1729491600000,140,1,0,dn,dn,-0.75,-1.5,mv,mv,1.2027,2.437
1729491900000,145,1,0,dn,dn,-0.5,-2.25,mv,mv,0.7485,3.541
1729492200000,150,1,0,dn,dn,-0.25,-1.25,nm,mv,0.4121,1.8815
1729492500000,155,1,0,dn,dn,-1.5,-1,mv,mv,2.4902,1.4194
1729492800000,160,1,0,up,dn,0.5,-0.25,mv,nm,0.6586,0.3102
1729493100000,165,1,0,dn,up,0,2,nm,mv,0,2.5263
1729493400000,170,1,0,dn,up,-0.75,4,mv,mv,1.2027,5.0096
1729493700000,175,1,0,up,up,2.75,4.5,mv,mv,4.4098,5.6358
1729494000000,180,1,0,up,up,2,1.25,mv,mv,1.5052,1.2607
1729494300000,185,1,0,dn,dn,-0.25,-0.75,nm,mv,0.169,0.5465
1729494600000,190,1,0,dn,dn,-0.5,-3.5,mv,mv,0.3989,2.0325
1729494900000,195,1,0,dn,dn,0,-1.5,nm,mv,0,0.8702
1729495200000,200,1,0,dn,up,-3,1.25,mv,mv,2.2489,0.719
1729495500000,205,1,0,up,up,1.5,3.75,mv,mv,0.8074,1.9532
1729495800000,210,1,0,up,up,2.75,3,mv,mv,1.7081,1.5366
1729496100000,215,1,0,dn,dn,-0.5,-1.25,nm,mv,0.2804,0.6334
1729496400000,220,1,0,up,dn,0.75,-2.75,mv,mv,0.4182,1.2792
1729496700000,225,1,0,dn,dn,-1.5,-1.5,mv,mv,0.8374,0.6693
1729497000000,230,1,0,dn,dn,-2,0,mv,nm,1.0474,0
1729497300000,235,1,0,up,dn,2,0,mv,nm,1.1985,0
1729497600000,240,1,0,dn,dn,0,-2,nm,mv,0,0.838
1729497900000,245,1,0,dn,dn,-2,-1.75,mv,mv,1.4906,0.7433
1729498200000,250,1,0,dn,up,0,0.25,nm,nm,0,0.1097
1729498500000,255,1,0,up,up,0.25,0.75,nm,nm,0.1753,0.3241
1729498800000,260,1,0,dn,up,0,0.75,nm,nm,0,0.32
1729499100000,265,1,0,up,up,0.5,1.5,nm,mv,0.4316,0.6409
1729499400000,270,1,0,up,up,0.25,0.5,nm,nm,0.3042,0.2168
1729499700000,275,1,0,up,up,0.75,1.75,mv,mv,0.8955,0.8244
1729500000000,280,1,0,dn,dn,-0.5,-0.25,nm,nm,1.8741,0.1339
1729500300000,285,1,0,up,dn,1.5,-0.5,mv,nm,3.816,0.2711
1729500600000,290,1,0,dn,dn,-1.25,-3.25,mv,mv,2.0045,1.7198
1729500900000,295,1,0,dn,dn,-0.75,-2,mv,mv,0.8495,1.1792
1729501200000,300,1,0,dn,dn,-1.25,-1.75,mv,mv,1.3363,1.0559
1729501500000,305,1,0,dn,dn,0,-3,nm,mv,0,1.6561
1729501800000,310,1,0,dn,dn,-0.5,-4,nm,mv,0.5298,2.4878
1729502100000,315,1,0,dn,dn,-2.5,-8,mv,mv,2.6491,5.6744
1729502400000,320,1,0,dn,dn,-1,-1.25,mv,mv,1.2774,0.8302
1729502700000,325,1,0,dn,up,-4.5,1.25,mv,mv,5.7894,0.771
1729503000000,330,1,0,up,up,4.25,5.5,mv,mv,2.8366,2.3785
1729503300000,335,1,0,up,up,1.5,1.75,mv,mv,0.5616,0.7625
1729503600000,340,1,0,dn,dn,-0.25,-2,nm,mv,0.0895,0.8512
1729503900000,345,1,0,up,dn,0.5,-2,nm,mv,0.179,0.7171
1729504200000,350,1,0,dn,dn,-2.25,-1.5,mv,mv,0.8521,0.5293
1729504500000,355,1,0,dn,up,-0.25,1,nm,nm,0.0904,0.3515
1729504800000,360,1,0,up,dn,1,-0.25,mv,nm,0.5031,0.0881
1729505100000,365,1,0,up,dn,0.25,-1.5,nm,mv,0.2079,0.5328
1729505400000,370,1,0,dn,dn,-1.5,-1.75,mv,mv,1.46,0.6265
