FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1727341500000,60.9091,-5.7576,0,0,1261,-0.18,-0.06,-0.01,305,243.1592,-6.8022,-3.068,29.9984,50.8174,-87.7551,-0.15,_2dnR
1727341800000,62.7273,0.9091,0,0,1324,-0.11,0,-0.27,310,250.4146,8.9284,0.9319,30.9877,51.8127,-68.3333,-0.08,_3upR
1727342100000,56.3636,-3.6364,0,0,122,-0.05,-0.08,-0.33,315,34.6216,-8.6685,-6.1498,31.8945,48.0962,-80,-0.18,_4up
1727342400000,54.5455,-3.3333,0,0,500,0.02,-0.25,-0.38,320,164.0175,-8.2278,-4.3127,32.7258,47.0444,-83.3333,-0.15,_4up
1727342700000,66.3636,7.2727,0,0,7112,0.11,-0.07,-0.23,325,999.3862,56.4977,6.2329,31.6787,54.1537,-61.6667,-0.24,_3upR
1727343000000,45,-10.303,0,0,687,0.15,0.1,-0.17,330,107.5902,98.9589,0.3307,30.7188,56.1305,-55,-0.1,_2dnR
1727343300000,63.3333,5.101,0,0,390,0.31,0.3,0.15,335,66.3493,153.9734,1.3424,28.8361,61.1554,-0,0.06,_1dn
1727343900000,45,-6.1111,0,0,560,0.11,0.15,0.08,345,103.0415,80.8118,0.5765,27.802,54.3626,-28.9474,0.33,_2dnR
1727344200000,30,-16.1111,0,0,1100,-0.11,0.06,-0.02,350,183.2252,26.5501,-1.26,26.922,49.4591,-52.6316,0.24,_2dnR
1727344500000,35,-1.6667,0,0,3135,-0.08,0.14,-0.14,355,416.0996,43.311,-2.6556,26.2592,51.0642,-44.7368,0.4,_2dnR
1727344800000,28.3333,-2.7778,0,0,1098,-0.09,0.01,-0.13,360,271.3932,25.0522,-1.8877,25.4311,48.8095,-55.2632,0.05,_4up
1727345100000,15,-11.1111,0,0,1000,-0.08,-0.2,-0.08,365,236.4779,-18.9929,-3.896,25.2889,44.5206,-76.3158,0.09,_3upR
1727345400000,28.9474,4.8538,0,0,220,-0.1,-0.18,0.03,370,53.2713,-0.8197,-4.1851,25.0356,45.819,-71.0526,-0.15,_4up
1727345700000,81.5789,39.7368,0,0,6299,0.17,0.05,0.19,375,844.5324,110.5609,2.4582,23.049,56.8387,-22.5806,0,_2dnR
1727346000000,50,-3.5088,0,0,787,0.04,0.02,0.07,380,108.1593,38.6726,1.4827,21.228,50.161,-61.2903,0.09,_3upR
1727346300000,92.1053,17.5439,0,0,12037,0.18,0.14,0.28,385,967.8058,119.8273,-0.2699,20.0532,57.4349,-9.6774,0.22,_4up
1727346600000,75.6098,3.0381,0,0,1305,0,0.17,0.15,390,103.9341,91.3259,1.2831,19.263,55.2363,-31.25,0.26,_4up
1727346900000,70.7317,-8.7505,0,0,300,-0.02,0.14,0,395,24.689,78.8575,-3.9006,17.9572,54.1065,-37.5,0.11,_4up
1727347200000,100,17.8862,1,0,1647,0.14,0.31,0.19,400,126.9152,160.5416,2.5385,18.4261,62.1331,-0,0.16,_3upR
1727347500000,100,9.7561,1,0,1187,0.32,0.27,0.32,405,118.5975,159.5829,-1.3794,19.5335,65.5886,-0,0.19,_1dn
1727347800000,100,0,1,0,1984,0.28,0.32,0.46,410,185.4068,145.2505,-1.9305,20.8606,67.2202,-0,0.38,_1dn
1727348100000,87.5,-8.3333,1,0,5860,0.05,0.22,0.35,415,823.079,111.9761,3.7698,20.5575,62.6811,-12.963,0.1,_1dn
1727348400000,33.3333,-40.2778,0,0,140604,-0.32,0,0.12,420,1599.487,24.907,25.0462,20.4495,47.6407,-66.6667,0.01,_2dnR
1727348700000,58.7302,-1.1243,0,0,16293,-0.07,0.07,0.27,425,167.6237,64.7852,2.0822,20.3506,54.055,-41.2698,0.31,_1dn
1727349000000,25.3968,-13.7566,0,0,55215,-0.46,-0.3,0.04,430,430.2349,-10.4087,0.3641,20.9327,45.9884,-74.6032,0,_4up
1727349300000,31.746,-6.8783,0,0,9731,-0.051,-0.33,-0.06,435,72.9863,6.4065,-1.7422,21.6272,47.6128,-68.254,-0.37,_4up
1727349600000,17.4603,-7.4074,0,0,3113,-0.19,-0.33,-0.15,440,23.2288,-21.8398,-3.9133,22.2637,44.3395,-82.5397,-0.48,_4up
1727349900000,68.254,29.1005,0,0,19288,0.27,-0.19,0.14,445,136.0889,80.9511,3.1122,20.6736,56.0573,-31.746,-0.22,_1dn
1727350200000,58.7302,10.582,0,0,1583,0.21,0.119,0.16,450,25.9314,58.3011,1.493,19.408,53.743,-41.2698,0.02,_1dn
1727350500000,52.381,-7.4074,0,0,3630,0.11,0.03,0.03,455,67.6173,42.3663,0.243,18.3331,52.1765,-47.619,-0.24,_1dn
1727350800000,36.5079,-12.6984,0,0,3674,-0.18,0.07,-0.23,460,154.4017,14.4774,2.2966,16.9713,48.334,-63.4921,-0.3,_1dn
1727351100000,30.1587,-9.5238,0,0,11934,-0.14,0.03,-0.34,465,475.8332,8.4769,-0.0996,16.4149,46.8291,-69.8413,-0.28,_1dn
1727351400000,28.5714,-3.1746,0,0,10549,-0.25,-0.04,-0.26,470,358.719,10.3125,-0.1119,16.2351,46.4349,-71.4286,-0.37,_1dn
1727351700000,15.873,-8.9947,0,0,13575,-0.12,-0.31,-0.52,475,520.1701,-17.3575,-2.6018,16.0703,43.2563,-84.127,-0.54,_1dn
1727352000000,7.2464,-9.9839,0,1,7674,-0.2,-0.34,-0.261,480,258.9206,-42.7491,1.7112,16.8925,39.2284,-91.5254,-0.33,_4up
1727352300000,4.4944,-4.7102,0,1,38367,-0.34,-0.65,-0.52,485,769.9968,-68.1242,1.0842,18.6669,32.8566,-94.9367,-0.68,_4up
1727352600000,28.0899,14.813,0,0,12185,-0.14,-0.23,-0.17,490,222.5322,1.5385,3.7654,19.4466,42.9632,-68.3544,0.03,_4up
1727352900000,47.191,20.5993,0,0,43616,0.23,-0.03,0,495,596.5906,51.4432,0.0231,18.8778,49.6555,-46.8354,0.3,_4up
1727353200000,67.4157,19.8502,0,0,23570,0.56,0.22,0.12,500,292.433,96.1187,4.111,17.468,55.6643,-24.0506,0.63,_1dn
1727353500000,66.2921,5.9925,0,0,10043,0.3,0.2,-0.08,505,127.9041,98.3477,2.5025,17.1523,55.2645,-25.3165,0.31,_3upR
1727353800000,59.375,-4.986,0,0,76888,0.15,0.38,-0.02,510,648.0721,95.3416,17.1394,16.1429,54.412,-40.625,0.16,_2dnR
1727354100000,48.9583,-9.2502,0,0,14071,-0.13,0.43,-0.22,515,134.4998,68.7952,4.8622,15.2176,50.1887,-51.0417,0.47,_4up
1727354400000,71.875,11.8056,0,0,22498,0.01,0.4,0.21,520,203.3816,125.1921,5.9946,14.8967,58.0105,-28.125,0.37,_2dnR
1727354700000,58.3333,-1.3889,0,0,7553,-0.19,0.14,0.11,525,84.1785,84.5779,-0.6456,14.6027,52.6781,-41.6667,0.15,_4up
1727355000000,72.9167,5.2083,0,0,12057,0.268,0.1,0.32,530,145.2214,112.7218,2.2068,13.7219,57.2904,-27.0833,0.03,_4up
1727355300000,66.6667,0.6944,0,0,4102,-0.09,-0.04,0.25,535,51.5536,90.3398,-3.9453,12.9145,54.7935,-33.3333,0.38,_4up
1727355600000,83.3333,9.0278,0,0,13353,0.27,0.05,0.61,540,312.7818,117.7991,-1.9673,11.9835,59.8801,-16.6667,0.61,_4up
1727355900000,93.9394,12.6263,1,0,41544,0.19,0.498,0.89,545,708.9937,147.1068,-0.1993,12.4477,63.5185,-6.3158,1.01,_1dn
1727356200000,89.899,0.8418,1,0,22679,0.2,0.16,0.6,550,386.4049,128.5811,-3.2341,12.8733,61.6421,-13.8889,0.44,_1dn
1727356500000,97.9798,4.0404,1,0,13013,0.19,0.44,0.55,555,210.3941,137.0105,-0.783,12.6177,63.9647,-2.8571,0.44,_1dn
1727356800000,73.7374,-13.468,0,0,49993,-0.23,-0.01,0.13,560,596.0703,56.0403,4.0668,11.8994,53.3854,-37.1429,-0.13,_1dn
1727357100000,44.4444,-27.6094,0,0,108875,-0.45,-0.25,-0.24,565,752.1717,-27.7315,1.19,12.7639,43.8298,-78.5714,-0.43,_1dn
1727357400000,3.3784,-37.1417,0,0,1506461,-1.38,-1.22,-1.19,570,1487.4515,-97.7537,20.4533,16.4444,27.5221,-96.6216,-1.56,_3upR
1727357700000,14.5818,-6.2197,0,0,975599,-1.1194,-1.3794,-0.8514,575,626.4831,-54.931,4.7091,20.1113,28.2042,-85.4182,-1.7794,_2dnR
1727358000000,18.2803,6.2002,0,1,440964,-0.78,-1.28,-1.12,580,244.7413,-30.6698,-2.4328,23.5382,29.2411,-81.7197,-1.72,_2dnR
1727358300000,17.0588,0.4185,0,1,439648,0.01,-1.36,-0.95,585,214.4261,-18.988,3.0155,25.7594,28.7785,-82.9412,-1.53,_1dn
1727358600000,12.0588,-3.7405,0,1,341913,-0.085,-1.205,-1.245,590,154.0116,-13.4633,-0.0077,27.7956,27.4367,-87.9412,-1.335,_1dn
1727358900000,20.7084,4.0997,0,0,373641,-0.065,-0.855,-1.155,595,157.4448,-0.9508,1.763,30.0692,29.1329,-79.2916,-0.955,_1dn
1727359200000,8.4469,-5.2912,0,1,528560,-0.28,-0.26,-1.47,600,292.9956,-7.8858,19.1477,28.9916,25.4782,-91.5531,-0.48,_1dn
1727359500000,10.177,-2.9338,0,1,418349,-0.52,-0.62,-2,605,282.6225,-21.648,11.214,29.2796,21.0062,-89.823,-1.0806,_2dnR
1727359800000,19.0265,6.4764,0,1,319202,-0.39,-0.44,-1.73,610,226.5023,1.2862,6.371,29.2547,28.797,-80.8036,-0.65,_1dn
1727360100000,15.0442,0.295,0,1,154062,-0.2086,-0.52,-1.87,615,123.9136,-1.8829,2.7457,29.1305,27.4671,-84.6154,-0.92,_1dn
1727360400000,10.5263,-4.3394,0,1,335271,-0.17,-0.7,-1.92,620,270.3344,-29.0036,6.0842,30.2082,23.6311,-88.0734,-0.745,_4up
1727360700000,7.5486,-3.4911,0,1,349743,-0.556,-0.936,-1.776,625,285.0058,-48.5822,3.4433,31.404,21.7355,-91.4912,-0.721,_3upR
1727361000000,16.73,5.1284,0,1,446739,-0.33,-0.4786,-0.77,630,379.0276,-9.2057,4.1037,32.6268,28.7241,-75.2809,0.73,_1dn
1727361300000,38.0228,17.2557,0,0,427952,0.59,0.41,-0.22,635,361.9214,75.8608,11.4157,30.8745,44.8877,-43.8202,1.7494,_1dn
1727361600000,13.023,-9.569,0,0,402488,0.0899,-0.4701,-0.9001,640,326.9998,-12.9055,10.439,29.3289,34.7532,-80.9045,0.8199,_1dn
1727361900000,12.2677,-8.8368,0,0,384990,-0.23,-0.55,-1.01,645,281.9317,-18.8913,12.7411,28.8803,33.265,-82.5397,0.9,_1dn
1727362200000,8.4746,-2.7805,0,1,435377,-1.35,-0.77,-1.48,650,305.3769,-62.5959,10.6752,29.5803,27.1335,-89.5397,0.455,_2dnR
1727362500000,5.5707,-3.2003,0,1,754006,-1.485,-1.385,-2.325,655,452.7405,-80.1025,9.8774,31.3629,21.3871,-93.4295,-0.484,_3upR
1727362800000,23.0769,10.7029,0,0,756638,-0.92,-1.17,-1.6386,660,409.4721,-26.3617,7.8838,33.1632,30.042,-70.4724,-0.91,_1dn
1727363100000,30.7723,10.9657,0,0,208942,-0.1099,-1.4599,-1.0599,665,121.5946,2.5402,-1.1927,33.1635,34.7638,-60.626,-0.8493,_1dn
1727363400000,13.8462,-8.719,0,0,239147,0.11,-1.37,-1.83,670,147.2942,-24.7884,1.2594,33.8867,29.9185,-82.2835,-0.9099,_2dnR
1727363700000,7.0769,-10.1549,0,1,279785,-0.51,-1.44,-2.01,675,179.0902,-24.9028,-0.869,34.6518,28.2034,-90.9449,-0.95,_2dnR
1727364000000,9.8462,-0.4103,0,1,154735,-0.6959,-0.79,-1.56,680,110.7094,-7.4977,-0.701,35.5901,29.9943,-87.4016,-0.075,_3upR
1727364300000,13.5354,3.3826,0,1,126723,-0.0201,0.0999,-1.2801,685,122.8775,8.3464,-2.0374,36.4503,32.4434,-82.6811,1.0259,_4up
1727364600000,6.2992,-3.5944,0,1,179928,-0.0501,-0.58,-1.76,690,258.9724,-1.8615,-1.7886,37.1491,29.7894,-93.7008,-0.08,_4up
1727364900000,24.0157,9.399,0,0,132440,0.29,-0.4059,-1.85,695,203.9584,37.5566,2.1908,36.8906,38.5989,-75.2033,-0.7901,_4up
1727365200000,33.0709,11.9423,0,0,185080,0.4599,0.38,-0.98,700,299.9174,71.0138,-3.0383,35.8531,42.6137,-63.4783,0.8501,_4up
1727365500000,30.7047,1.4409,0,0,188980,0.6299,0.5698,-0.8901,705,335.0799,82.7591,-2.5357,33.9701,41.8339,-55.4343,1.0399,_2dnR
1727365800000,48.8189,11.2874,0,0,231119,0.55,0.92,0.13,710,380.2437,151.3937,0.4945,31.6648,49.5443,-2.3622,1.7,_1dn
1727366100000,59.8465,13.3898,0,0,286749,0.6901,1.14,1.1801,715,409.5144,154.2966,-1.1092,29.7707,53.6268,-8.9815,2.4692,_1dn
1727366400000,28.7402,-17.0617,0,0,330083,-0.05,0.58,-0.01,720,418.539,54.6371,6.2867,28.2466,42.9364,-58.0273,1.73,_2dnR
1727366700000,34.3496,-6.6291,0,0,193235,-0.395,0.155,-0.1709,725,234.2103,71.2333,-1.1444,26.8495,44.6872,-50.929,1.7049,_1dn
1727367000000,28.6957,-1.8995,0,0,181369,-0.85,-0.17,0.2,730,220.1558,45.0313,-0.4236,25.889,42.4039,-62.348,1.1799,_1dn
1727367300000,35.1429,2.4135,0,0,137486,-0.145,-0.165,0.4049,735,173.0133,33.8549,-4.9412,25.0086,41.8367,-65.1256,1.2951,_1dn
1727367600000,25.747,-4.1149,0,0,182772,-0.41,-0.81,0.11,740,238.365,5.4194,-1.3439,25.079,39.4689,-77.5014,-0.02,_2dnR
1727367900000,20.9508,-6.3294,0,0,210016,-0.3159,-1.1601,-0.0302,745,290.976,-3.9162,0.2546,24.7294,38.4412,-83.0262,-1.2751,_3upR
1727368200000,4.617,-12.4879,0,1,266249,-0.4452,-0.6352,-0.0252,750,388.9516,-34.1434,-2.5263,24.8214,35.5996,-99.0513,-0.0152,_3upR
1727368500000,23.4553,7.1143,0,0,128087,0,-0.41,-0.26,755,198.2763,11.3644,-1.1001,24.6577,41.9469,-79.4885,-0.0249,_2dnR
1727368800000,26.0186,7.9883,0,0,239988,0.05,-0.2758,-0.44,760,353.063,11.8631,1.0843,24.983,41.364,-73.9814,-0.66,_2dnR
1727369100000,16.1937,-5.6955,0,0,158312,0.1076,-0.35,-0.56,765,228.8565,-1.9995,-4.0661,24.7968,38.8604,-83.8063,-0.9449,_3upR
1727369400000,15.0379,-4.0455,0,1,202516,-0.21,-0.23,-1.04,770,287.9416,2.7932,-4.0423,24.9862,38.5608,-84.9621,-1.15,_2dnR
1727369700000,13.882,-1.1559,0,1,172545,-0.2192,-0.16,-1.33,775,253.184,-5.7135,-4.7958,25.4539,38.2393,-84.7994,-1.2501,_2dnR
1727370000000,30.0642,10.4028,0,0,181245,0.235,0.3476,-0.3,780,286.9226,62.3697,2.476,24.7044,45.2164,-54.3764,-0.2348,_1dn
1727370300000,8.6806,-8.8617,0,1,177781,-0.1157,-0.32,-0.75,785,268.9971,-21.9489,4.4394,23.7507,38.884,-85.8329,-0.575,_1dn
1727370600000,6.5152,-8.5714,0,1,181806,-0.15,-0.3792,-0.6458,790,289.9048,-29.4857,2.0045,23.0887,37.7917,-87.1508,-0.19,_3upR
1727370900000,8.9884,0.927,0,1,454193,-1.21,-0.985,-1.33,795,567.1695,-98.3766,9.7963,24.8884,28.1716,-86.5169,-0.8151,_4up
1727371200000,17.2278,6.3173,0,1,351786,-0.61,-0.7457,-0.97,800,395.8744,-38.0045,-0.0154,26.5382,33.3889,-74.1573,0.07,_4up
1727371500000,47.2222,22.7427,0,0,269112,0.17,0.02,-0.15,805,285.0553,64.9556,6.4031,25.7597,47.2567,-22.2171,1.1802,_4up
1727371800000,66.3462,22.7474,0,0,328694,1.16,-0.07,0.2676,810,319.6045,87.7114,-1.8475,23.8206,50.2004,-13.2075,0.5252,_4up
1727372100000,72.495,10.4739,0,0,235147,1.0098,0.3799,0.0399,815,221.7457,96.8745,-5.2505,22.0431,51.2915,-8.8113,0.7749,_3upR
1727372400000,92.7778,15.5715,0,0,249537,0.47,0.65,0.2708,820,227.1754,118.969,-3.5587,20.698,54.7007,-2.907,0.92,_2dnR
1727372700000,98.3146,10.4521,1,0,207507,0.37,1.53,0.525,825,217.3629,117.3659,-5.3118,19.6557,55.9239,-1.6854,1.905,_3upR
1727373000000,97.191,1.0965,1,0,194346,0.28,1.2899,0.5243,830,225.0602,106.3117,-3.3108,18.3552,55.5151,-2.809,1.5,_3upR
1727373300000,87.6344,-6.7456,1,0,137304,-0.04,0.43,0.46,835,174.3037,89.9778,-2.6616,17.4492,53.3862,-12.3656,0.6099,_4up
1727373600000,96.5147,2.7347,1,0,284371,0.06,0.42,0.35,840,373.0124,102.7133,-3.6505,16.6374,56.4812,-3.4853,0.0848,_4up
1727373900000,98.4293,4.2365,1,0,188949,0.15,0.43,0.81,845,256.8241,101.8208,-3.8981,16.0729,57.9156,-1.5707,0.7701,_4up
1727374200000,98.2158,0.4958,1,0,361605,0.717,0.697,1.347,850,451.647,129.2268,4.4144,17.2119,65.4733,-1.7842,1.067,_3upR
1727374500000,85.159,-8.7757,1,0,358060,0.62,0.67,2.19,855,403.2327,127.6781,1.5096,19.2402,66.0604,-15.7895,1.64,_2dnR
1727374800000,89.7527,-1.2898,1,0,223360,0.65,0.81,2.0999,860,247.0248,139.3249,-4.9994,20.9975,67.8627,-12.0833,1.55,_2dnR
1727375100000,89.0459,1.0601,1,0,168004,0.15,0.87,1.32,865,182.2296,124.0202,-5.987,22.6082,67.2632,-18.6747,0.88,_1dn
1727375400000,80.9187,-5.6537,1,0,223763,-0.13,0.5,0.91,870,252.255,88.2625,-0.7164,23.0924,60.5527,-34.8387,0.57,_2dnR
1727375700000,84.0989,-0.5889,1,0,173072,-0.16,0.49,0.93,875,197.0942,93.0535,-0.6925,22.9142,62.164,-32.1429,0.1401,_2dnR
1727376000000,76.6784,-3.8869,0,0,159097,-0.34,-0.2,0.5,880,209.1222,57.3402,-2.9371,22.7509,56.3092,-50.3817,-0.847,_3upR
1727376300000,72.1805,-5.4722,0,0,161179,-0.21,-0.33,0.35,885,249.3443,40.0953,-5.6352,22.1039,54.1882,-56.4885,-1.83,_3upR
1727376600000,80,3.7137,0,0,198274,-0.01,-0.19,0.62,890,313.9352,76.2114,-2.5615,22.2336,59.5854,-38.4,-1.46,_2dnR
1727376900000,71.6867,-2.9357,0,0,251762,0.22,-0.15,0.71,895,370.2089,71.5595,-4.0741,22.8026,59.7842,-39.4958,-0.6,_3upR
1727377200000,63.871,-7.9816,0,0,242522,0.17,-0.03,0.48,900,351.0417,40.8591,-2.5616,22.3381,57.03,-49.9955,-0.44,_3upR
1727377500000,57.8571,-6.6145,0,0,261661,-0.0701,-0.12,0.35,905,352.4882,13.1695,-3.9627,21.9123,56.0903,-56.7362,-0.5701,_3upR
1727377800000,72.5191,7.77,0,0,557544,0.13,0.33,0.1,910,572.3376,99.4012,-0.2632,22.324,61.4084,-45.5696,-0.397,_1dn
1727378100000,70.229,3.3606,0,0,342874,0.17,0.34,0.02,915,317.4835,86.5308,-4.6494,22.7014,60.368,-25.9259,-0.31,_1dn
1727378400000,64,-4.916,0,0,261858,0.14,0.0699,-0.16,920,234.4256,70.9672,-4.9196,23.2846,58.2162,-35.8491,-0.78,_1dn
1727378700000,48.7395,-12.25,0,0,298083,-0.24,-0.12,-0.29,925,260.4996,10.5256,2.9891,21.9787,52.7465,-66.0377,-1.03,_2dnR
1727379000000,39.7375,-11.0881,0,0,348888,-0.275,-0.115,-0.145,930,289.1451,-10.1075,0.6446,20.1528,50.638,-63.8462,-0.605,_3upR
1727379300000,33.6475,-7.0607,0,0,404080,-0.25,-0.1,-0.22,935,313.2163,-5.9798,-3.1747,18.479,50.1335,-66.1538,-0.6,_3upR
1727379600000,27.4725,-6.1466,0,0,270249,-0.05,-0.29,0.03,940,240.7261,6.5764,-4.6827,17.1069,51.1944,-61.5385,-0.103,_3upR
1727379900000,69.697,26.0913,0,0,329136,0.22,-0.05,0.28,945,295.4379,87.7589,-1.2562,16.6308,58.0155,-29.2308,0.26,_3upR
1727380200000,60,7.6102,0,0,605392,0.16,-0.08,-0.0001,950,460.8117,57.1603,6.4606,16.8011,55.2096,-40,0.12,_4up
1727380500000,50.5376,-9.5406,0,0,2556605,0.22,0.17,0.05,955,972.4595,92.4366,12.07,18.3617,57.7568,-49.4624,0.33,_3upR
1727380800000,52.6882,-1.7204,0,0,1239516,0.02,0.25,0.14,960,393.7626,94.6586,-1.1106,19.7923,58.402,-47.3118,0.275,_3upR
1727381100000,77.4194,17.2043,0,0,116208,0.33,0.49,0.4,965,39.006,154.0639,-4.1117,21.2865,65.0908,-22.5806,0.64,_2dnR
1727381400000,55.914,-6.0932,0,0,83339,0.06,0.27,-0.02,970,29.0284,85.5751,-4.7578,22.6562,56.4763,-44.086,-0.03,_3upR
1727381700000,54.8387,-7.8853,0,0,39141,0.01,0.04,0,975,14.4853,82.458,-9.5202,23.9118,56.0715,-45.1613,-0.3,_3upR
1727382000000,60.2151,3.2258,0,0,28471,-0.18,0.17,0.09,980,12.0324,95.6327,-10.2389,24.8634,57.7242,-39.7849,0.14,_3upR
1727382300000,58.0645,0.3584,0,0,41078,0.02,0.08,0.24,985,45.5714,82.4266,-10.2415,25.8359,56.7918,-41.9355,0.21,_3upR
1727382600000,69.8925,7.1685,0,0,25668,0.14,0.15,0.41,990,131.9883,111.0386,-9.1983,27.0307,60.6093,-32.9412,0.275,_2dnR
1727382900000,68.8172,3.2258,0,0,7381,0.08,-0.1,0.41,995,56.3174,101.8002,-10.6188,28.2279,60.0828,-34.7305,0.02,_2dnR
1727383200000,61.2366,-5.4122,0,0,16082,0.0295,0.0495,0.3195,1000,174.9965,64.8661,-8.2556,28.4725,56.3205,-43.1737,0.3495,_2dnR
1727383500000,58.0645,-4.6416,0,0,86318,-0.11,0.03,0.07,1005,723.0586,44.1108,-6.6148,27.8969,54.7553,-46.7066,0.09,_2dnR
1727383800000,53.7634,-3.9247,0,0,23743,-0.12,-0.06,0.11,1010,203.5515,8.766,-8.4807,27.3693,52.5934,-57.3333,0.01,_2dnR
1727384100000,58.0645,1.4337,0,0,4604,-0.02,0,0.08,1015,48.257,31.3444,-8.894,27.0444,54.551,-50,-0.17,_2dnR
1727384400000,47.0588,-5.9034,0,0,4056,-0.06,-0.17,-0.02,1020,48.9691,-11.9695,-6.9823,26.3534,51.0982,-90,-0.425,_3upR
1727384700000,46.1078,-4.3026,0,0,9997,-0.07,-0.14,-0.26,1025,118.5141,-10.8958,-11.6902,25.72,51.0982,-89.6552,-0.66,_3upR
1727385000000,46.1078,-0.317,0,0,5494,-0.0425,-0.08,-0.04,1030,70.272,-4.9911,-9.8519,25.4338,51.0982,-86.3636,-0.3595,_3upR
1727385300000,54.9461,5.8922,0,0,347,0.0738,0.0138,0.0438,1035,12.3501,58.5759,-10.2131,25.5911,55.5872,-52.8182,-0.0362,_2dnR
1727385600000,52,0.982,0,0,2600,0.08,0.02,0.01,1040,164.7609,72.5311,-9.9035,25.8895,56.5425,-45.4545,-0.1,_2dnR
1727385900000,69.0476,10.383,0,0,10443,0.09,0.0975,0.08,1045,544.5628,108.1112,-0.9972,25.1358,59.4773,-22.7273,0.01,_2dnR
1727386200000,20,-27.0159,0,0,440,-0.0315,0.03,-0.14,1050,25.7704,20.5293,-8.6374,24.4449,51.1819,-72.7273,-0.13,_2dnR
1727386500000,27.5862,-11.2917,0,0,1812,-0.03,0.04,-0.09,1055,147.2093,48.6693,-10.7169,23.8116,52.496,-52.9412,0.13,_2dnR
1727386800000,27.2727,2.3197,0,0,1711,-0.02,-0.02,-0.05,1060,169.2812,29.9625,-10.0208,22.854,50.9984,-64.7059,-0.0195,_3upR
1727387100000,13.6364,-9.1954,0,0,11048,-0.05,-0.0615,-0.06,1065,676.0185,0.9639,-7.6239,21.4183,48.7238,-100,-0.1038,_4up
1727387400000,36.3636,10.6061,0,0,2103,0.02,-0.03,-0.02,1070,131.0051,57.6477,-3.4681,20.8711,52.57,-64.2857,0.02,_4up
1727387700000,50,16.6667,0,0,5330,0.06,0.03,0.0375,1075,407.7458,90.7774,-4.095,21.0534,54.7897,-42.8571,-0.06,_4up
1727388000000,90.9091,31.8182,0,0,10324,0.14,0.12,0.17,1080,548.44,155.7148,-0.7386,21.9388,60.7946,-5.5556,0.31,_4up
1727388300000,94.3953,15.9605,0,0,6594,0.4,0.42,0.44,1085,305.3102,200.5828,4.9638,24.9033,72.9763,-5.9561,0.56,_4up
1727388600000,98.3333,3.7874,1,0,5568,0.5,0.54,0.51,1090,233.6622,173.0028,-3.3085,28.0181,76.152,-1.7544,0.6195,_3upR
1727388900000,100,2.4238,1,0,6812,0.6,0.74,0.7085,1095,319.0309,168.4399,-1.6799,31.5371,80.841,-0,0.7562,_1dn
1727389200000,84.4416,-9.8167,1,0,4502,0.2202,0.6002,0.5702,1100,197.947,125.3471,-3.8019,34.7628,72.0274,-15.5584,0.5302,_2dnR
1727389500000,84.4156,-5.2035,1,0,973,0.099,0.59,0.6,1105,48.1413,112.7986,-11.3076,37.7161,72.0131,-15.5844,0.49,_2dnR
1727389800000,68.8312,-10.3983,0,0,6663,-0.24,0.36,0.48,1110,368.2837,85.102,-1.661,38.4205,63.7319,-31.1688,0.33,_4up
1727390100000,77.9221,0.8658,0,0,600,-0.078,0.17,0.57,1115,41.0589,90.1109,-7.9957,39.0661,66.205,-22.0779,0.1,_3upR
1727390400000,84.4156,7.3593,0,0,500,0.0025,0.099,0.63,1120,42.8531,91.6601,1.7695,38.2945,67.9101,-15.5844,0.06,_1dn
1727390700000,89.6104,5.6277,1,0,1841,0.09,-0.08,0.66,1125,209.8232,92.546,-2.3104,37.9588,69.2635,-10.3896,-0.0062,_1dn
1727391000000,79.2208,-5.1948,0,0,1358,0.1,-0.068,0.56,1130,195.5486,69.0149,-1.331,36.5342,63.427,-22.2222,-0.0002,_1dn
1727391300000,64.9351,-12.987,0,0,4200,-0.18,-0.1475,0.44,1135,476.0293,26.3685,1.8966,33.8142,56.3096,-38.0282,-0.09,_3upR
1727391600000,41.5584,-20.3463,0,0,4437,-0.28,-0.28,0.15,1140,589.1989,-64.0293,4.7926,32.1402,46.9124,-75,-0.35,_3upR
1727391900000,64.9351,7.7922,0,0,766,-0.08,-0.01,0.07,1145,100.4314,11.2324,-0.2746,30.6056,55.0888,-60,-0.5,_2dnR
1727392200000,72.7273,12.987,0,0,624,0.06,-0.12,0.009,1150,81.0613,38.3268,-0.5881,28.3599,57.4707,-46.6667,-0.62,_1dn
1727392500000,55.8442,-8.658,0,0,300,-0.0125,-0.17,-0.34,1155,44.1129,-11.767,-4.4795,27.3516,51.0688,-75.5556,-1.03,_1dn
1727392800000,55.5556,-5.8201,0,0,700,-0.1,-0.13,-0.228,1160,109.0877,5.9379,-3.4679,26.0936,51.9668,-65.7895,-0.7602,_1dn
1727393100000,42.2535,-8.9642,0,0,1355,-0.07,-0.14,-0.2875,1165,284.5454,-22.1967,-4.0009,25.826,47.6719,-89.4737,-0.71,_1dn
1727393400000,20,-19.2697,0,0,300,-0.17,-0.1525,-0.31,1170,127.3781,-32.63,-2.2538,25.9448,44.548,-100,-0.39,_1dn
1727393700000,5.5441,-17.0551,0,0,880,-0.04,-0.24,-0.2,1175,363.3337,-12.1903,-1.9194,26.1057,45.6579,-93.5252,-0.34,_1dn
