FT,ToD,DoW,MO,DIR,MOVE
1718931000000,1250,5,0,dn,nm
1718931300000,1255,5,0,up,nm
1718931600000,1260,5,0,dn,nm
1718931900000,1265,5,0,dn,nm
1718932200000,1270,5,0,up,mv
1718932500000,1275,5,0,up,nm
1718932800000,1280,5,0,up,mv
1718933100000,1285,5,0,dn,nm
1718933400000,1290,5,0,up,nm
1718933700000,1295,5,0,dn,mv
1718934000000,1300,5,0,dn,nm
1718934300000,1305,5,0,up,mv
1718934600000,1310,5,0,up,mv
1718934900000,1315,5,0,dn,nm
1718935200000,1320,5,0,up,nm
1718935500000,1325,5,0,dn,nm
1718935800000,1330,5,0,dn,nm
1718936100000,1335,5,0,dn,mv
1718936400000,1340,5,0,up,mv
1718936700000,1345,5,0,up,mv
1718937000000,1350,5,0,dn,nm
1718937300000,1355,5,0,up,mv
1718937600000,1360,5,0,up,nm
1718937900000,1365,5,0,dn,mv
1718938200000,1370,5,0,up,nm
1718938500000,1375,5,0,up,mv
1718938800000,1380,5,0,dn,nm
1718939100000,1385,5,0,up,mv
1718939400000,1390,5,0,up,nm
1718939700000,1395,5,0,dn,mv
1718940000000,1400,5,0,up,mv
1718940300000,1405,5,0,dn,mv
1718940600000,1410,5,0,dn,mv
1718940900000,1415,5,0,dn,mv
1718941200000,1420,5,0,dn,nm
1718941500000,1425,5,0,dn,nm
1718941800000,1430,5,0,dn,nm
1718942100000,1435,5,0,up,mv
1718942400000,0,5,0,dn,mv
1718942700000,5,5,0,up,mv
1718943000000,10,5,0,up,mv
1718943300000,15,5,0,up,nm
1718943600000,20,5,0,up,nm
1718943900000,25,5,0,dn,nm
1718944200000,30,5,0,up,mv
1718944500000,35,5,0,up,mv
1718944800000,40,5,0,up,mv
1718945100000,45,5,0,up,mv
1718945400000,50,5,0,dn,mv
1718945700000,55,5,0,up,nm
1718946000000,60,5,0,up,mv
1718946300000,65,5,0,dn,nm
1718946600000,70,5,0,up,mv
1718946900000,75,5,0,up,mv
1718947200000,80,5,0,dn,nm
1718947500000,85,5,0,dn,mv
1718947800000,90,5,0,up,mv
1718948100000,95,5,0,dn,mv
1718948400000,100,5,0,dn,nm
1718948700000,105,5,0,up,mv
1718949000000,110,5,0,up,mv
1718949300000,115,5,0,dn,mv
1718949600000,120,5,0,up,mv
1718949900000,125,5,0,up,nm
1718950200000,130,5,0,dn,mv
1718950500000,135,5,0,up,nm
1718950800000,140,5,0,dn,nm
1718951100000,145,5,0,up,mv
1718951400000,150,5,0,dn,mv
1718951700000,155,5,0,dn,mv
1718952000000,160,5,0,dn,mv
1718952300000,165,5,0,dn,mv
1718952600000,170,5,0,dn,mv
1718952900000,175,5,0,dn,mv
1718953200000,180,5,0,dn,mv
1718953500000,185,5,0,up,mv
1718953800000,190,5,0,dn,mv
1718954100000,195,5,0,dn,mv
1718954400000,200,5,0,up,mv
1718954700000,205,5,0,dn,nm
1718955000000,210,5,0,up,nm
1718955300000,215,5,0,up,nm
1718955600000,220,5,0,dn,mv
1718955900000,225,5,0,dn,mv
1718956200000,230,5,0,up,nm
1718956500000,235,5,0,up,mv
1718956800000,240,5,0,dn,mv
1718957100000,245,5,0,dn,mv
1718957400000,250,5,0,dn,mv
1718957700000,255,5,0,dn,nm
1718958000000,260,5,0,up,mv
1718958300000,265,5,0,up,nm
1718958600000,270,5,0,dn,nm
1718958900000,275,5,0,up,mv
1718959200000,280,5,0,up,nm
1718959500000,285,5,0,dn,nm
1718959800000,290,5,0,up,mv
1718960100000,295,5,0,up,mv
1718960400000,300,5,0,up,nm
1718960700000,305,5,0,dn,mv
1718961000000,310,5,0,up,mv
1718961300000,315,5,0,up,mv
1718961600000,320,5,0,up,mv
1718961900000,325,5,0,up,nm
1718962200000,330,5,0,dn,nm
1718962500000,335,5,0,dn,nm
1718962800000,340,5,0,dn,nm
1718963100000,345,5,0,up,nm
1718963400000,350,5,0,dn,nm
1718963700000,355,5,0,up,nm
1718964000000,360,5,0,dn,nm
1718964300000,365,5,0,up,nm
1718964600000,370,5,0,up,mv
1718964900000,375,5,0,dn,mv
1718965200000,380,5,0,dn,nm
1718965500000,385,5,0,dn,mv
1718965800000,390,5,0,up,mv
1718966100000,395,5,0,up,nm
1718966400000,400,5,0,dn,nm
1718966700000,405,5,0,up,mv
1718967000000,410,5,0,up,mv
1718967300000,415,5,0,up,nm
1718967600000,420,5,0,up,nm
1718967900000,425,5,0,dn,nm
1718968200000,430,5,0,up,mv
1718968500000,435,5,0,up,nm
1718968800000,440,5,0,up,nm
1718969100000,445,5,0,dn,mv
1718969400000,450,5,0,dn,mv
1718969700000,455,5,0,dn,mv
1718970000000,460,5,0,dn,mv
1718970300000,465,5,0,dn,nm
1718970600000,470,5,0,up,nm
1718970900000,475,5,0,up,nm
1718971200000,480,5,0,dn,mv
1718971500000,485,5,0,dn,mv
1718971800000,490,5,0,up,nm
1718972100000,495,5,0,dn,mv
1718972400000,500,5,0,up,mv
1718972700000,505,5,0,up,mv
1718973000000,510,5,0,up,mv
1718973300000,515,5,0,up,mv
1718973600000,520,5,0,dn,nm
1718973900000,525,5,1,dn,nm
1718974200000,530,5,1,up,nm
1718974500000,535,5,1,dn,nm
1718974800000,540,5,1,dn,mv
1718975100000,545,5,1,up,mv
1718975400000,550,5,1,up,mv
1718975700000,555,5,1,dn,mv
1718976000000,560,5,1,dn,mv
1718976300000,565,5,1,up,mv
1718976600000,570,5,1,dn,mv
1718976900000,575,5,1,dn,mv
1718977200000,580,5,1,up,nm
1718977500000,585,5,1,dn,nm
1718977800000,590,5,1,up,mv
1718978100000,595,5,1,up,mv
1718978400000,600,5,1,up,mv
1718978700000,605,5,1,up,nm
1718979000000,610,5,1,dn,mv
1718979300000,615,5,1,dn,mv
1718979600000,620,5,1,up,nm
1718979900000,625,5,1,dn,mv
1718980200000,630,5,1,up,mv
1718980500000,635,5,1,dn,mv
1718980800000,640,5,1,up,mv
1718981100000,645,5,1,dn,nm
1718981400000,650,5,1,up,mv
1718981700000,655,5,1,up,nm
1718982000000,660,5,1,dn,nm
1718982300000,665,5,1,dn,nm
1718982600000,670,5,1,up,mv
1718982900000,675,5,1,dn,mv
1718983200000,680,5,1,dn,mv
1718983500000,685,5,1,dn,mv
1718983800000,690,5,1,up,mv
1718984100000,695,5,1,up,mv
1718984400000,700,5,1,up,mv
1718984700000,705,5,1,up,mv
1718985000000,710,5,1,up,nm
1718985300000,715,5,1,up,mv
1718985600000,720,5,1,dn,nm
1718985900000,725,5,1,dn,nm
1718986200000,730,5,1,up,nm
1718986500000,735,5,1,dn,nm
1718986800000,740,5,1,up,nm
1718987100000,745,5,1,up,nm
1718987400000,750,5,1,dn,mv
1718987700000,755,5,1,dn,nm
1718988000000,760,5,1,dn,mv
1718988300000,765,5,1,up,nm
1718988600000,770,5,1,dn,nm
1718988900000,775,5,1,up,nm
1718989200000,780,5,1,dn,mv
1718989500000,785,5,1,up,mv
1718989800000,790,5,1,dn,mv
1718990100000,795,5,1,dn,nm
1718990400000,800,5,1,up,nm
1718990700000,805,5,1,dn,nm
1718991000000,810,5,1,up,nm
1718991300000,815,5,1,dn,mv
1718991600000,820,5,1,up,nm
1718991900000,825,5,1,up,nm
1718992200000,830,5,1,dn,mv
1718992500000,835,5,1,dn,nm
1718992800000,840,5,1,up,mv
1718993100000,845,5,1,up,mv
1718993400000,850,5,1,up,mv
1718993700000,855,5,1,dn,nm
1718994000000,860,5,1,up,nm
1718994300000,865,5,1,dn,mv
1718994600000,870,5,1,dn,mv
1718994900000,875,5,1,up,nm
1718995200000,880,5,1,dn,nm
1718995500000,885,5,1,up,mv
1718995800000,890,5,1,up,mv
1718996100000,895,5,1,up,nm
1718996400000,900,5,1,dn,nm
1718996700000,905,5,1,up,mv
1718997000000,910,5,1,up,nm
1718997300000,915,5,1,up,nm
1718997600000,920,5,1,dn,nm
1718997900000,925,5,1,up,nm
1718998200000,930,5,1,up,mv
1718998500000,935,5,1,dn,mv
1718998800000,940,5,1,dn,mv
1718999100000,945,5,0,up,nm
1718999400000,950,5,0,dn,mv
1718999700000,955,5,0,up,mv
1719000000000,960,5,0,up,mv
1719000300000,965,5,0,up,mv
1719000600000,970,5,0,dn,nm
1719000900000,975,5,0,dn,nm
1719001200000,980,5,0,up,nm
1719001500000,985,5,0,dn,nm
1719001800000,990,5,0,dn,nm
1719002100000,995,5,0,dn,nm
1719002400000,1000,5,0,dn,nm
1719002700000,1005,5,0,dn,nm
1719003000000,1010,5,0,dn,nm
1719003300000,1015,5,0,up,mv
1719180000000,1080,1,0,dn,nm
1719180300000,1085,1,0,up,nm
1719180600000,1090,1,0,dn,nm
1719180900000,1095,1,0,dn,nm
1719181200000,1100,1,0,dn,nm
1719181500000,1105,1,0,up,nm
1719181800000,1110,1,0,dn,nm
1719182100000,1115,1,0,dn,nm
1719182400000,1120,1,0,dn,nm
1719182700000,1125,1,0,dn,nm
1719183000000,1130,1,0,up,mv
1719183300000,1135,1,0,up,nm
1719183600000,1140,1,0,dn,nm
1719183900000,1145,1,0,dn,nm
1719184200000,1150,1,0,dn,nm
1719184500000,1155,1,0,up,nm
1719184800000,1160,1,0,dn,nm
1719185100000,1165,1,0,dn,mv
1719185400000,1170,1,0,up,nm
1719185700000,1175,1,0,dn,mv
1719186000000,1180,1,0,dn,nm
1719186300000,1185,1,0,dn,nm
1719186600000,1190,1,0,dn,nm
1719186900000,1195,1,0,dn,nm
1719187200000,1200,1,0,dn,nm
1719187500000,1205,1,0,dn,nm
1719187800000,1210,1,0,up,mv
1719188100000,1215,1,0,up,mv
1719188400000,1220,1,0,up,mv
1719188700000,1225,1,0,up,nm
1719189000000,1230,1,0,up,nm
1719189300000,1235,1,0,dn,nm
1719189600000,1240,1,0,dn,mv
1719189900000,1245,1,0,up,mv
1719190200000,1250,1,0,dn,mv
1719190500000,1255,1,0,dn,mv
1719190800000,1260,1,0,dn,mv
1719191100000,1265,1,0,dn,mv
1719191400000,1270,1,0,dn,mv
1719191700000,1275,1,0,up,nm
1719192000000,1280,1,0,up,nm
1719192300000,1285,1,0,dn,nm
1719192600000,1290,1,0,dn,mv
1719192900000,1295,1,0,up,nm
1719193200000,1300,1,0,up,nm
1719193500000,1305,1,0,dn,nm
1719193800000,1310,1,0,up,nm
1719194100000,1315,1,0,up,nm
1719194400000,1320,1,0,dn,nm
1719194700000,1325,1,0,dn,nm
1719195000000,1330,1,0,up,nm
1719195300000,1335,1,0,dn,mv
1719195600000,1340,1,0,up,nm
1719195900000,1345,1,0,up,nm
1719196200000,1350,1,0,dn,mv
1719196500000,1355,1,0,dn,nm
1719196800000,1360,1,0,dn,nm
1719197100000,1365,1,0,up,mv
1719197400000,1370,1,0,dn,nm
1719197700000,1375,1,0,up,nm
1719198000000,1380,1,0,dn,nm
1719198300000,1385,1,0,up,nm
1719198600000,1390,1,0,up,nm
1719198900000,1395,1,0,dn,mv
1719199200000,1400,1,0,up,nm
1719199500000,1405,1,0,up,nm
1719199800000,1410,1,0,dn,nm
1719200100000,1415,1,0,dn,nm
1719200400000,1420,1,0,dn,nm
1719200700000,1425,1,0,dn,nm
1719201000000,1430,1,0,up,nm
1719201300000,1435,1,0,dn,nm
1719201600000,0,1,0,dn,nm
1719201900000,5,1,0,dn,nm
1719202200000,10,1,0,dn,nm
1719202500000,15,1,0,dn,nm
1719202800000,20,1,0,up,nm
1719203100000,25,1,0,up,nm
1719203400000,30,1,0,dn,nm
1719203700000,35,1,0,up,nm
1719204000000,40,1,0,up,nm
1719204300000,45,1,0,up,mv
1719204600000,50,1,0,up,mv
1719204900000,55,1,0,up,mv
1719205200000,60,1,0,up,nm
1719205500000,65,1,0,dn,nm
1719205800000,70,1,0,dn,nm
1719206100000,75,1,0,dn,mv
1719206400000,80,1,0,up,mv
1719206700000,85,1,0,up,nm
1719207000000,90,1,0,dn,nm
1719207300000,95,1,0,dn,nm
1719207600000,100,1,0,up,nm
1719207900000,105,1,0,up,mv
1719208200000,110,1,0,up,mv
1719208500000,115,1,0,up,mv
1719208800000,120,1,0,up,nm
1719209100000,125,1,0,dn,nm
1719209400000,130,1,0,dn,nm
1719209700000,135,1,0,up,nm
1719210000000,140,1,0,dn,nm
1719210300000,145,1,0,dn,nm
1719210600000,150,1,0,up,nm
1719210900000,155,1,0,dn,mv
1719211200000,160,1,0,dn,nm
1719211500000,165,1,0,dn,mv
1719211800000,170,1,0,up,mv
1719212100000,175,1,0,up,mv
1719212400000,180,1,0,dn,mv
1719212700000,185,1,0,dn,mv
1719213000000,190,1,0,dn,nm
1719213300000,195,1,0,dn,mv
1719213600000,200,1,0,up,mv
1719213900000,205,1,0,up,mv
1719214200000,210,1,0,up,mv
1719214500000,215,1,0,up,mv
1719214800000,220,1,0,dn,mv
1719215100000,225,1,0,up,mv
1719215400000,230,1,0,up,mv
1719215700000,235,1,0,dn,mv
1719216000000,240,1,0,up,mv
1719216300000,245,1,0,up,mv
1719216600000,250,1,0,dn,mv
1719216900000,255,1,0,up,nm
1719217200000,260,1,0,up,nm
1719217500000,265,1,0,dn,mv
1719217800000,270,1,0,up,mv
1719218100000,275,1,0,up,mv
1719218400000,280,1,0,up,mv
1719218700000,285,1,0,dn,mv
1719219000000,290,1,0,up,nm
1719219300000,295,1,0,dn,nm
1719219600000,300,1,0,up,mv
1719219900000,305,1,0,dn,mv
1719220200000,310,1,0,dn,nm
1719220500000,315,1,0,up,mv
1719220800000,320,1,0,up,mv
1719221100000,325,1,0,dn,mv
1719221400000,330,1,0,dn,mv
1719221700000,335,1,0,dn,mv
1719222000000,340,1,0,dn,nm
1719222300000,345,1,0,dn,mv
1719222600000,350,1,0,up,mv
1719222900000,355,1,0,up,nm
1719223200000,360,1,0,dn,nm
1719223500000,365,1,0,dn,nm
1719223800000,370,1,0,up,mv
1719224100000,375,1,0,dn,nm
1719224400000,380,1,0,up,nm
1719224700000,385,1,0,dn,mv
1719225000000,390,1,0,up,mv
1719225300000,395,1,0,up,mv
1719225600000,400,1,0,up,nm
1719225900000,405,1,0,dn,mv
1719226200000,410,1,0,up,nm
1719226500000,415,1,0,up,nm
1719226800000,420,1,0,dn,mv
1719227100000,425,1,0,up,mv
1719227400000,430,1,0,dn,mv
1719227700000,435,1,0,dn,mv
1719228000000,440,1,0,up,mv
1719228300000,445,1,0,dn,mv
1719228600000,450,1,0,up,mv
1719228900000,455,1,0,up,mv
1719229200000,460,1,0,dn,mv
1719229500000,465,1,0,dn,mv
1719229800000,470,1,0,up,mv
1719230100000,475,1,0,dn,mv
1719230400000,480,1,0,up,mv
1719230700000,485,1,0,dn,mv
1719231000000,490,1,0,up,mv
1719231300000,495,1,0,up,nm
1719231600000,500,1,0,dn,mv
1719231900000,505,1,0,dn,mv
1719232200000,510,1,0,dn,mv
1719232500000,515,1,0,up,nm
1719232800000,520,1,0,dn,nm
1719233100000,525,1,1,up,nm
1719233400000,530,1,1,dn,mv
1719233700000,535,1,1,dn,mv
1719234000000,540,1,1,dn,mv
1719234300000,545,1,1,dn,nm
1719234600000,550,1,1,up,mv
1719234900000,555,1,1,up,mv
1719235200000,560,1,1,up,mv
1719235500000,565,1,1,up,mv
1719235800000,570,1,1,up,mv
1719236100000,575,1,1,dn,mv
1719236400000,580,1,1,up,mv
1719236700000,585,1,1,up,mv
1719237000000,590,1,1,up,mv
1719237300000,595,1,1,up,mv
1719237600000,600,1,1,up,nm
1719237900000,605,1,1,dn,mv
1719238200000,610,1,1,dn,mv
1719238500000,615,1,1,up,nm
1719238800000,620,1,1,dn,nm
1719239100000,625,1,1,up,nm
1719239400000,630,1,1,up,mv
1719239700000,635,1,1,dn,mv
1719240000000,640,1,1,dn,mv
1719240300000,645,1,1,up,mv
1719240600000,650,1,1,up,mv
1719240900000,655,1,1,dn,nm
1719241200000,660,1,1,dn,mv
1719241500000,665,1,1,up,nm
1719241800000,670,1,1,up,nm
1719242100000,675,1,1,dn,nm
1719242400000,680,1,1,up,mv
1719242700000,685,1,1,dn,nm
1719243000000,690,1,1,up,nm
1719243300000,695,1,1,dn,nm
1719243600000,700,1,1,dn,nm
1719243900000,705,1,1,up,nm
1719244200000,710,1,1,up,nm
1719244500000,715,1,1,dn,mv
1719244800000,720,1,1,dn,nm
1719245100000,725,1,1,dn,nm
1719245400000,730,1,1,up,nm
1719245700000,735,1,1,dn,nm
1719246000000,740,1,1,dn,nm
1719246300000,745,1,1,up,nm
1719246600000,750,1,1,dn,nm
1719246900000,755,1,1,dn,mv
1719247200000,760,1,1,dn,mv
1719247500000,765,1,1,dn,mv
1719247800000,770,1,1,dn,mv
1719248100000,775,1,1,up,mv
1719248400000,780,1,1,dn,mv
1719248700000,785,1,1,dn,nm
1719249000000,790,1,1,up,nm
1719249300000,795,1,1,dn,mv
1719249600000,800,1,1,up,nm
1719249900000,805,1,1,dn,nm
1719250200000,810,1,1,up,nm
1719250500000,815,1,1,dn,mv
1719250800000,820,1,1,dn,nm
1719251100000,825,1,1,dn,nm
1719251400000,830,1,1,dn,nm
1719251700000,835,1,1,dn,nm
1719252000000,840,1,1,up,nm
1719252300000,845,1,1,dn,nm
1719252600000,850,1,1,up,nm
1719252900000,855,1,1,dn,nm
1719253200000,860,1,1,up,mv
1719253500000,865,1,1,dn,nm
1719253800000,870,1,1,up,mv
1719254100000,875,1,1,dn,nm
1719254400000,880,1,1,up,nm
1719254700000,885,1,1,dn,nm
1719255000000,890,1,1,dn,nm
1719255300000,895,1,1,up,nm
1719255600000,900,1,1,up,nm
1719255900000,905,1,1,dn,mv
1719256200000,910,1,1,dn,nm
1719256500000,915,1,1,dn,nm
1719256800000,920,1,1,up,nm
1719257100000,925,1,1,dn,nm
1719257400000,930,1,1,dn,mv
1719257700000,935,1,1,dn,mv
1719258000000,940,1,1,dn,mv
1719258300000,945,1,0,dn,mv
1719258600000,950,1,0,dn,mv
1719258900000,955,1,0,dn,nm
1719259200000,960,1,0,up,nm
1719259500000,965,1,0,dn,nm
1719259800000,970,1,0,dn,mv
1719260100000,975,1,0,dn,nm
1719260400000,980,1,0,dn,nm
1719260700000,985,1,0,up,nm
1719261000000,990,1,0,up,nm
1719261300000,995,1,0,dn,nm
1719261600000,1000,1,0,up,nm
1719261900000,1005,1,0,dn,nm
1719262200000,1010,1,0,up,nm
1719262500000,1015,1,0,up,nm
1719266400000,1080,2,0,dn,nm
1719266700000,1085,2,0,dn,nm
1719267000000,1090,2,0,up,nm
1719267300000,1095,2,0,up,nm
1719267600000,1100,2,0,dn,nm
1719267900000,1105,2,0,up,nm
1719268200000,1110,2,0,dn,nm
1719268500000,1115,2,0,dn,nm
1719268800000,1120,2,0,up,nm
1719269100000,1125,2,0,up,nm
1719269400000,1130,2,0,dn,nm
1719269700000,1135,2,0,dn,nm
1719270000000,1140,2,0,up,nm
1719270300000,1145,2,0,dn,nm
1719270600000,1150,2,0,up,nm
1719270900000,1155,2,0,up,nm
1719271200000,1160,2,0,dn,nm
1719271500000,1165,2,0,up,nm
1719271800000,1170,2,0,dn,nm
1719272100000,1175,2,0,dn,nm
1719272400000,1180,2,0,up,nm
1719272700000,1185,2,0,up,nm
1719273000000,1190,2,0,dn,nm
1719273300000,1195,2,0,dn,nm
1719273600000,1200,2,0,dn,nm
1719273900000,1205,2,0,up,nm
1719274200000,1210,2,0,dn,nm
1719274500000,1215,2,0,dn,nm
1719274800000,1220,2,0,dn,nm
1719275100000,1225,2,0,up,nm
1719275400000,1230,2,0,dn,nm
1719275700000,1235,2,0,dn,nm
1719276000000,1240,2,0,up,nm
1719276300000,1245,2,0,up,nm
1719276600000,1250,2,0,dn,mv
1719276900000,1255,2,0,up,nm
1719277200000,1260,2,0,dn,mv
1719277500000,1265,2,0,dn,nm
1719277800000,1270,2,0,dn,nm
1719278100000,1275,2,0,up,mv
1719278400000,1280,2,0,up,mv
1719278700000,1285,2,0,up,mv
1719279000000,1290,2,0,up,mv
1719279300000,1295,2,0,up,mv
1719279600000,1300,2,0,up,mv
1719279900000,1305,2,0,dn,nm
1719280200000,1310,2,0,dn,nm
1719280500000,1315,2,0,up,mv
1719280800000,1320,2,0,up,mv
1719281100000,1325,2,0,up,nm
1719281400000,1330,2,0,up,mv
1719281700000,1335,2,0,dn,mv
1719282000000,1340,2,0,dn,nm
1719282300000,1345,2,0,up,mv
1719282600000,1350,2,0,up,nm
1719282900000,1355,2,0,up,nm
1719283200000,1360,2,0,dn,nm
1719283500000,1365,2,0,dn,nm
1719283800000,1370,2,0,up,mv
1719284100000,1375,2,0,up,mv
1719284400000,1380,2,0,up,mv
1719284700000,1385,2,0,up,mv
1719285000000,1390,2,0,dn,nm
1719285300000,1395,2,0,up,nm
1719285600000,1400,2,0,dn,mv
1719285900000,1405,2,0,dn,nm
1719286200000,1410,2,0,dn,mv
1719286500000,1415,2,0,up,mv
1719286800000,1420,2,0,up,mv
1719287100000,1425,2,0,up,nm
1719287400000,1430,2,0,up,nm
1719287700000,1435,2,0,dn,nm
1719288000000,0,2,0,up,nm
1719288300000,5,2,0,dn,mv
1719288600000,10,2,0,dn,mv
1719288900000,15,2,0,dn,nm
1719289200000,20,2,0,dn,mv
1719289500000,25,2,0,dn,mv
1719289800000,30,2,0,up,mv
1719290100000,35,2,0,up,nm
1719290400000,40,2,0,dn,nm
1719290700000,45,2,0,up,nm
1719291000000,50,2,0,dn,nm
1719291300000,55,2,0,dn,nm
1719291600000,60,2,0,up,nm
1719291900000,65,2,0,dn,nm
1719292200000,70,2,0,dn,nm
1719292500000,75,2,0,dn,nm
1719292800000,80,2,0,dn,nm
1719293100000,85,2,0,up,mv
1719293400000,90,2,0,up,nm
1719293700000,95,2,0,up,nm
1719294000000,100,2,0,dn,mv
1719294300000,105,2,0,up,mv
1719294600000,110,2,0,dn,mv
1719294900000,115,2,0,dn,mv
1719295200000,120,2,0,dn,mv
1719295500000,125,2,0,dn,mv
1719295800000,130,2,0,up,mv
1719296100000,135,2,0,dn,mv
1719296400000,140,2,0,up,mv
1719296700000,145,2,0,up,nm
1719297000000,150,2,0,up,nm
1719297300000,155,2,0,dn,mv
1719297600000,160,2,0,up,mv
1719297900000,165,2,0,dn,mv
1719298200000,170,2,0,dn,mv
1719298500000,175,2,0,dn,mv
1719298800000,180,2,0,dn,mv
1719299100000,185,2,0,dn,nm
1719299400000,190,2,0,up,nm
1719299700000,195,2,0,up,nm
1719300000000,200,2,0,dn,mv
1719300300000,205,2,0,up,mv
1719300600000,210,2,0,dn,mv
1719300900000,215,2,0,dn,nm
1719301200000,220,2,0,up,nm
1719301500000,225,2,0,up,nm
1719301800000,230,2,0,dn,nm
1719302100000,235,2,0,up,mv
1719302400000,240,2,0,up,mv
1719302700000,245,2,0,up,mv
1719303000000,250,2,0,up,mv
1719303300000,255,2,0,up,mv
1719303600000,260,2,0,dn,nm
1719303900000,265,2,0,up,nm
1719304200000,270,2,0,dn,mv
1719304500000,275,2,0,dn,nm
1719304800000,280,2,0,dn,mv
1719305100000,285,2,0,up,mv
1719305400000,290,2,0,up,mv
1719305700000,295,2,0,up,nm
1719306000000,300,2,0,up,nm
1719306300000,305,2,0,dn,nm
1719306600000,310,2,0,dn,mv
1719306900000,315,2,0,up,mv
1719307200000,320,2,0,up,nm
1719307500000,325,2,0,up,nm
1719307800000,330,2,0,dn,mv
1719308100000,335,2,0,up,nm
1719308400000,340,2,0,dn,nm
1719308700000,345,2,0,dn,nm
1719309000000,350,2,0,up,nm
1719309300000,355,2,0,dn,nm
1719309600000,360,2,0,dn,nm
1719309900000,365,2,0,up,nm
1719310200000,370,2,0,up,nm
1719310500000,375,2,0,dn,nm
1719310800000,380,2,0,dn,nm
1719311100000,385,2,0,dn,nm
1719311400000,390,2,0,up,nm
1719311700000,395,2,0,dn,nm
1719312000000,400,2,0,dn,nm
1719312300000,405,2,0,up,mv
1719312600000,410,2,0,up,nm
1719312900000,415,2,0,dn,nm
1719313200000,420,2,0,dn,mv
1719313500000,425,2,0,up,nm
1719313800000,430,2,0,up,nm
1719314100000,435,2,0,dn,mv
1719314400000,440,2,0,up,nm
1719314700000,445,2,0,dn,mv
1719315000000,450,2,0,dn,mv
1719315300000,455,2,0,dn,nm
1719315600000,460,2,0,up,mv
1719315900000,465,2,0,up,mv
1719316200000,470,2,0,up,mv
1719316500000,475,2,0,up,mv
1719316800000,480,2,0,up,nm
1719317100000,485,2,0,dn,nm
1719317400000,490,2,0,dn,nm
1719317700000,495,2,0,up,mv
1719318000000,500,2,0,dn,mv
1719318300000,505,2,0,dn,mv
1719318600000,510,2,0,up,mv
1719318900000,515,2,0,dn,mv
1719319200000,520,2,0,up,mv
1719319500000,525,2,1,dn,mv
1719319800000,530,2,1,up,mv
1719320100000,535,2,1,up,mv
1719320400000,540,2,1,up,mv
1719320700000,545,2,1,up,mv
1719321000000,550,2,1,dn,mv
1719321300000,555,2,1,up,mv
1719321600000,560,2,1,dn,mv
1719321900000,565,2,1,dn,mv
1719322200000,570,2,1,dn,nm
1719322500000,575,2,1,up,nm
1719322800000,580,2,1,dn,mv
1719323100000,585,2,1,dn,mv
1719323400000,590,2,1,dn,mv
1719323700000,595,2,1,up,mv
1719324000000,600,2,1,dn,nm
1719324300000,605,2,1,up,nm
1719324600000,610,2,1,dn,nm
1719324900000,615,2,1,up,nm
1719325200000,620,2,1,up,nm
1719325500000,625,2,1,dn,nm
1719325800000,630,2,1,dn,mv
1719326100000,635,2,1,dn,mv
1719326400000,640,2,1,dn,mv
1719326700000,645,2,1,dn,nm
1719327000000,650,2,1,up,nm
1719327300000,655,2,1,up,mv
1719327600000,660,2,1,dn,mv
1719327900000,665,2,1,up,mv
1719328200000,670,2,1,up,nm
1719328500000,675,2,1,dn,nm
1719328800000,680,2,1,dn,nm
1719329100000,685,2,1,up,nm
1719329400000,690,2,1,dn,mv
1719329700000,695,2,1,up,mv
1719330000000,700,2,1,dn,mv
1719330300000,705,2,1,up,nm
1719330600000,710,2,1,dn,mv
1719330900000,715,2,1,dn,mv
1719331200000,720,2,1,dn,mv
1719331500000,725,2,1,dn,mv
1719331800000,730,2,1,dn,mv
1719332100000,735,2,1,dn,mv
1719332400000,740,2,1,up,mv
1719332700000,745,2,1,dn,mv
1719333000000,750,2,1,up,nm
1719333300000,755,2,1,dn,mv
1719333600000,760,2,1,dn,nm
1719333900000,765,2,1,dn,mv
1719334200000,770,2,1,up,mv
1719334500000,775,2,1,dn,mv
1719334800000,780,2,1,up,mv
1719335100000,785,2,1,up,mv
1719335400000,790,2,1,dn,mv
1719335700000,795,2,1,up,mv
1719336000000,800,2,1,up,mv
1719336300000,805,2,1,dn,nm
1719336600000,810,2,1,up,mv
1719336900000,815,2,1,up,mv
1719337200000,820,2,1,up,nm
1719337500000,825,2,1,up,nm
1719337800000,830,2,1,dn,nm
1719338100000,835,2,1,dn,nm
1719338400000,840,2,1,up,mv
1719338700000,845,2,1,up,nm
1719339000000,850,2,1,up,mv
1719339300000,855,2,1,up,nm
1719339600000,860,2,1,up,nm
1719339900000,865,2,1,dn,mv
1719340200000,870,2,1,up,mv
1719340500000,875,2,1,up,mv
1719340800000,880,2,1,dn,nm
1719341100000,885,2,1,up,mv
1719341400000,890,2,1,up,mv
1719341700000,895,2,1,dn,nm
1719342000000,900,2,1,up,mv
1719342300000,905,2,1,dn,mv
1719342600000,910,2,1,up,mv
1719342900000,915,2,1,up,nm
1719343200000,920,2,1,up,nm
1719343500000,925,2,1,dn,mv
1719343800000,930,2,1,dn,mv
1719344100000,935,2,1,dn,nm
1719344400000,940,2,1,dn,mv
1719344700000,945,2,0,up,nm
1719345000000,950,2,0,up,nm
1719345300000,955,2,0,dn,nm
1719345600000,960,2,0,up,nm
1719345900000,965,2,0,dn,nm
1719346200000,970,2,0,up,nm
1719346500000,975,2,0,dn,nm
1719346800000,980,2,0,dn,nm
