Strategy report
Symbol: /MES:XCME
Work Time: 3/2/25, 6:01 PM - 3/3/25, 10:26 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
115;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,973.50;3/2/25, 6:58 PM;$5.00;$650.00;-5.0;
116;dataCol_V6(5,973.5|5,972.5|5,973.25|234|1,740,959,820);Buy to Open;1;5.0;$5,972.50;3/2/25, 6:58 PM;;$652.50;0.0;
117;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,974.00;3/2/25, 6:59 PM;$6.25;$651.25;-5.0;
118;dataCol_V6(5,974|5,972.75|5,973|145|1,740,959,880);Buy to Open;1;5.0;$5,972.75;3/2/25, 6:59 PM;;$658.75;0.0;
119;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,975.00;3/2/25, 7:00 PM;$8.75;$668.75;-5.0;
120;dataCol_V6(5,975|5,973.25|5,974.25|340|1,740,959,940);Buy to Open;1;5.0;$5,973.25;3/2/25, 7:00 PM;;$667.50;0.0;
121;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,975.75;3/2/25, 7:01 PM;$13.75;$688.75;-5.0;
122;dataCol_V6(5,975.75|5,973|5,973|487|1,740,960,000);Buy to Open;1;5.0;$5,973.00;3/2/25, 7:01 PM;;$681.25;0.0;
123;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,974.50;3/2/25, 7:02 PM;$16.25;$712.50;-5.0;
124;dataCol_V6(5,974.5|5,971.25|5,971.5|394|1,740,960,060);Buy to Open;1;5.0;$5,971.25;3/2/25, 7:02 PM;;$697.50;0.0;
125;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,972.75;3/2/25, 7:03 PM;$23.75;$730.00;-5.0;
126;dataCol_V6(5,972.75|5,968|5,968.25|1,087|1,740,960,120);Buy to Open;1;5.0;$5,968.00;3/2/25, 7:03 PM;;$721.25;0.0;
127;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,970.00;3/2/25, 7:04 PM;$18.75;$732.50;-5.0;
128;dataCol_V6(5,970|5,966.25|5,966.25|993|1,740,960,180);Buy to Open;1;5.0;$5,966.25;3/2/25, 7:04 PM;;$740.00;0.0;
129;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,968.00;3/2/25, 7:05 PM;$12.50;$747.50;-5.0;
130;dataCol_V6(5,968|5,965.5|5,967.75|822|1,740,960,240);Buy to Open;1;5.0;$5,965.50;3/2/25, 7:05 PM;;$752.50;0.0;
131;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,968.00;3/2/25, 7:06 PM;$10.00;$762.50;-5.0;
132;dataCol_V6(5,968|5,966|5,966.5|449|1,740,960,300);Buy to Open;1;5.0;$5,966.00;3/2/25, 7:06 PM;;$762.50;0.0;
133;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,967.25;3/2/25, 7:07 PM;$8.75;$761.25;-5.0;
134;dataCol_V6(5,967.25|5,965.5|5,966|351|1,740,960,360);Buy to Open;1;5.0;$5,965.50;3/2/25, 7:07 PM;;$771.25;0.0;
