FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,vpm5,vpm10,vpm15,vpm30,vpm60,ToD,DoW,MO,Dr3_Model,Dr3,Dc1,Dc3,Dr1,Mc1,Mc3,Mr1,Mr3
1728270600000,0.0129,-0.0043,0.0043,0.0022,-0.0007,0.0345,-0.0108,0.0043,0.0057,0.0029,42.8571,-3.4562,3.8072,3.7486,407.0,403.0,428.3333,486.3333,490.25,0.9926,-4.9805,-16.3125,-16.9811,0.0018,-0.0006,0.0006,0.0003,-0.0001,1390.0,1.0,0.0,6.5980053,-2.25,dn,dn,-1.0,mv,mv,1.0026,0.894
1728270900000,-0.0172,-0.0022,-0.0086,-0.0043,-0.0032,-0.0302,-0.0022,-0.0086,-0.0022,0.0018,15.3846,-9.4838,4.6819,0.8747,342.0,374.5,382.6667,439.5,460.9167,-8.6782,-10.6272,-22.1843,-25.8,-0.0029,-0.0003,-0.0013,-0.0006,-0.0004,1395.0,1.0,0.0,5.803054,-1.75,dn,dn,-1.5,mv,mv,1.623,0.7559
1728271200000,-0.0259,-0.0216,-0.0101,-0.0065,-0.004,-0.0086,-0.0172,-0.0072,-0.005,0.0032,10.5263,-12.1418,2.4774,-2.2045,681.0,511.5,476.6667,466.3333,465.0833,33.1378,42.8671,46.0329,46.4254,-0.0022,-0.0024,-0.0012,-0.0008,-0.0005,1400.0,1.0,0.0,6.040056,0.5,up,up,0.25,nm,nm,0.2431,0.2847
1728271500000,0.0043,-0.0108,-0.0129,-0.0043,-0.0025,0.0302,-0.0086,-0.0173,-0.0036,0.0032,15.7895,-9.3892,4.9929,2.5155,353.0,517.0,458.6667,443.5,451.75,-31.7215,-23.0378,-20.4059,-21.8594,0.0007,-0.0012,-0.0016,-0.0006,-0.0003,1405.0,1.0,0.0,6.355442,0.5,dn,up,-0.5,nm,nm,0.4758,0.3796
1728271800000,-0.0086,-0.0022,-0.0101,-0.0093,-0.0061,-0.0129,0.0194,-0.0014,-0.0065,0.0011,19.0476,-5.7876,2.1657,-2.8272,577.0,465.0,537.0,459.8333,471.4167,24.086,7.4488,25.4802,22.397,-0.0009,-0.0003,-0.0011,-0.0012,-0.0008,1410.0,1.0,0.0,5.826336,0.25,up,up,0.75,nm,nm,0.927,0.1948
1728272100000,0.0129,0.0022,0.0029,-0.0036,-0.0029,0.0216,0.0129,0.0129,-0.0014,0.0079,35.0,0.1497,2.1657,0.0,456.0,516.5,462.0,469.3333,490.4167,-11.7135,-1.2987,-2.8409,-7.0178,0.0016,0.0002,0.0004,-0.0004,-0.0003,1415.0,1.0,0.0,5.429657,0.25,up,up,0.25,nm,nm,0.291,0.2531
1728272400000,0.0043,0.0086,0.0029,-0.005,-0.0014,-0.0086,0.0108,0.0158,-0.0072,0.0086,40.0,1.9691,6.8628,4.6971,483.0,469.5,505.3333,482.0,484.1667,2.8754,-4.4195,0.2075,-0.241,0.0005,0.0011,0.0003,-0.0006,-0.0002,1420.0,1.0,0.0,5.178168,0.5,dn,up,-0.75,nm,nm,0.958,0.4928
1728272700000,-0.0129,-0.0043,0.0014,-0.0043,-0.0043,-0.0173,-0.0065,0.0115,-0.0,-0.0032,25.0,-2.1383,6.2353,-0.6275,246.0,364.5,395.0,466.0,452.75,-32.5103,-37.7215,-47.2103,-45.6654,-0.003,-0.0007,0.0002,-0.0005,-0.0006,1425.0,1.0,0.0,2.2885833,1.75,up,up,0.75,nm,mv,1.0,1.7019
1728273000000,0.0129,0.0,0.0014,0.0022,-0.0022,0.0259,-0.0086,-0.0014,0.0086,-0.0014,40.0,3.3704,6.2353,0.0,344.0,295.0,357.6667,409.8333,438.0833,16.6102,-3.8211,-16.0634,-21.4761,0.0022,0.0,0.0002,0.0003,-0.0003,1430.0,1.0,0.0,2.9614391,1.0,up,up,0.5,nm,nm,0.8729,1.1517
1728273300000,0.0086,0.0108,0.0029,0.0029,-0.0007,-0.0043,0.0151,-0.0,0.0072,0.0011,50.0,6.2342,2.8345,-3.4008,367.0,355.5,319.0,412.1667,427.8333,3.2349,15.047,-10.9584,-14.2189,0.0014,0.0018,0.0005,0.0004,-0.0001,1435.0,1.0,0.0,6.039979,0.0,up,dn,0.5,nm,nm,0.8485,0.0
1728273600000,0.0086,0.0086,0.0101,0.0058,-0.0018,-0.0,0.0086,0.0086,0.0151,0.0011,60.0,9.6225,4.5967,1.7622,298.0,332.5,336.3333,365.6667,412.75,-10.3759,-11.3974,-18.505,-27.8013,0.0017,0.0015,0.0017,0.0009,-0.0003,0.0,1.0,0.0,6.947398,-0.25,dn,dn,0.0,nm,nm,0.0,0.2501
1728273900000,0.0,0.0043,0.0058,0.0036,0.0,-0.0086,-0.0065,0.0043,0.0072,0.0057,66.6667,9.0298,6.5765,1.9798,458.0,378.0,374.3333,366.0,417.6667,21.164,22.3508,25.1366,9.6568,0.0,0.0007,0.0009,0.0006,0.0,5.0,1.0,0.0,7.9343767,1.0,dn,up,-0.5,nm,nm,1.0252,0.96
1728274200000,-0.0086,-0.0043,0.0,0.0014,-0.0018,-0.0086,-0.0129,-0.0029,0.0065,-0.0011,66.6667,5.8837,3.8588,-2.7178,294.0,376.0,350.0,334.5,408.25,-21.8085,-16.0,-12.1076,-27.9853,-0.0017,-0.0007,0.0,0.0002,-0.0003,10.0,1.0,0.0,3.2740612,1.25,up,up,0.25,nm,nm,0.4523,1.1988
1728274500000,0.0043,-0.0022,-0.0014,0.0043,0.0,0.0129,-0.0065,-0.0115,0.0086,0.0032,73.3333,7.79,4.189,0.3302,270.0,282.0,340.6667,338.5,402.25,-4.2553,-20.7436,-20.2363,-32.8776,0.0009,-0.0004,-0.0002,0.0007,0.0,15.0,1.0,0.0,1.7900957,2.25,up,up,1.25,mv,mv,3.0619,2.1962
1728274800000,0.0216,0.0129,0.0058,0.0058,0.004,0.0173,0.0173,-0.0,0.0036,0.0079,84.2105,16.4564,-4.7739,-8.9629,455.0,362.5,339.6667,357.0,383.4167,25.5172,33.9549,27.451,18.6699,0.0027,0.0021,0.001,0.0009,0.0006,20.0,1.0,0.0,3.0507035,0.5,dn,up,-0.25,nm,nm,0.4685,0.4729
1728275100000,-0.0043,0.0086,0.0072,0.0036,0.0032,-0.0259,0.0108,0.0072,0.0007,0.0058,78.9474,12.3191,3.7093,8.4832,267.0,361.0,330.6667,340.3333,376.25,-26.0388,-19.254,-21.5475,-29.0365,-0.0009,0.0014,0.0013,0.0006,0.0005,25.0,1.0,0.0,1.2669393,1.25,up,up,1.25,mv,nm,2.2056,1.1356
1728275400000,0.0216,0.0086,0.0129,0.0058,0.0058,0.0259,-0.0043,0.0144,-0.0,0.0119,95.2381,19.7066,1.4245,-2.2848,417.0,342.0,379.6667,360.1667,362.9167,21.9298,9.8332,15.7797,14.9024,0.003,0.0015,0.002,0.0009,0.0009,30.0,1.0,0.0,2.4491005,-1.5,dn,dn,-0.5,nm,mv,0.7276,1.2327
1728275700000,-0.0086,0.0065,0.0029,0.0043,0.004,-0.0302,-0.0022,-0.0029,0.0007,0.0068,77.7778,13.5871,1.2728,-0.1517,332.0,374.5,338.6667,339.1667,352.5833,-11.3485,-1.9685,-2.113,-5.8379,-0.0015,0.001,0.0005,0.0007,0.0006,35.0,1.0,0.0,1.7384344,-2.5,up,dn,0.5,nm,mv,0.6667,2.0653
1728276000000,0.0086,0.0,0.0072,0.0072,0.0043,0.0172,-0.0086,-0.0,0.0058,0.0058,88.2353,15.437,1.4799,0.2071,331.0,331.5,360.0,345.3333,339.9167,-0.1508,-8.0556,-4.1506,-2.6232,0.0015,0.0,0.0012,0.0012,0.0007,40.0,1.0,0.0,2.0152779,-2.75,dn,dn,-1.5,mv,mv,2.2326,2.2373
1728276300000,-0.0259,-0.0086,-0.0086,0.0022,0.0032,-0.0345,-0.0151,-0.0216,-0.0022,0.0075,52.9412,1.5421,-2.3866,-3.8665,358.0,344.5,340.3333,360.0,349.25,3.9187,5.191,-0.5556,2.5054,-0.0042,-0.0015,-0.0015,0.0003,0.0005,45.0,1.0,0.0,1.5681893,-0.75,dn,dn,-1.5,mv,nm,1.5199,0.6102
1728276600000,-0.0259,-0.0259,-0.0144,-0.0057,0.0,-0.0,-0.0259,-0.0172,-0.0115,0.0022,17.6471,-10.8937,-3.2334,-0.8467,548.0,453.0,412.3333,375.5,366.25,20.9713,32.9022,45.9387,49.6246,-0.0027,-0.0033,-0.002,-0.0009,0.0,50.0,1.0,0.0,2.0235476,-0.75,up,dn,0.25,nm,nm,0.2509,0.5748
1728276900000,0.0043,-0.0108,-0.0158,-0.0043,-0.0004,0.0302,-0.0022,-0.023,-0.0079,0.0004,23.5294,-8.9215,5.9083,9.1417,175.0,361.5,360.3333,360.1667,350.25,-51.5906,-51.4339,-51.4114,-50.0357,0.0014,-0.0017,-0.0025,-0.0007,-0.0001,55.0,1.0,0.0,0.61781263,-1.0,up,dn,0.5,nm,nm,0.4899,0.7354
1728277200000,0.0086,0.0065,-0.0043,-0.0065,-0.0004,0.0043,0.0323,0.0043,-0.0122,0.0014,35.2941,-4.9562,3.6149,-2.2934,299.0,237.0,340.6667,340.5,350.3333,26.1603,-12.2309,-12.188,-14.6527,0.0017,0.0016,-0.0007,-0.0011,-0.0001,60.0,1.0,0.0,0.9596044,-0.75,dn,dn,-1.5,mv,nm,1.7381,0.5764
1728277500000,-0.0259,-0.0086,-0.0043,-0.0093,-0.0025,-0.0345,0.0022,0.0101,-0.0137,-0.0025,5.5556,-16.2658,-1.9004,-5.5153,441.0,370.0,305.0,358.6667,348.9167,19.1892,44.5902,22.9554,26.3912,-0.0034,-0.0014,-0.0008,-0.0015,-0.0004,65.0,1.0,0.0,-0.8116731,-0.75,dn,dn,0.0,nm,nm,0.0,0.5701
1728277800000,0.0,-0.0129,-0.0058,-0.0108,-0.0018,0.0259,-0.0194,0.0101,-0.018,-0.0,10.5263,-15.5729,4.9324,6.8328,315.0,378.0,351.6667,356.0,350.6667,-16.6667,-10.4265,-11.5169,-10.1711,0.0,-0.002,-0.0009,-0.0018,-0.0003,70.0,1.0,0.0,-2.1747947,-1.5,up,dn,0.75,nm,mv,0.8457,1.1231
1728278100000,0.0129,0.0065,-0.0043,-0.0043,-0.0011,0.0129,0.0151,-0.0,-0.0065,-0.0011,30.0,-9.0136,-2.4835,-7.416,379.0,347.0,378.3333,359.5,359.75,9.2219,0.1762,5.4242,5.3509,0.002,0.0011,-0.0007,-0.0007,-0.0002,75.0,1.0,0.0,-1.200124,-4.75,dn,dn,-1.5,mv,mv,1.6432,3.529
1728278400000,-0.0259,-0.0065,-0.0043,-0.0043,-0.005,-0.0388,0.0065,-0.0,0.0014,-0.009,9.0909,-18.8776,-3.7207,-1.2372,390.0,384.5,361.3333,333.1667,354.3333,1.4304,7.9336,17.0585,10.0659,-0.0038,-0.001,-0.0007,-0.0008,-0.0008,80.0,1.0,0.0,-2.590685,-1.25,dn,dn,-0.75,nm,mv,0.8216,0.9232
1728278700000,-0.0129,-0.0194,-0.0086,-0.0072,-0.0057,0.0129,-0.0259,-0.0029,-0.0029,-0.009,11.5385,-15.2195,-3.3397,0.381,554.0,472.0,441.0,396.3333,378.25,17.3729,25.6236,39.7813,46.464,-0.0014,-0.0024,-0.0011,-0.0011,-0.0009,85.0,1.0,0.0,-2.9369082,-1.25,dn,dn,-2.5,mv,mv,2.7854,0.9036
1728279000000,-0.0432,-0.028,-0.0273,-0.0158,-0.0111,-0.0302,-0.0216,-0.023,-0.0093,-0.0169,2.9412,-15.9758,-5.1022,-1.7624,1020.0,787.0,654.6667,516.5,428.5,29.6061,55.8045,97.4831,138.0397,-0.0025,-0.0021,-0.0024,-0.0018,-0.0015,90.0,1.0,0.0,-5.4201436,1.0,up,up,2.0,mv,nm,1.8741,0.6057
1728279300000,0.0345,-0.0043,-0.0072,-0.0058,-0.0075,0.0777,0.0151,-0.0029,0.0036,-0.0115,28.125,-1.0293,-0.8553,4.2468,483.0,751.5,685.6667,523.5,441.0833,-35.7285,-29.5576,-7.7364,9.5031,0.0041,-0.0003,-0.0006,-0.0006,-0.001,95.0,1.0,0.0,-4.40443,-1.5,dn,dn,-0.75,nm,mv,0.5103,0.9298
1728279600000,-0.0129,0.0108,-0.0072,-0.0079,-0.0093,-0.0475,0.0388,0.0014,0.0029,-0.0137,18.75,-3.3656,3.2648,4.1201,514.0,498.5,672.3333,556.6667,456.3333,3.1093,-23.5498,-7.6647,12.637,-0.0015,0.0013,-0.0006,-0.0008,-0.0012,100.0,1.0,0.0,-2.3710318,-0.75,dn,dn,-0.25,nm,nm,0.1703,0.466
1728279900000,-0.0043,-0.0086,0.0058,-0.0108,-0.0075,0.0086,-0.0043,0.0331,-0.0065,-0.0108,19.2308,-3.3071,5.2811,2.0163,456.0,485.0,484.3333,569.5,464.5,-5.9794,-5.85,-19.9298,-1.8299,-0.0005,-0.001,0.0007,-0.0011,-0.0009,105.0,1.0,0.0,-2.2328506,-1.25,dn,dn,-0.5,nm,mv,0.3636,0.7549
1728280200000,-0.0086,-0.0065,-0.0086,-0.0079,-0.0061,-0.0043,-0.0173,-0.0014,-0.0036,-0.0061,12.5,-5.6351,6.9151,1.634,371.0,413.5,447.0,566.3333,449.75,-10.2781,-17.0022,-34.4909,-17.5097,-0.0013,-0.0009,-0.0011,-0.0008,-0.0008,110.0,1.0,0.0,-1.4153925,0.75,dn,up,0.0,nm,nm,0.0,0.4649
1728280500000,0.0,-0.0043,-0.0043,-0.0058,-0.0065,0.0086,0.0043,0.0029,0.0014,-0.0061,16.0,-3.1085,-1.1999,-8.115,574.0,472.5,467.0,569.6667,483.0,21.4815,22.9122,0.7607,18.8406,0.0,-0.0005,-0.0005,-0.0006,-0.0008,115.0,1.0,0.0,-1.2843602,2.5,dn,up,-0.75,mv,mv,0.5681,1.6298
1728280800000,-0.013,-0.0065,-0.0072,-0.0007,-0.0083,-0.013,-0.0,-0.013,0.0151,-0.0079,11.1111,-3.3925,-0.0996,1.1004,911.0,742.5,618.6667,551.5,534.0,22.6936,47.2522,65.1859,70.5993,-0.0008,-0.0005,-0.0007,-0.0001,-0.0009,120.0,1.0,0.0,0.024564773,1.0,up,up,1.5,mv,mv,1.5772,0.7541
1728281100000,0.0259,0.0065,0.0043,-0.0022,-0.004,0.0389,0.0108,0.0129,0.0036,-0.0014,37.5,5.661,-0.2728,-0.1732,616.0,763.5,700.3333,573.6667,548.5833,-19.3189,-12.0419,7.3794,12.2892,0.0024,0.0005,0.0004,-0.0002,-0.0004,125.0,1.0,0.0,-0.66618186,-0.25,up,dn,1.75,mv,nm,2.2612,0.186
1728281400000,0.0302,0.0281,0.0144,0.005,-0.0014,0.0043,0.0345,0.0187,0.0129,0.0004,66.6667,15.3655,-0.4702,-0.1974,563.0,589.5,696.6667,581.8333,569.25,-4.4953,-19.1866,-3.2369,-1.0979,0.0031,0.0028,0.0012,0.0005,-0.0001,130.0,1.0,0.0,1.6407264,-3.25,dn,dn,-2.25,mv,mv,2.3131,2.1827
1728281700000,-0.0388,-0.0043,0.0058,-0.0007,-0.0058,-0.069,-0.0108,0.013,0.0101,-0.0047,30.4348,1.7521,-9.2824,-8.8122,446.0,504.5,541.6667,580.1667,574.8333,-11.5956,-17.6615,-23.1255,-22.4123,-0.005,-0.0005,0.0006,-0.0001,-0.0006,135.0,1.0,0.0,-0.40546644,-2.0,up,dn,0.25,nm,mv,0.1832,1.2863
1728282000000,0.0043,-0.0173,-0.0014,0.0014,-0.0032,0.0432,-0.0453,-0.0058,0.0093,0.0018,42.1053,2.613,-1.2761,8.0064,528.0,487.0,512.3333,606.3333,586.3333,8.4189,3.0579,-12.9192,-9.9488,0.0005,-0.0021,-0.0002,0.0001,-0.0003,140.0,1.0,0.0,-0.6261919,-2.25,dn,dn,-1.25,mv,mv,0.9249,1.4888
1728282300000,-0.0216,-0.0086,-0.0187,-0.0022,-0.004,-0.0259,-0.0043,-0.0331,0.0036,0.0018,17.6471,-5.1184,3.347,4.6231,443.0,485.5,472.3333,584.5,577.0833,-8.7539,-6.2103,-24.2087,-23.2347,-0.0028,-0.001,-0.0023,-0.0002,-0.0004,145.0,1.0,0.0,-1.2928431,2.5,dn,up,-1.0,mv,mv,0.6937,1.6115
1728282600000,-0.0173,-0.0194,-0.0115,-0.0029,-0.0018,0.0043,-0.0022,-0.0173,-0.0022,0.0093,37.931,3.5982,-5.1635,-8.5104,1630.0,1036.5,867.0,704.3333,627.9167,57.26,88.0046,131.4245,159.5886,-0.0006,-0.0011,-0.0008,-0.0002,-0.0002,150.0,1.0,0.0,0.04276508,3.25,dn,up,0.0,nm,mv,0.0,2.0634
1728282900000,0.0,-0.0086,-0.0129,-0.0072,-0.0047,0.0173,-0.0,-0.0115,-0.005,0.0029,37.931,3.6216,4.9596,10.1231,804.0,1217.0,959.0,735.6667,654.6667,-33.9359,-16.1627,9.2886,22.8106,0.0,-0.0004,-0.0008,-0.0006,-0.0004,155.0,1.0,0.0,-1.6747411,4.5,up,up,3.5,mv,mv,2.7515,2.8026
1728283200000,0.0605,0.0302,0.0144,-0.0022,0.0014,0.0605,0.0497,0.0331,-0.0072,0.0108,86.2069,22.7057,-10.4368,-15.3965,782.0,793.0,1072.0,772.1667,677.0,-1.3871,-27.0522,1.2735,15.5096,0.0045,0.0022,0.0008,-0.0002,0.0001,160.0,1.0,0.0,-1.4167387,1.0,dn,up,-0.25,nm,mv,0.1375,0.5586
1728283500000,-0.0043,0.0281,0.0187,0.0036,0.0014,-0.0648,0.0367,0.0302,0.0043,0.009,82.7586,24.9626,4.3771,14.8139,495.0,638.5,693.6667,780.3333,680.25,-22.4745,-28.6401,-36.5656,-27.2326,-0.0005,0.0025,0.0016,0.0003,0.0001,165.0,1.0,0.0,-0.41279164,-2.5,up,dn,1.25,mv,mv,0.7992,1.2422
1728283800000,0.0216,0.0086,0.0259,0.0065,0.004,0.0259,-0.0216,0.0389,0.005,0.0101,96.6667,29.751,0.7567,-3.6204,874.0,684.5,717.0,838.0,722.1667,27.6844,21.8968,4.2959,21.0247,0.0014,0.0007,0.0021,0.0004,0.0003,170.0,1.0,0.0,0.1070956,-1.5,dn,dn,0.0,nm,mv,0.0,0.647
1728284100000,0.0,0.0108,0.0058,0.0101,0.004,-0.0216,-0.0173,-0.0086,0.0122,0.0104,93.5484,26.1926,0.4061,-0.3507,1114.0,994.0,827.6667,949.8333,767.1667,12.0724,34.5952,17.2837,45.2096,0.0,0.0006,0.0004,0.0006,0.0003,175.0,1.0,0.0,1.8204741,-5.5,dn,dn,-3.75,mv,mv,2.5641,2.3766
1728284400000,-0.0647,-0.0324,-0.0144,0.0022,-0.0004,-0.0647,-0.041,-0.0331,0.005,0.0079,45.1613,-0.8179,-12.3497,-12.7557,2981.0,2047.5,1656.3333,1175.0,939.6667,45.5922,79.9759,153.7021,217.2402,-0.0013,-0.0009,-0.0005,0.0001,-0.0,180.0,1.0,0.0,1.1085461,-5.0,up,dn,2.25,mv,mv,1.0445,2.3671
1728284700000,0.0389,-0.0129,-0.0086,0.0086,0.0007,0.1036,-0.0237,-0.0345,0.0158,0.0047,74.1935,12.3596,-4.2419,8.1078,1472.0,2226.5,1855.6667,1286.3333,1011.0,-33.8873,-20.6754,14.4338,45.5984,0.0015,-0.0003,-0.0003,0.0004,0.0,185.0,1.0,0.0,0.4324968,-9.5,dn,dn,-4.0,mv,mv,1.7457,4.4783
1728285000000,-0.0691,-0.0151,-0.0316,-0.0129,-0.0076,-0.1079,0.0172,-0.0374,-0.0108,-0.0061,22.5806,-11.7068,-3.1115,1.1304,1948.0,1710.0,2133.6667,1480.6667,1126.4167,13.9181,-8.7018,31.5624,72.9378,-0.0021,-0.0005,-0.0009,-0.0005,-0.0004,190.0,1.0,0.0,-0.034971163,-8.25,dn,dn,-3.25,mv,mv,1.378,3.3574
1728285300000,-0.0561,-0.0626,-0.0288,-0.0216,-0.009,0.0129,-0.0496,-0.0144,-0.0252,-0.0032,7.5,-20.054,3.09,6.2015,2463.0,2205.5,1961.0,1808.6667,1294.5,11.6754,25.5992,36.1777,90.2665,-0.0013,-0.0016,-0.0008,-0.0007,-0.0004,195.0,1.0,0.0,-0.48418313,-3.25,dn,dn,-2.25,mv,mv,0.8955,1.2195
1728285600000,-0.0389,-0.0475,-0.0547,-0.0316,-0.0126,0.0173,-0.0324,-0.046,-0.0381,-0.0094,11.5385,-16.3276,4.2775,1.1875,2913.0,2688.0,2441.3333,2148.5,1493.25,8.3705,19.32,35.583,95.0779,-0.0008,-0.001,-0.0013,-0.0009,-0.0005,200.0,1.0,0.0,-2.333949,-5.75,dn,dn,-2.75,mv,mv,1.2181,1.7114
1728285900000,-0.0476,-0.0432,-0.0475,-0.0396,-0.0148,-0.0087,0.0194,-0.0159,-0.0496,-0.0108,6.5574,-19.867,4.9402,0.6627,2424.0,2668.5,2600.0,2366.8333,1658.3333,-9.1625,-6.7692,2.4153,46.1709,-0.0011,-0.0009,-0.0011,-0.001,-0.0005,205.0,1.0,0.0,-1.6091285,-2.0,up,dn,1.75,mv,mv,0.828,0.5342
1728286200000,0.0303,-0.0086,-0.0187,-0.0237,-0.0108,0.0778,0.0389,0.0101,-0.0259,-0.009,18.0328,-10.9605,5.1578,0.2176,2643.0,2533.5,2660.0,2310.5,1742.75,4.3221,-0.6391,14.3908,51.6569,0.0007,-0.0002,-0.0004,-0.0006,-0.0004,210.0,1.0,0.0,-0.7503208,-2.0,dn,dn,-4.75,mv,mv,1.94,0.5309
1728286500000,-0.0822,-0.026,-0.0331,-0.0439,-0.0176,-0.1124,0.0173,0.0215,-0.0525,-0.013,4.1667,-20.6228,2.5116,-2.6462,2826.0,2734.5,2631.0,2536.1667,1911.25,3.3461,7.4116,11.428,47.8613,-0.0017,-0.0005,-0.0007,-0.001,-0.0005,215.0,1.0,0.0,-1.817022,1.0,up,up,1.0,mv,nm,0.4799,0.2604
1728286800000,0.0173,-0.0324,-0.0115,-0.0295,-0.0212,0.0995,-0.0238,0.036,-0.0166,-0.0227,12.1622,-12.0126,5.1035,2.5919,2600.0,2713.0,2689.6667,2644.8333,2062.75,-4.1651,-3.3337,-1.6951,26.0453,0.0004,-0.0007,-0.0002,-0.0006,-0.0006,220.0,1.0,0.0,-2.0533612,-0.5,up,dn,1.75,mv,nm,0.7542,0.1355
1728287100000,0.0303,0.0238,-0.0115,-0.0151,-0.0183,0.013,0.0498,0.0072,0.0065,-0.0198,21.6216,-2.4633,3.9985,-1.105,1853.0,2226.5,2426.3333,2543.1667,2175.9167,-16.7752,-23.6296,-27.1381,-14.8405,0.0009,0.0006,-0.0003,-0.0003,-0.0005,225.0,1.0,0.0,1.1203892,2.5,dn,up,-1.75,mv,mv,0.698,0.6925
1728287400000,-0.0303,0.0,0.0058,-0.0137,-0.0227,-0.0606,0.0324,0.0389,0.018,-0.0266,12.1622,-6.7912,-1.3434,-5.3419,1612.0,1732.5,2021.6667,2326.3333,2237.4167,-6.9553,-20.2638,-30.7064,-27.9526,-0.0011,0.0,0.0002,-0.0003,-0.0006,230.0,1.0,0.0,-0.6669423,4.0,dn,up,-0.5,nm,mv,0.2026,1.0926
1728287700000,-0.0087,-0.0195,-0.0029,-0.0072,-0.0234,0.0216,-0.0433,0.0086,0.0323,-0.0273,9.589,-5.5031,2.601,3.9443,1135.0,1373.5,1533.3333,2111.5,2239.1667,-17.3644,-25.9783,-46.2467,-49.3115,-0.0004,-0.0008,-0.0001,-0.0002,-0.0006,235.0,1.0,0.0,0.70156753,4.75,up,up,4.75,mv,mv,2.0582,1.2931
1728288000000,0.0822,0.0368,0.0144,0.0014,-0.0112,0.0909,0.0368,0.0259,0.0252,-0.0108,37.1429,14.7714,-6.6662,-9.2672,2241.0,1688.0,1662.6667,2044.5,2177.5,32.7607,34.7835,9.6112,2.9162,0.0021,0.0013,0.0005,0.0,-0.0003,240.0,1.0,0.0,3.4847188,-2.5,dn,dn,-0.25,nm,mv,0.0845,0.6542
1728288300000,-0.0043,0.0389,0.0231,0.0144,-0.0147,-0.0865,0.0584,0.0173,0.0583,-0.0155,37.8788,14.6685,3.3784,10.0446,1516.0,1878.5,1630.6667,1826.1667,2181.1667,-19.2973,-7.0319,-16.9846,-30.4959,-0.0002,0.0012,0.0008,0.0005,-0.0004,245.0,1.0,0.0,3.3995843,-1.25,up,dn,0.25,nm,nm,0.1205,0.3089
1728288600000,0.0043,0.0,0.0274,0.0123,-0.0086,0.0086,-0.0368,0.0303,0.0418,-0.0011,52.0,14.5671,2.3276,-1.0507,1435.0,1475.5,1730.6667,1632.0,2138.4167,-2.7448,-17.084,-12.0711,-32.8943,0.0002,0.0,0.0009,0.0004,-0.0002,250.0,1.0,0.0,3.2102923,-2.0,dn,dn,-2.5,mv,mv,1.1998,0.4762
1728288900000,-0.0432,-0.0195,-0.0144,0.0,-0.0076,-0.0476,-0.0584,-0.0288,0.0151,0.0014,42.1053,2.6793,0.0547,-2.2729,1160.0,1297.5,1370.3333,1516.5,2029.8333,-10.5973,-15.3491,-23.5081,-42.8525,-0.0022,-0.0009,-0.0006,0.0,-0.0002,255.0,1.0,0.0,2.6991324,4.0,up,up,1.0,nm,mv,0.4313,0.9871
1728289200000,0.0173,-0.013,-0.0072,0.0079,-0.0029,0.0605,-0.013,-0.0303,0.0216,0.0097,66.6667,5.9298,6.1127,6.058,856.0,1008.0,1150.3333,1390.5,1858.4167,-15.0794,-25.5868,-38.4394,-53.9393,0.0012,-0.0007,-0.0004,0.0003,-0.0001,260.0,1.0,0.0,2.1902003,-1.5,dn,dn,-0.5,nm,nm,0.2277,0.3981
1728289500000,-0.0086,0.0043,-0.0115,0.0079,0.0004,-0.026,0.0238,-0.0389,0.0151,0.0151,60.0,2.5474,0.5251,-5.5876,877.0,866.5,964.3333,1347.5,1729.5,1.2118,-9.0563,-34.9165,-49.2917,-0.0006,0.0003,-0.0007,0.0003,0.0,265.0,1.0,0.0,2.5540037,-2.0,up,dn,3.5,mv,mv,1.594,0.541
1728289800000,0.0605,0.0259,0.0231,0.0043,0.0029,0.0692,0.0389,0.0375,0.0029,0.0137,94.1176,16.0266,-3.0705,-3.5956,1227.0,1052.0,986.6667,1178.5,1611.5,16.635,24.3581,4.1154,-23.8598,0.0029,0.0014,0.0014,0.0002,0.0001,270.0,1.0,0.0,0.9122839,-6.0,dn,dn,-4.5,mv,mv,2.4962,1.5166
1728290100000,-0.0778,-0.0086,-0.0086,-0.0079,0.0032,-0.1383,-0.013,-0.0014,-0.0224,0.0209,41.1765,-4.529,-5.878,-2.8075,1091.0,1159.0,1065.0,1107.6667,1466.9167,-5.8671,2.4413,-1.5047,-25.6263,-0.0041,-0.0004,-0.0005,-0.0004,0.0001,275.0,1.0,0.0,1.0379752,-2.25,dn,dn,-1.0,nm,mv,0.3932,0.5687
1728290400000,-0.0173,-0.0475,-0.0115,-0.0115,0.0004,0.0605,-0.0735,-0.0,-0.0238,0.0216,22.5806,-8.9674,0.3144,6.1924,1113.0,1102.0,1143.6667,1054.0,1343.0,0.9982,-2.6814,5.5977,-17.1258,-0.0009,-0.0025,-0.0006,-0.0006,0.0,280.0,1.0,0.0,1.7869335,-4.75,dn,dn,-0.5,nm,mv,0.1978,1.2321
1728290700000,-0.0087,-0.013,-0.0346,-0.0058,-0.0029,0.0086,-0.0043,-0.0576,-0.0058,0.0155,16.129,-10.4167,1.5476,1.2332,1053.0,1083.0,1085.6667,1036.1667,1276.3333,-2.7701,-3.0089,1.6246,-17.498,-0.0005,-0.0007,-0.0018,-0.0003,-0.0001,285.0,1.0,0.0,3.4590077,-9.5,dn,dn,-0.75,nm,mv,0.3135,2.4295
