FT,vel5,vel10,vel15,vel30,vel60,acc5,acc10,acc15,acc30,acc60,stoch12,stochDiff6012,RSIhl_diff,RSIhl_diffROC,vol,vol10,vol15,vol30,vol60,volD10,volD15,volD30,volD60,vpm5,vpm10,vpm15,vpm30,vpm60,ToD,DoW,MO,Dr3_Model,Dr3,Dc1,Dc3,Dr1,Mc1,Mc3,Mr1,Mr3
1728988500000,-0.0085,0.0275,0.0169,0.0092,0.0056,-0.072,0.0021,0.0155,0.0071,0.0046,86.2069,34.9172,5.0222,12.4214,913.0,1368.0,1121.0,1076.8333,1031.5833,-33.2602,-18.5549,-15.2144,-11.4953,-0.0005,0.0012,0.0009,0.0005,0.0003,395.0,2.0,0.0,0.47580987,1.0,up,up,0.25,nm,nm,0.1161,0.4565
1728988800000,0.0042,-0.0021,0.0198,0.0134,0.006,0.0127,-0.0317,0.0127,0.0148,0.006,86.6667,33.4774,0.5184,-4.5038,1541.0,1227.0,1425.6667,1234.0,1123.5833,25.5909,8.0898,24.8784,37.1505,0.0002,-0.0001,0.0008,0.0006,0.0003,400.0,2.0,0.0,-2.71095,0.0,up,dn,1.5,mv,nm,0.7453,0.0
1728989100000,0.0254,0.0148,0.0071,0.0226,0.0074,0.0212,-0.0127,-0.0311,0.0304,0.0074,96.9697,44.2421,1.2229,0.7045,1260.0,1400.5,1238.0,1317.1667,1184.0,-10.0321,1.7771,-4.3401,6.4189,0.0012,0.0006,0.0003,0.001,0.0004,405.0,2.0,0.0,0.45509183,-1.0,dn,dn,-0.75,nm,nm,0.4511,0.4406
1728989400000,-0.0127,0.0063,0.0056,0.0113,0.0053,-0.0381,0.0085,-0.0113,0.012,0.0035,87.8788,32.524,1.2229,0.0,1548.0,1404.0,1449.6667,1285.3333,1275.1667,10.2564,6.7832,20.4357,21.3959,-0.0005,0.0003,0.0002,0.0005,0.0002,410.0,2.0,0.0,0.75407195,0.5,dn,up,-0.75,nm,nm,0.4811,0.2238
1728989700000,-0.0127,-0.0127,0.0,0.0099,0.0067,-0.0,-0.0275,-0.0198,0.0063,0.0078,78.7879,20.1956,1.2264,0.0034,744.0,1146.0,1184.0,1304.8333,1084.0,-35.0785,-37.1622,-42.9812,-31.3653,-0.001,-0.0007,0.0,0.0004,0.0004,415.0,2.0,0.0,-0.59490407,-2.5,up,dn,0.5,nm,mv,0.309,1.1203
1728990000000,0.0085,-0.0021,-0.0056,0.0007,0.0039,0.0212,-0.0085,-0.0127,-0.0063,0.0004,84.8485,22.4665,0.2412,-0.9852,759.0,751.5,1017.0,1127.5,1070.0833,0.998,-25.3687,-32.6829,-29.0709,0.0007,-0.0002,-0.0003,0.0,0.0002,420.0,2.0,0.0,-1.3880454,-2.0,up,dn,0.75,nm,mv,0.927,0.8836
1728990300000,0.0127,0.0106,0.0028,0.0042,0.0067,0.0042,0.0233,-0.0028,-0.0049,0.0039,93.9394,25.8886,0.2226,-0.0186,727.0,743.0,743.3333,1096.5,1086.6667,-2.1534,-2.1973,-33.6981,-33.0982,0.001,0.0008,0.0002,0.0002,0.0004,425.0,2.0,0.0,0.7502773,-2.25,dn,dn,-3.75,mv,mv,4.6663,1.0133
1728990600000,-0.0635,-0.0254,-0.0141,-0.0071,0.0032,-0.0761,-0.0233,-0.0141,-0.0205,0.0035,48.4848,-15.7373,-8.6846,-8.9072,1073.0,900.0,853.0,1018.5,1126.25,19.2222,25.7913,5.351,-4.7281,-0.0035,-0.0017,-0.001,-0.0004,0.0002,430.0,2.0,0.0,-1.0011803,1.0,up,up,1.0,mv,nm,0.5905,0.4352
1728990900000,0.0169,-0.0233,-0.0113,-0.0085,0.0071,0.0804,-0.0338,-0.0056,-0.0311,0.0113,60.6061,-9.5969,3.2997,11.9843,747.0,910.0,849.0,933.0,1125.0833,-17.9121,-12.0141,-19.9357,-33.6049,0.0013,-0.0015,-0.0008,-0.0005,0.0004,435.0,2.0,0.0,2.4695773,1.5,up,up,0.5,nm,mv,0.3111,0.6368
1728991200000,0.0085,0.0127,-0.0127,-0.0049,0.0032,-0.0085,0.0381,-0.0155,-0.0162,0.0035,52.1739,-6.5789,-2.2354,-5.5351,1042.0,894.5,954.0,848.6667,1067.0,16.4897,9.2243,22.7808,-2.343,0.0005,0.0008,-0.0008,-0.0003,0.0002,440.0,2.0,0.0,3.6336966,-1.25,dn,dn,-0.5,nm,mv,0.3045,0.5142
1728991500000,-0.0085,0.0,0.0056,-0.0042,0.0028,-0.0169,0.0233,0.0197,-0.0141,0.0035,38.0952,-13.5965,-2.501,-0.2656,2055.0,1548.5,1281.3333,1067.1667,1186.0,32.7091,60.3798,92.566,73.2715,-0.0002,0.0,0.0003,-0.0002,0.0001,445.0,2.0,0.0,2.7585025,0.75,up,up,1.5,mv,nm,0.9186,0.3091
1728991800000,0.0254,0.0085,0.0085,-0.0014,-0.0004,0.0339,-0.0042,0.0197,-0.0021,-0.0049,61.1111,2.4123,1.7331,4.2341,1004.0,1529.5,1367.0,1108.0,1117.75,-34.3576,-26.5545,-9.3863,-10.1767,0.0015,0.0003,0.0004,-0.0001,-0.0,450.0,2.0,0.0,2.2596288,-2.0,dn,dn,-2.25,mv,mv,1.2872,0.8242
1728992100000,-0.0381,-0.0063,-0.0071,-0.0099,-0.0028,-0.0635,-0.0063,0.0056,-0.0141,-0.0085,11.1111,-19.5175,-3.2922,-5.0253,903.0,953.5,1320.6667,1137.3333,1116.9167,-5.2963,-31.6254,-20.6038,-19.1524,-0.0025,-0.0004,-0.0003,-0.0005,-0.0001,455.0,2.0,0.0,-0.57582015,1.75,up,up,1.5,mv,mv,0.805,0.7147
1728992400000,0.0254,-0.0063,0.0042,0.0049,-0.0011,0.0635,-0.0148,-0.0014,0.012,-0.0071,44.4444,-3.0702,0.7796,4.0717,928.0,915.5,945.0,1113.1667,1065.8333,1.3654,-1.7989,-16.6342,-12.932,0.0016,-0.0004,0.0003,0.0003,-0.0001,460.0,2.0,0.0,-0.19063474,0.5,dn,up,-1.25,mv,nm,0.9426,0.2042
1728992700000,-0.0212,0.0021,-0.0113,-0.0014,-0.0049,-0.0466,0.0085,-0.0197,0.007,-0.0123,16.6667,-13.1579,-3.4161,-4.1956,1532.0,1230.0,1121.0,1244.0,1088.5,24.5528,36.6637,23.1511,40.7441,-0.0008,0.0001,-0.0006,-0.0001,-0.0003,465.0,2.0,0.0,-0.8882569,2.0,up,up,1.5,mv,mv,1.0796,0.8863
1728993000000,0.0254,0.0021,0.0099,0.0014,-0.0018,0.0466,0.0085,0.0169,0.0063,-0.0071,50.0,3.7281,1.7185,5.1346,850.0,1191.0,1103.3333,1212.0,1030.3333,-28.6314,-22.9607,-29.868,-17.5024,0.0018,0.0001,0.0005,0.0001,-0.0001,470.0,2.0,0.0,-1.1357523,2.0,up,up,0.25,nm,mv,0.1662,0.8803
1728993300000,0.0042,0.0148,0.0028,0.0035,-0.0004,-0.0212,0.0127,-0.0014,0.0078,-0.0071,55.5556,6.5789,2.0292,0.3107,1220.0,1035.0,1200.6667,1072.8333,1070.0,17.8744,1.6102,13.7176,14.0187,0.0002,0.0008,0.0001,0.0002,-0.0,475.0,2.0,0.0,1.9013494,0.75,up,up,0.25,nm,nm,0.1687,0.3308
1728993600000,0.0042,0.0042,0.0113,0.0,-0.0007,-0.0,0.0021,0.0226,0.0014,-0.0046,64.7059,9.6491,2.7751,0.7459,1255.0,1237.5,1108.3333,1114.6667,1111.3333,1.4141,13.2331,12.5897,12.9274,0.0002,0.0002,0.0006,0.0,-0.0,480.0,2.0,0.0,-0.30091554,2.0,up,up,1.5,mv,mv,1.0954,1.1418
1728993900000,0.0254,0.0148,0.0113,0.0106,0.0004,0.0212,-0.0,0.0014,0.0205,-0.0064,94.4444,25.2193,4.5557,1.7805,965.0,1110.0,1146.6667,1125.0,1131.1667,-13.0631,-15.843,-14.2222,-14.6898,0.0016,0.0008,0.0006,0.0006,0.0,485.0,2.0,0.0,0.7612391,-1.25,dn,dn,-1.0,mv,mv,0.9923,0.744
1728994200000,-0.0169,0.0042,0.0042,0.0035,0.0042,-0.0423,-0.0,0.0014,-0.0014,0.0011,72.2222,12.0614,0.017,-4.5387,1061.0,1013.0,1093.6667,1147.1667,1130.1667,4.7384,-2.9869,-7.5113,-6.12,-0.0009,0.0002,0.0002,0.0002,0.0002,490.0,2.0,0.0,-0.8298914,-0.25,up,dn,1.5,mv,nm,1.396,0.1674
1728994500000,0.0254,0.0042,0.0113,0.0113,0.0049,0.0423,-0.0106,-0.0,0.0127,-0.0021,95.0,24.7807,1.4126,1.3957,1333.0,1197.0,1119.6667,1114.0,1179.0,11.3617,19.0533,19.6589,13.0619,0.0011,0.0002,0.0006,0.0006,0.0002,495.0,2.0,0.0,0.8008661,-3.0,dn,dn,-1.75,mv,mv,1.8783,1.9549
1728994800000,-0.0296,-0.0021,-0.007,0.0021,0.0018,-0.055,-0.0063,-0.0183,0.0007,-0.0014,60.0,5.2632,-4.5045,-5.9171,1171.0,1252.0,1188.3333,1167.5,1189.75,-6.4696,-1.4586,0.2998,-1.576,-0.0015,-0.0001,-0.0004,0.0001,0.0001,500.0,2.0,0.0,-1.6182911,-0.75,dn,dn,0.0,nm,nm,0.0,0.4832
1728995100000,0.0,-0.0148,-0.0014,0.0014,0.0025,0.0296,-0.019,-0.0056,-0.0021,-0.0004,60.0,3.7281,2.9101,7.4145,938.0,1054.5,1147.3333,1120.5,1096.6667,-11.0479,-18.2452,-16.2874,-14.4681,0.0,-0.0008,-0.0001,0.0001,0.0001,505.0,2.0,0.0,-0.74370337,-2.25,dn,dn,-1.25,mv,mv,1.0451,1.4485
1728995400000,-0.0212,-0.0106,-0.0169,-0.0028,-0.0014,-0.0212,-0.0085,-0.0282,-0.0028,-0.0011,35.0,-8.5526,-1.8158,-4.7259,1891.0,1414.5,1333.3333,1226.5,1170.5833,33.6868,41.825,54.1786,61.5434,-0.0007,-0.0004,-0.0008,-0.0001,-0.0001,510.0,2.0,0.0,0.58328474,0.75,up,up,0.5,nm,nm,0.3881,0.4444
1728995700000,0.0085,-0.0063,-0.0042,-0.0056,0.0025,0.0296,0.0085,0.0028,-0.0162,0.0053,45.0,-4.8246,-2.1364,-0.3206,1962.0,1926.5,1597.0,1392.6667,1258.8333,1.8427,22.8554,40.8808,55.8586,0.0003,-0.0002,-0.0002,-0.0002,0.0001,515.0,2.0,0.0,0.6238452,1.75,dn,up,-1.5,mv,mv,1.3454,1.0371
1728996000000,-0.0254,-0.0085,-0.0127,-0.0071,-0.0018,-0.0339,0.0021,-0.0113,-0.0106,-0.0007,15.0,-18.344,0.7406,2.877,2018.0,1990.0,1957.0,1552.1667,1349.6667,1.407,3.117,30.0118,49.5184,-0.0007,-0.0003,-0.0004,-0.0003,-0.0001,520.0,2.0,0.0,-1.243046,3.5,up,up,1.75,mv,mv,1.4849,2.097
1728996300000,0.0296,0.0021,0.0042,-0.0063,0.0025,0.055,0.0085,0.0212,-0.0176,0.0074,50.0,-1.1083,-4.2057,-4.9463,1771.0,1894.5,1917.0,1625.1667,1369.5833,-6.5189,-7.6161,8.9734,29.3094,0.001,0.0001,0.0001,-0.0002,0.0001,525.0,2.0,1.0,-1.1316278,2.25,up,up,1.5,mv,mv,1.202,1.3906
1728996600000,0.0254,0.0275,0.0099,0.0028,0.0025,-0.0042,0.036,0.0141,0.0007,0.0042,80.0,17.7777,1.3476,5.5533,1699.0,1735.0,1829.3333,1713.1667,1440.3333,-2.0749,-7.1246,-0.8269,17.9588,0.0009,0.0009,0.0003,0.0001,0.0001,530.0,2.0,1.0,0.17522812,1.75,up,up,0.25,nm,mv,0.2018,1.1163
1728996900000,0.0042,0.0148,0.0198,0.0035,0.0025,-0.0212,0.0127,0.0324,0.0021,0.0028,80.9524,16.1702,3.1613,1.8136,1972.0,1835.5,1814.0,1885.5,1503.0,7.4367,8.71,4.5876,31.2043,0.0001,0.0005,0.0006,0.0001,0.0001,535.0,2.0,1.0,0.70193744,2.0,up,up,0.5,nm,mv,0.4043,1.1544
1728997200000,0.0085,0.0063,0.0127,0.0085,0.0028,0.0042,-0.0212,0.0085,0.0113,0.0035,82.6087,15.0006,2.8748,-0.2865,2708.0,2340.0,2126.3333,2021.6667,1624.0833,15.7265,27.3554,33.9489,66.7402,0.0002,0.0002,0.0004,0.0002,0.0001,540.0,2.0,1.0,-0.96633923,2.0,up,up,1.0,mv,mv,0.9517,1.1312
1728997500000,0.0169,0.0127,0.0099,0.0099,0.0021,0.0085,-0.0021,-0.0,0.0155,0.0018,88.4615,17.5038,-2.1483,-5.0231,3162.0,2935.0,2614.0,2221.6667,1807.1667,7.7342,20.964,42.3256,74.97,0.0003,0.0003,0.0002,0.0003,0.0001,545.0,2.0,1.0,0.6921772,1.5,up,up,0.5,nm,mv,0.4685,0.8593
1728997800000,0.0085,0.0127,0.0113,0.0155,0.0042,-0.0085,0.0063,-0.0085,0.0226,-0.0,86.2069,14.2946,-0.181,1.9673,3241.0,3201.5,3037.0,2425.5,1988.8333,1.2338,6.7172,33.6219,62.9599,0.0002,0.0002,0.0002,0.0004,0.0001,550.0,2.0,1.0,3.5187879,-1.0,up,dn,0.5,nm,nm,0.9045,0.5631
1728998100000,0.0085,0.0085,0.0113,0.012,0.0028,-0.0,-0.0042,-0.0014,0.0183,-0.0021,90.0,16.3972,1.4084,1.5894,2433.0,2837.0,2945.3333,2535.8333,2080.5,-14.2404,-17.3947,-4.0552,16.943,0.0002,0.0002,0.0002,0.0003,0.0001,555.0,2.0,1.0,3.620357,-0.5,up,dn,0.5,nm,nm,1.194,0.2977
1728998400000,0.0085,0.0085,0.0085,0.0092,0.006,-0.0,-0.0042,-0.0014,0.0063,0.0042,93.5484,16.6661,2.0478,0.6393,2042.0,2237.5,2572.0,2593.0,2153.0833,-8.7374,-20.6065,-21.2495,-5.1593,0.0002,0.0002,0.0002,0.0002,0.0002,560.0,2.0,1.0,2.1992497,-4.0,dn,dn,-2.0,mv,mv,8.9134,2.3906
1728998700000,-0.0338,-0.0127,-0.0056,0.0028,0.0032,-0.0423,-0.0211,-0.0169,-0.0007,0.0007,67.7419,-1.3259,-10.3945,-12.4422,5354.0,3698.0,3276.3333,3156.6667,2521.0833,44.781,63.4144,69.6093,112.369,-0.0004,-0.0002,-0.0001,0.0001,0.0001,565.0,2.0,1.0,0.81547415,-2.5,up,dn,1.0,mv,mv,1.0142,1.4493
1728999000000,0.0169,-0.0085,-0.0028,0.0042,0.0063,0.0507,-0.0169,-0.0141,-0.0042,0.0078,78.125,3.252,-17.5758,-7.1814,27661.0,16507.5,11685.6667,7315.5,4668.5833,67.5663,136.7088,278.115,492.4924,0.0,-0.0,-0.0,0.0,0.0001,570.0,2.0,1.0,-0.16948797,-0.5,dn,dn,-3.0,mv,nm,2.9104,0.2906
1728999300000,-0.0507,-0.0169,-0.0225,-0.007,0.0014,-0.0677,-0.0042,-0.031,-0.0169,-0.0011,40.625,-21.9813,-16.7815,0.7943,14461.0,21061.0,15825.3333,9198.6667,5710.1667,-31.3375,-8.6212,57.2076,153.2501,-0.0002,-0.0,-0.0001,-0.0,0.0,575.0,2.0,1.0,-0.60403746,3.0,dn,up,-0.5,nm,mv,0.3308,1.5129
1728999600000,-0.0085,-0.0296,-0.0141,-0.0099,0.0028,0.0423,-0.0211,-0.0085,-0.0254,0.0046,34.375,-26.7925,-3.82,12.9615,10160.0,12310.5,17427.3333,10351.8333,6388.6667,-17.4688,-41.7008,-1.8531,59.0316,-0.0,-0.0001,-0.0,-0.0001,0.0,580.0,2.0,1.0,-0.1910946,-1.5,up,dn,3.0,mv,mv,2.0614,0.7216
1728999900000,0.0508,0.0212,-0.0028,-0.0028,0.0046,0.0592,0.0381,-0.0,-0.0148,0.0021,60.8696,-2.3676,-9.2281,-5.4081,11412.0,10786.0,12011.0,11848.3333,7192.0833,5.8038,-4.9871,-3.6827,58.6745,0.0003,0.0001,-0.0,-0.0,0.0,585.0,2.0,1.0,-2.6532536,-1.0,up,dn,0.5,nm,nm,0.2535,0.4924
1729000200000,0.0085,0.0296,0.0169,-0.0028,0.0032,-0.0423,0.0592,0.0395,-0.012,0.0007,69.5652,2.1765,-4.8282,4.3999,10149.0,10780.5,10573.6667,13199.5,7896.25,-5.8578,-4.0163,-23.1107,28.5294,0.0,0.0002,0.0001,-0.0,0.0,590.0,2.0,1.0,-0.23975547,-5.25,dn,dn,-5.0,mv,mv,2.5355,2.4763
1729000500000,-0.0846,-0.0381,-0.0085,-0.0113,-0.0042,-0.093,-0.0592,0.0056,-0.0141,-0.0067,15.625,-36.5154,-23.7126,-18.8844,18608.0,14378.5,13389.6667,15408.5,9282.5833,29.4154,38.9728,20.7645,100.4614,-0.0003,-0.0002,-0.0,-0.0,-0.0,595.0,2.0,1.0,1.6943511,-3.25,up,dn,3.5,mv,mv,1.3255,1.5087
1729000800000,0.0592,-0.0127,-0.0056,-0.0042,0.0,0.1438,-0.0423,-0.0028,-0.0085,-0.0028,59.375,-5.3004,-5.556,18.1566,11319.0,14963.5,13358.6667,12684.8333,10000.1667,-24.3559,-15.2685,-10.7675,13.1881,0.0003,-0.0001,-0.0,-0.0,0.0,600.0,2.0,1.0,1.6171947,-4.0,dn,dn,-3.75,mv,mv,1.2344,1.9629
1729001100000,-0.0634,-0.0021,-0.0296,-0.0063,-0.0067,-0.1227,0.0359,-0.0465,0.0007,-0.0088,12.5,-32.8605,-3.9751,1.5809,8464.0,9891.5,12797.0,11685.3333,10442.0,-14.4316,-33.8595,-27.5673,-18.9427,-0.0004,-0.0,-0.0001,-0.0,-0.0,605.0,2.0,1.0,-0.31591612,-2.25,dn,dn,-3.0,mv,mv,0.9489,0.9412
1729001400000,-0.0508,-0.0571,-0.0183,-0.0134,-0.0116,0.0127,-0.0444,-0.0099,-0.0035,-0.0159,13.0435,-52.0578,-2.774,1.2011,16767.0,12615.5,12183.3333,12786.5,11569.1667,32.9079,37.6224,31.1305,44.9283,-0.0002,-0.0003,-0.0001,-0.0001,-0.0001,610.0,2.0,1.0,1.3475958,-6.5,up,dn,2.75,mv,mv,0.8304,2.6497
1729001700000,0.0466,-0.0021,-0.0226,-0.0141,-0.0085,0.0974,-0.0,-0.0169,-0.0113,-0.0113,36.9565,-24.0672,1.8167,4.5907,16667.0,16717.0,13966.0,13662.3333,12755.3333,-0.2991,19.3398,21.9923,30.6669,0.0002,-0.0,-0.0001,-0.0001,-0.0,615.0,2.0,1.0,-1.2583106,-16.75,dn,dn,-2.0,mv,mv,0.6126,6.4345
1729002000000,-0.0339,0.0064,-0.0127,-0.0211,-0.012,-0.0804,0.0635,0.0169,-0.0183,-0.018,19.5652,-34.8905,1.8167,0.0,13144.0,14905.5,15526.0,14161.5,13680.5,-11.8178,-15.342,-7.185,-3.9216,-0.0002,0.0,-0.0,-0.0001,-0.0001,620.0,2.0,1.0,-2.3745046,-21.5,dn,dn,-7.25,mv,mv,2.2463,8.3085
1729002300000,-0.1228,-0.0783,-0.0367,-0.0275,-0.0194,-0.0889,-0.0762,-0.0184,-0.0162,-0.0226,2.9412,-46.9493,-5.1655,-6.9822,24027.0,18585.5,17946.0,15064.6667,15236.5833,29.2782,33.885,59.4924,57.6928,-0.0003,-0.0002,-0.0001,-0.0001,-0.0001,625.0,2.0,1.0,-1.0926939,-13.25,dn,dn,-7.5,mv,mv,2.0093,4.8537
1729002600000,-0.1272,-0.1249,-0.0945,-0.0585,-0.0314,-0.0044,-0.1313,-0.072,-0.0543,-0.0377,13.7615,-30.4109,-3.0923,2.0733,52380.0,38203.5,29850.3333,21908.1667,17296.5,37.1079,75.4754,139.0889,202.8358,-0.0001,-0.0002,-0.0002,-0.0002,-0.0001,630.0,2.0,1.0,1.1279514,-4.75,dn,dn,-6.75,mv,mv,1.9529,1.0805
1729002900000,-0.1146,-0.1208,-0.1214,-0.067,-0.0367,0.0126,-0.0425,-0.1087,-0.0607,-0.0381,5.4688,-34.024,0.0374,3.1297,39982.0,46181.0,38796.3333,27161.1667,19423.25,-13.4233,3.0561,47.2028,105.8461,-0.0002,-0.0002,-0.0002,-0.0001,-0.0001,635.0,2.0,1.0,7.8812027,8.25,up,up,1.0,nm,mv,0.2723,1.3453
1729003200000,0.017,-0.0488,-0.0749,-0.0558,-0.0346,0.1316,0.0761,-0.0382,-0.0424,-0.0374,18.1818,-18.3619,-0.1749,-0.2123,39018.0,39500.0,43793.3333,30869.6667,21828.0833,-1.2203,-10.9042,26.3959,78.7514,0.0,-0.0001,-0.0001,-0.0001,-0.0001,640.0,2.0,1.0,4.3025393,0.5,up,up,1.0,nm,nm,0.2426,0.0785
1729003500000,0.017,0.017,-0.0269,-0.0607,-0.0374,-0.0,0.1378,0.0676,-0.0466,-0.0419,20.979,-10.5898,10.6792,10.8541,21673.0,30345.5,33557.6667,31704.0,22683.1667,-28.5792,-35.4157,-31.6395,-4.4534,0.0,0.0,-0.0,-0.0001,-0.0001,645.0,2.0,1.0,1.0063632,1.0,up,up,6.25,mv,nm,1.6771,0.1617
1729003800000,0.1062,0.0616,0.0467,-0.0374,-0.0292,0.0892,0.1104,0.1681,-0.0163,-0.0324,38.4615,10.5828,-0.6136,-11.2929,20017.0,20845.0,26902.6667,32849.5,23505.5,-3.9722,-25.5947,-39.0645,-14.8412,0.0003,0.0002,0.0001,-0.0001,-0.0001,650.0,2.0,1.0,-0.72761214,-7.0,dn,dn,-6.75,mv,mv,1.2826,1.0404
1729004100000,-0.1146,-0.0042,0.0028,-0.036,-0.0317,-0.2208,-0.0212,0.0777,-0.0085,-0.0275,20.7407,-6.1009,-0.7756,-0.162,17748.0,18882.5,19812.6667,31803.0,23433.8333,-6.0082,-10.4209,-44.1939,-24.2634,-0.0004,-0.0,0.0,-0.0001,-0.0001,655.0,2.0,1.0,-1.3021537,3.5,up,up,1.5,nm,mv,0.2893,0.5164
1729004400000,0.0255,-0.0446,0.0057,-0.0106,-0.0345,0.1401,-0.1062,0.0325,0.0479,-0.0345,25.5639,2.1113,1.8704,2.6461,17450.0,17599.0,18405.0,25981.3333,23944.75,-0.8466,-5.1888,-32.8364,-27.1239,0.0001,-0.0001,0.0,-0.0,-0.0001,660.0,2.0,1.0,-1.7615899,3.75,dn,up,-1.75,mv,mv,0.373,0.5489
1729004700000,-0.0297,-0.0021,-0.0396,0.0035,-0.0317,-0.0552,0.0021,-0.0863,0.0706,-0.025,22.8814,-0.8992,5.2401,3.3697,12125.0,14787.5,15774.3333,21338.5,24249.8333,-18.0051,-23.1346,-43.1778,-49.9997,-0.0001,-0.0,-0.0001,0.0,-0.0001,665.0,2.0,1.0,4.3730383,3.75,up,up,3.75,mv,mv,0.9593,0.5464
1729005000000,0.0637,0.017,0.0198,0.0113,-0.0222,0.0935,0.0615,0.017,0.0671,-0.0106,35.8974,8.273,3.0071,-2.233,11914.0,12019.5,13829.6667,16821.1667,23845.4167,-0.8777,-13.8519,-29.1726,-50.0365,0.0003,0.0001,0.0001,0.0,-0.0001,670.0,2.0,1.0,3.8978004,0.0,up,dn,1.75,mv,nm,0.4237,0.0
1729005300000,0.0297,0.0467,0.0212,0.0135,-0.0236,-0.034,0.0489,0.0156,0.0741,-0.0152,41.8803,13.476,1.7645,-1.2426,13615.0,12764.5,12551.3333,15478.1667,23591.0833,6.663,8.4745,-12.0374,-42.2875,0.0001,0.0002,0.0001,0.0001,-0.0001,675.0,2.0,1.0,1.7779034,1.0,dn,up,-1.75,mv,nm,0.4218,0.1377
1729005600000,-0.0297,0.0,0.0212,-0.0092,-0.0233,-0.0594,-0.017,0.0608,0.0282,-0.0113,38.1818,8.0076,4.6082,2.8437,7254.0,10434.5,10927.6667,13351.0,23100.25,-30.4806,-33.618,-45.667,-68.5977,-0.0002,0.0,0.0001,-0.0,-0.0001,680.0,2.0,1.0,-2.6002827,-1.0,dn,dn,0.0,nm,nm,0.0,0.1369
1729005900000,0.0,-0.0149,0.0,0.0099,-0.0131,0.0297,-0.0616,-0.0198,0.0459,0.0063,51.2195,5.8389,5.7806,1.1725,7593.0,7423.5,9487.3333,11658.5,21730.75,2.2833,-19.967,-34.8716,-65.0587,0.0,-0.0001,0.0,0.0001,-0.0,685.0,2.0,1.0,-2.2334528,-2.25,up,dn,2.75,mv,nm,1.3908,0.3066
1729006200000,0.0467,0.0234,0.0057,0.0134,0.0014,0.0467,0.0234,-0.0156,0.0241,0.0328,85.4839,11.5053,0.4381,-5.3425,9430.0,8511.5,8092.3333,10321.8333,18151.5833,10.7913,16.53,-8.6403,-48.0486,0.0003,0.0002,0.0,0.0001,0.0,690.0,2.0,1.0,0.37426686,-7.75,dn,dn,-3.75,mv,mv,1.7661,1.0486
1729006500000,-0.0637,-0.0085,-0.0057,0.0078,0.0057,-0.1104,0.0064,-0.0269,0.0042,0.0423,61.2903,-0.5747,-0.9344,-1.3725,9085.0,9257.5,8702.6667,9815.1667,15576.8333,-1.8634,4.3933,-7.4392,-41.6762,-0.0004,-0.0001,-0.0,0.0,0.0,695.0,2.0,1.0,4.1579676,-9.0,dn,dn,-1.25,nm,mv,0.4808,1.2164
1729006800000,-0.0212,-0.0424,-0.0127,-0.0064,0.0025,0.0424,-0.0658,-0.0127,-0.0177,0.037,35.5556,-4.4253,-2.2944,-1.36,11193.0,10139.0,9902.6667,9695.0,13258.0833,10.3955,13.0302,15.4513,-15.576,-0.0001,-0.0002,-0.0001,-0.0,0.0,700.0,2.0,1.0,3.0059633,-7.0,dn,dn,-2.75,mv,mv,1.2625,0.9456
1729007100000,-0.0467,-0.034,-0.0439,-0.0191,-0.0028,-0.0255,-0.0255,-0.0495,-0.0326,0.0345,14.8936,-11.5517,-0.5747,1.7197,19022.0,15107.5,13100.0,10596.1667,13037.1667,25.911,45.2061,79.5178,45.9059,-0.0001,-0.0001,-0.0002,-0.0001,-0.0,705.0,2.0,1.0,6.2461457,-4.5,dn,dn,-5.0,mv,mv,2.3919,0.602
1729007400000,-0.085,-0.0658,-0.051,-0.0283,-0.0187,-0.0383,-0.0234,-0.0453,-0.0191,0.0105,0.0,-22.2989,-3.9022,-3.3275,14446.0,16734.0,14887.0,11794.8333,12572.9167,-13.6728,-2.9623,22.4774,14.8978,-0.0003,-0.0002,-0.0002,-0.0001,-0.0001,710.0,2.0,1.0,4.086913,7.5,up,up,0.75,nm,mv,0.2939,0.99
1729007700000,0.0128,-0.0361,-0.0396,-0.0262,-0.0081,0.0977,-0.0021,-0.0269,-0.0361,0.0236,9.5238,-18.3018,-0.8614,3.0408,14898.0,14672.0,16122.0,13012.3333,12335.4167,1.5403,-7.5921,14.4914,20.7742,0.0001,-0.0001,-0.0001,-0.0001,-0.0,715.0,2.0,1.0,3.2173114,5.75,dn,up,-0.25,nm,mv,0.0944,0.7579
1729008000000,-0.0043,0.0043,-0.0255,-0.0347,-0.0106,-0.017,0.0701,0.0184,-0.0481,0.0239,7.9365,-17.3181,4.1823,5.0437,10049.0,12473.5,13131.0,13115.5,11718.6667,-19.4372,-23.4712,-23.3807,-14.2479,-0.0,0.0,-0.0001,-0.0002,-0.0001,720.0,2.0,1.0,1.8369255,8.5,up,up,7.0,mv,mv,3.5145,1.2293
1729008300000,0.1191,0.0574,0.0425,-0.0042,0.0018,0.1233,0.0935,0.0935,-0.012,0.0335,52.381,1.5281,-10.2912,-14.4735,11823.0,10936.0,12256.6667,13571.8333,11693.5,8.1108,-3.5382,-12.8858,1.1075,0.0006,0.0003,0.0002,-0.0,0.0,725.0,2.0,1.0,-0.044186443,0.0,dn,dn,-1.0,nm,nm,0.2683,0.0
