FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1637893500000,22.5225,8.5016,0,0,5502,-6.5,-12.25,-18.75,1285,5268.7113,-38.9212,-1.8654,53.0703,22.6667,-75.4902,-10.75,_3upR
1637893800000,28.0374,10.0347,0,0,2055,-2,-8.75,-15,1290,1805.6582,-16.3932,-9.696,54.4078,26.664,-66.6667,-7,_2dnR
1637894100000,19.6078,-3.7814,0,0,1290,-1.75,-11.75,-10.25,1295,1103.3485,-25.798,-7.1582,54.9289,23.9617,-74.026,-7.25,_2dnR
1637894400000,33.3333,6.3405,0,0,1713,2.25,-4.25,-6.75,1300,1508.9706,15.156,-5.8666,55.4065,34.1536,-55.8442,-1.25,_1dn
1637894700000,25.4902,-0.6536,0,0,1131,-1,-3,-11.5,1305,1152.6599,3.5963,-10.3984,55.8443,31.52,-66.2338,-2.25,_1dn
1637895000000,12.7451,-11.1111,0,0,1899,-1.75,-3.5,-15.25,1310,1953.8804,-17.8508,-9.928,56.6877,27.7294,-83.1169,-4.25,_3upR
1637895300000,22.549,2.2876,0,0,1551,-2.75,-0.5,-12.75,1315,2249.2182,14.1436,-9.9367,57.5615,34.3542,-70.1299,6.5,_4up
1637895600000,13.3333,-2.8758,0,1,938,-3.75,-4.5,-13.25,1320,1537.2854,-11.4803,-11.6843,58.3624,30.9497,-82.3529,1.75,_4up
1637895900000,23.3766,3.6236,0,0,1561,1.25,-0.5,-12.25,1325,2477.9012,10.2676,-10.2952,59.2424,34.7947,-73.1343,-1.75,_3upR
1637896200000,46.7532,18.9322,0,0,1859,3.5,0.5,-3.75,1330,2906.4356,116.6886,-0.6352,57.9586,44.846,-29.4118,3,_1dn
1637896500000,44.1558,6.0606,0,0,762,5.5,1.75,-1,1335,1244.0839,109.8534,-9.9,56.7818,44.0235,-15,10.5,_1dn
1637896800000,29.8701,-10.3896,0,0,913,1,2.5,-1,1340,1684.2655,40.1872,-7.8189,56.1404,39.6589,-41.0256,14,_1dn
1637897100000,31.1688,-3.8961,0,0,967,-3,0.5,-0.25,1345,1932.7229,47.2741,-8.8164,55.7861,40.2464,-48.3871,12.25,_1dn
1637897400000,29.4118,-0.7385,0,0,745,-3.5,2,-2.5,1350,1530.0527,26.2151,-11.3638,55.4613,38.6062,-61.2903,11,_2dnR
1637897700000,8.9552,-14.2234,0,0,1208,-4.5,-3.25,-3.5,1355,2612.4854,-41.7282,-8.7618,55.7278,33.4077,-100,8.75,_3upR
1637898000000,15.6863,-2.3315,0,1,905,-4,-7,-6.5,1360,2295.2674,-17.8378,-10.1264,56.0242,34.7764,-91.1765,-2.5,_2dnR
1637898300000,37.5,16.7862,0,0,723,-1.25,-4.75,-3,1365,1847.3108,25.8095,-11.8617,56.296,39.5226,-68.75,-1.75,_1dn
1637898600000,28.2051,1.0747,0,0,538,1.25,-3.25,-0.5,1370,1476.1113,5.0818,-14.5122,56.545,37.8076,-81.25,0.5,_1dn
1637898900000,19.5652,-8.8582,0,0,2297,-1.25,-5.5,-5,1375,4996.7555,-25.9858,-8.6574,57.6224,34.1683,-79.5455,-5,_2dnR
1637899200000,21.7391,-1.4307,0,0,1463,-3,-4.25,-2.25,1380,2863.2245,-13.1143,-12.5808,58.1705,34.9275,-77.2727,0.25,_2dnR
1637899500000,1.9608,-12.4609,0,1,1875,-5.75,-4.25,-7.5,1385,3353.2304,-45.4303,-11.6705,59.2457,29.6967,-97.9592,-3.75,_4up
1637899800000,15.6863,2.5575,0,1,1226,-1.75,-2.75,-10,1390,2105.2991,-10.4468,-13.2493,60.2313,35.006,-83.3333,-3.5,_4up
1637900100000,16.3265,5.002,0,1,1036,-1.75,-4.75,-9.5,1395,1712.9567,-4.4649,-15.7696,61.1348,35.006,-82.6087,-6.75,_4up
1637900400000,24.4898,5.6556,0,0,1084,3,-3,-6,1400,1683.8969,20.583,-18.0922,61.7136,38.1808,-70.7317,-5.25,_4up
1637900700000,40.8163,13.6054,0,0,1637,2.75,1.25,-4,1405,2746.8068,71.0042,-2.9905,59.8141,44.1348,-44.4444,1.25,_2dnR
1637901000000,44.898,8.1633,0,0,1149,3.5,1.75,-2.5,1410,2005.48,94.2459,-7.0546,58.0729,45.5647,-31.25,-0.25,_2dnR
1637901300000,51.0204,5.4422,0,0,822,3.5,6.25,1.75,1415,1652.6528,107.602,-1.8891,55.305,47.7529,-16.6667,9,_2dnR
1637901600000,37.5,-6.9728,0,0,737,-0.25,2.25,-0.25,1420,1593.4443,62.7221,-3.0638,52.8809,43.3202,-40,9.5,_2dnR
1637901900000,39.1304,-3.4198,0,0,532,-1,2.5,-2.25,1425,1246.7551,69.5413,-8.2852,50.6588,43.3202,-40,7.25,_1dn
1637902200000,48.7805,6.9768,0,0,870,-1,2.25,-1,1430,2113.8288,87.3119,-3.0851,49.2189,45.0544,-33.3333,5,_1dn
1637902500000,36.1111,-5.2296,0,0,1245,-1.5,-1.5,-0.5,1435,3244.2412,34.867,-4.0878,48.0142,40.3415,-56.6667,3.75,_1dn
1637902800000,28.125,-9.5472,0,0,1023,-2.25,-3.25,-1.5,0,2728.9377,9.6359,-3.2641,47.7432,37.8719,-70,1,_1dn
1637903100000,13.3333,-12.5231,0,0,1446,-3.75,-5,1,5,3445.0983,-34.6125,-4.1643,47.7663,34.954,-86.6667,-1,_2dnR
1637903400000,10,-7.1528,0,1,1874,-2.5,-4,-1.5,10,3737.7343,-31.8861,-5.493,47.7876,34.3762,-90,-0.75,_3upR
1637903700000,0,-7.7778,0,1,1030,-2.25,-4.5,-2,15,1917.0941,-37.3329,-8.582,47.8071,32.6117,-100,0.25,_3upR
1637904000000,13.3333,5.5556,0,1,438,0,-3.75,-1.75,20,865.3375,-4.4373,-5.231,47.2256,37.2933,-86.6667,-1.25,_2dnR
1637904300000,13.3333,4.4444,0,1,524,0.25,-2.25,-3.75,25,1153.3906,3.9262,-6.2874,45.8281,37.2933,-86.6667,-3.75,_3upR
1637904600000,16.6667,2.2222,0,1,420,1.25,-1,-4.25,30,1022.1707,16.6681,-4.6755,44.2636,38.5632,-83.3333,-2.75,_4up
1637904900000,3.3333,-7.7778,0,1,714,-0.75,-0.75,-5.75,35,1992.1362,-2.8643,-2.6112,43.3075,35.4322,-96.4286,-6.75,_4up
1637905200000,33.3333,15.5556,0,0,1478,1.5,1.75,-2.25,40,4480.4548,69.3713,6.467,41.0466,46.1616,-56.5217,-0.75,_3upR
1637905500000,46.6667,18.8889,0,0,1191,2,3.5,-1,45,3489.4526,108.585,-0.974,37.8113,50.1759,-39.1304,1,_2dnR
1637905800000,53.3333,8.8889,0,0,626,3.75,3,-0.75,50,1765.0804,139.2244,-2.0005,34.6926,52.1231,-23.8095,1,_2dnR
1637906100000,53.3333,2.2222,0,0,1872,1.5,3,0.75,55,4149.8479,131.1267,0.5988,32.4739,52.1231,-30.4348,4.75,_1dn
1637906400000,33.3333,-13.3333,0,0,1470,-1,1,0.25,60,2792.5508,75.0952,7.8394,31.0678,45.7409,-56.5217,4.5,_2dnR
1637906700000,35.7143,-5.0794,0,0,569,-1.75,2.25,1.5,65,1102.1986,70.7056,-6.3636,29.7789,45.7409,-56.5217,7.5,_2dnR
1637907000000,30.4348,-2.726,0,0,649,-2.25,-0.75,1,70,1419.8418,39.6851,-5.3265,29.1074,42.6346,-69.5652,3,_1dn
1637907300000,43.4783,6.9358,0,0,681,-0.25,-1,2.5,75,1619.1025,61.6164,-2.7537,28.4919,46.5914,-56.5217,3.5,_1dn
1637907600000,43.4783,4.3478,0,0,541,0,-1.75,1.5,80,1305.2071,56.5921,-1.8396,26.8809,46.5914,-56.5217,2.5,_1dn
1637907900000,31.5789,-7.9329,0,0,7332,-5.75,-8,-5,85,9094.3005,-93.8074,16.4067,29.5051,27.224,-68.4211,-5.75,_1dn
1637908200000,40.6977,2.1127,0,0,6772,-9.5,-9.75,-8.5,90,5705.9008,-77.8724,7.9525,32.9159,22.5123,-59.3023,-8.5,_1dn
1637908500000,9.3023,-17.8907,0,0,2565,-16.25,-16.25,-14,95,1924.5354,-81.3906,0.6447,36.0425,15.8001,-90.6977,-15.5,_4up
1637908800000,24.4186,-0.3876,0,0,2158,-6.75,-12.25,-13,100,1495.8027,-29.8512,-2.1374,38.9086,27.2009,-75.5814,-14,_2dnR
1637909100000,31.3953,9.6899,0,0,2072,-1.75,-11.5,-12.5,105,1342.8069,-6.4795,1.0616,40.3533,31.8472,-68.6047,-15,_1dn
1637909400000,41.8605,9.3023,0,0,1047,7.25,-9.25,-11,110,663.5436,18.2067,-7.2433,41.0353,38.2919,-58.1395,-12.25,_1dn
1637909700000,20.9302,-10.4651,0,0,1450,-1,-7.5,-15.25,115,1255.9285,-8.6142,-2.8424,41.9807,31.7428,-78.3133,-10.25,_1dn
1637910000000,5.5556,-17.2265,0,0,3044,-6.5,-8.25,-18.25,120,3432.8567,-26.7351,-2.9664,43.7604,26.9873,-93.9759,-9.75,_1dn
1637910300000,16.8919,2.4327,0,1,12675,-18.5,-11,-27.5,125,7841.0417,-58.9617,2.3592,46.6084,19.7662,-82.2695,-13.5,_4up
1637910600000,30.4054,12.7878,0,0,3300,-9.25,-9.75,-21.75,130,1941.8966,-14.8756,-9.4845,49.2191,30.451,-68.0851,-8.75,_1dn
1637910900000,29.0541,3.6036,0,0,2978,-5,-11.5,-23,135,1686.9874,-9.2089,-9.3415,50.3894,30.015,-69.5035,-10.5,_3upR
1637911200000,30.4054,0.4505,0,0,2788,5,-13.5,-22.5,140,1475.0668,-0.4555,-11.7756,51.4621,31.0914,-66.6667,-11.75,_2dnR
1637911500000,15.1724,-9.7049,0,0,3691,-5.75,-15,-22,145,1798.0937,-30.2089,-8.8,53.0574,26.0623,-80.3571,-6.5,_4up
1637911800000,34.7518,7.9752,0,0,5682,1.75,-3.5,-11.75,150,2537.2906,28.3698,-6.3517,54.1952,38.75,-51.9608,6,_1dn
1637912100000,27.6596,1.7983,0,0,4696,-1.5,3.5,-7.5,155,2819.8773,13.4267,-8.7679,54.4752,36.2375,-61.7647,19.75,_1dn
1637912400000,31.2057,0,0,0,4847,5.5,-0.25,-10,160,2729.5437,29.4528,-9.6427,54.8205,38.4155,-56.8627,12,_1dn
1637912700000,17.0213,-8.2742,0,0,3973,-6.5,-4.5,-16.25,165,2148.9308,-5.3925,-7.0997,55.6681,33.4323,-76.4706,6.75,_1dn
1637913000000,0,-16.0757,0,1,5347,-10,-11.25,-24.75,170,2624.7829,-50.9453,-9.8197,56.6501,28.5792,-100,-2,_1dn
1637913300000,6.25,-1.5071,0,1,5403,-9.25,-3.75,-18.75,175,2495.9551,-26.164,-10.7054,57.5503,31.7324,-91.6667,3.5,_1dn
1637913600000,0.8065,-1.5457,0,1,11647,-11,-17.75,-21,180,4479.2361,-63.8925,-7.9168,58.836,26.6066,-98.8636,-9,_1dn
1637913900000,0.6897,-1.8924,0,1,11168,-10.75,-20.5,-16.75,185,3632.014,-61.5082,-8.9622,60.3528,23.5007,-99.0385,-9,_1dn
1637914200000,23.4483,15.1335,0,0,6604,-4,-13.25,-13.5,190,2065.0969,4.8552,-4.2277,60.979,36.2567,-67.3077,-3.75,_1dn
1637914500000,6.5476,-3.6809,0,1,10303,-8.5,-19.5,-24.25,195,2816.2644,-45.0704,-1.0345,61.9876,28.9229,-91.129,-8.25,_2dnR
1637914800000,16.4021,0.9361,0,1,10294,-3.75,-14.25,-25.25,200,2562.1868,-28.3585,-3.1408,63.2131,28.7848,-78.3217,-0.75,_3upR
1637915100000,21.0526,6.3852,0,0,5674,-10.25,-14.5,-18.25,205,1406.3762,-9.6953,-13.0514,64.3364,30.5922,-74.8252,0,_4up
1637915400000,17.6471,-0.7202,0,1,7485,-1.25,-9.75,-27.5,210,2005.3197,-11.5611,0.5032,62.9362,29.14,-81.1189,-6.25,_4up
1637915700000,29.0541,6.4695,0,0,5173,3.25,-0.75,-21,215,1569.1205,16.9339,-2.3271,61.9091,35.1137,-68.8406,-4,_4up
1637916000000,45.9459,15.0636,0,0,9458,8,-2.25,-15.75,220,2707.7314,65.1532,0.6483,58.8836,43.2663,-48.0916,-2.25,_4up
1637916300000,49.6552,8.1034,0,0,5616,11.25,10,-9.5,225,1783.3274,84.1417,-3.9732,55.6568,44.4838,-36.2832,14.75,_2dnR
1637916600000,63.6364,10.5572,0,0,3755,12,15.25,0.75,230,1404.2837,123.9376,-0.0897,51.8342,50.0395,-16.5138,26.25,_1dn
1637916900000,76.2238,13.052,0,0,5693,10.25,18.25,3.75,235,2130.7395,150.3789,1.3147,48.1497,54.7224,-12.0968,22,_1dn
1637917200000,48.2517,-14.4522,0,0,8836,-0.75,10.5,0.75,240,3184.3208,70.8239,6.7607,44.9043,44.5903,-44.3548,28,_1dn
1637917500000,37.6812,-16.3711,0,0,4430,-9.5,2.25,1.5,245,1621.8808,36.0979,2.5591,42.8043,41.0651,-58.0645,22.5,_3upR
1637917800000,68.7023,17.1572,0,0,4461,-5,5.5,3.25,250,1882.0804,107.4029,2.8892,40.1679,50.5904,-27.4194,18.75,_1dn
1637918100000,44.3548,-5.8913,0,0,4884,-3.5,-4.25,5.75,255,2103.6237,36.065,2.8601,37.7921,43.5224,-55.6452,15.5,_1dn
1637918400000,50,-4.3524,0,0,3477,2.5,-7,8,260,1509.9918,44.5682,-3.4007,35.6143,45.1931,-57.9439,6.75,_2dnR
1637918700000,35.4839,-7.7957,0,0,3431,-11.5,-16.5,2,265,1603.7836,2.502,-2.0458,34.3583,41.7303,-74.7664,-1.75,_3upR
1637919000000,33.0645,-6.4516,0,0,4988,-4.25,-7,3.5,270,2680.4642,-11.632,-3.7005,33.4931,41.157,-77.5701,2.75,_4up
1637919300000,48.3871,9.4086,0,0,5541,-0.25,2,4.25,275,2856.3052,30.0785,1.3187,33.3163,46.2586,-60.3774,2.5,_2dnR
1637919600000,46.7742,4.0323,0,0,3238,3.75,-8,-2.5,280,1752.1377,27.2952,-6.561,32.7353,45.8026,-62.2642,-5.5,_2dnR
1637919900000,52.4194,3.2258,0,0,3628,6,1.75,-1.75,285,2067.6395,46.5952,-2.2353,31.2679,47.7685,-55.6604,-7.5,_3upR
1637920200000,34.5794,-10.0116,0,0,3883,-1.5,-1.75,-9,290,2177.8146,24.7631,-1.6517,30.3805,44.972,-66.0377,-17,_4up
1637920500000,33.6449,-6.5697,0,0,2244,-1,2.5,-14.25,295,1321.5123,27.0843,-5.5041,29.567,44.7124,-63.9175,-16,_4up
1637920800000,58.8785,16.5109,0,0,4257,4,9.75,2.75,300,2589.3074,127.0982,2.2915,27.3091,52.7465,-19.4805,-0.75,_2dnR
1637921100000,65.0943,12.5551,0,0,2564,8.25,6.75,8.75,305,1795.255,131.6589,-4.5362,25.2393,54.6119,-10.3896,4.5,_2dnR
1637921400000,67.9245,3.9587,0,0,3491,9.25,8.25,0,310,2414.2533,141.624,-3.8889,23.7148,55.4344,-13.253,2.5,_3upR
1637921700000,48.1132,-12.2642,0,0,2624,-2.75,1.25,2.75,315,1908.6514,68.086,-0.2247,22.1927,48.6956,-38.5542,5.25,_3upR
1637922000000,60.3774,1.5723,0,0,2614,-1.25,7,5.25,320,2036.2555,103.019,0.2309,21.08,52.5879,-22.8916,14.25,_2dnR
1637922300000,81.4433,18.132,0,0,2852,1.75,11,13.5,325,2148.8395,132.2058,0.062,19.3414,56.7209,-7.0588,27.25,_1dn
1637922600000,63.5294,-4.9206,0,0,1970,0.5,-2,7.75,330,1693.0884,49.1198,1.1528,18.2395,48.9609,-36.4706,5,_1dn
1637922900000,62.3529,-6.7556,0,0,2504,-3,-4,2.75,335,2158.2743,42.1089,-6.2707,17.5326,48.6703,-53.3333,-6,_2dnR
1637923200000,56.4706,-4.3137,0,0,2884,-7.75,-6,2.25,340,2582.1756,20.2341,-4.4362,17.4711,47.1442,-61.6667,2,_3upR
1637923500000,37.6471,-14.5098,0,0,2316,-5.5,-5,-3.5,345,2112.1145,-27.4767,-4.1085,17.7515,42.4931,-88.3333,-7.25,_4up
1637923800000,52.9412,3.9216,0,0,5104,-1.75,-5,2.25,350,3998.4149,12.5881,0.2302,18.8694,47.1175,-55.5556,-2.75,_4up
1637924100000,57.6471,8.2353,0,0,2163,0.25,-7.5,3.5,355,1765.9667,20.1902,-2.8989,18.821,48.5074,-50,-9.75,_4up
1637924400000,74.1176,12.549,0,0,2736,7.75,2.25,0.25,360,2141.54,75.4243,-1.0356,18.2391,53.2036,-30.5556,-7.5,_3upR
1637924700000,88.6076,15.1502,0,0,5523,9.25,7.75,3.5,365,3701.1011,138.5692,3.3571,17.4721,59.0272,-11.3924,0.75,_2dnR
1637925000000,81.0127,-0.2333,1,0,2529,7,7.25,1.25,370,1726.2618,113.9286,1.1733,16.7689,56.7172,-18.9873,-0.75,_2dnR
1637925300000,75.9494,-5.9072,0,0,3560,2.5,10.25,5.25,375,2289.5708,93.0788,-0.8919,16.1244,55.1477,-24.0506,9.25,_1dn
1637925600000,72.1519,-4.2194,0,0,3850,-3,6,1.25,380,2625.3864,81.0241,0.8226,15.5336,53.9267,-27.8481,-0.75,_1dn
1637925900000,73.4177,-0.4219,0,0,2926,-1.5,5.5,-2,385,1920.6713,88.11,-4.1801,14.992,54.2947,-26.5823,-5.5,_2dnR
1637926200000,48.1013,-16.4557,0,0,3992,-5.75,-3,-0.75,390,2468.2189,20.9494,0.4823,14.7816,46.2375,-51.8987,-1,_3upR
1637926500000,49.3671,-7.5949,0,0,3700,-4.75,-7.5,0,395,2488.3751,24.6839,-4.1693,15.155,46.6692,-50.6329,-3.75,_3upR
1637926800000,68.3544,13.0802,0,0,3161,-1,-2.5,4.75,400,2063.6406,70.3865,-0.3256,13.923,52.8626,-31.6456,3.5,_1dn
1637927100000,55.6962,-2.1097,0,0,1950,1.5,-4.25,6.25,405,1378.0255,23.6706,-1.5798,12.7937,48.7456,-44.3038,0.75,_4up
1637927400000,64.557,1.6878,0,0,3238,3,-1.75,4.5,410,2363.8927,46.3779,-2.8929,11.8359,51.6227,-51.8519,3.25,_4up
1637927700000,50.6329,-6.3291,0,0,2456,-3.75,-4.5,1,415,1839.332,-11.0582,-3.7189,11.1223,47.0911,-72.2222,3,_4up
1637928000000,89.8734,21.519,0,0,3935,6.75,8.25,5.25,420,2960.0709,126.9858,4.2095,11.5247,58.3355,-14.8148,6,_3upR
1637928300000,94.9367,16.4557,0,0,3926,6.25,9,1.5,425,2919.7907,137.7828,-3.216,12.2776,59.5457,-5.6604,1.5,_2dnR
1637928600000,87.0968,-3.5389,1,0,3870,10,6.5,4.25,430,2775.2306,142.0418,0.2263,13.8291,61.3812,-17.6471,-0.5,_1dn
1637928900000,89.2473,-1.1796,1,0,2404,3.25,9.75,5.5,435,1685.1317,130.958,-4.6926,15.2513,62.0081,-14.7059,-0.5,_1dn
1637929200000,66.1765,-14.6637,0,0,3821,-1.25,5,3,440,2600.5274,85.2753,-0.1306,16.0196,55.6078,-33.8235,-1.5,_2dnR
1637929500000,47.0588,-20.4354,0,0,5461,-6.25,4,-0.25,445,3233.5068,45.0736,0.6907,14.9704,49.98,-52.9412,-1.25,_3upR
1637929800000,58.8235,1.4706,0,0,5330,-4.25,-1.25,6.75,450,2975.9837,64.0043,1.3567,14.5885,53.1622,-41.1765,1.5,_4up
1637930100000,64.7059,7.8431,0,0,4883,-0.25,-1.5,7.5,455,2624.3881,71.0665,-2.1054,14.2385,54.7331,-42.1053,6.25,_2dnR
1637930400000,67.6471,3.9216,0,0,3437,3.25,-2.75,4,460,1879.1366,73.5208,-4.0427,13.9176,55.5463,-38.5965,0,_2dnR
1637930700000,89.7059,15.6863,0,0,3609,5.25,1,10.5,465,1886.5827,118.879,-2.1567,14.8004,61.2429,-12.2807,4.75,_1dn
1637931000000,61.7647,-11.2745,0,0,3800,-0.5,-0.75,4.25,470,1988.2431,39.0669,-2.8974,15.2856,52.0296,-45.614,0.75,_3upR
1637931300000,55.8824,-13.2353,0,0,3535,-1.75,1.25,5.5,475,1992.8329,-2.0842,-2.8582,14.7982,50.292,-55.5556,6,_3upR
1637931600000,50,-5.8824,0,0,7919,-6.5,-1.5,-2.75,480,4036.5943,-14.8638,1.7449,14.1687,48.5242,-66.6667,-9.75,_3upR
1637931900000,71.9298,12.6591,0,0,7324,2.5,2,0.5,485,3427.9029,85.3187,3.6293,13.7927,56.0998,-31.3725,-7,_3upR
1637932200000,49.1228,-7.8947,0,0,5882,0,-1.5,-4.5,490,2542.4085,19.3161,0.3131,13.5891,50.2708,-56.8627,-8.5,_2dnR
1637932500000,50.8772,-6.4327,0,0,5396,1.5,-5,-4.25,495,2210.4001,31.7375,-4.7592,12.7828,50.7007,-54.902,-15,_2dnR
1637932800000,82.4561,21.6374,0,0,5310,1.5,4,3.25,500,2084.9283,132.0806,1.2319,13.3071,57.8542,-14.5833,-0.75,_1dn
1637933100000,46.2963,-13.5802,0,0,3120,0,0,1.5,505,1238.9456,16.2537,-1.1811,13.7877,49.5714,-54.1667,-4,_1dn
1637933400000,27.451,-24.6168,0,0,3616,-2.25,-0.75,-2.25,510,1635.128,-22.0711,-3.366,13.2909,46.5126,-70.8333,0.75,_2dnR
1637933700000,45.098,5.4829,0,0,3722,-4.25,-3,-1,515,1906.93,31.1555,-2.1319,13.4205,50.2779,-52.0833,-1.5,_2dnR
1637934000000,15.6863,-13.7255,0,0,4691,-3.5,-3.5,-5,520,2510.9716,-31.8687,-0.6273,12.8907,44.5729,-83.3333,-1,_4up
1637934300000,9.8039,-13.7255,0,0,4879,-2.5,-4.5,-9.5,525,2662.0516,-34.8875,0.5929,12.1309,43.4961,-88.6364,-5.25,_4up
1637934600000,31.25,12.3366,0,0,4844,-1.75,-6.25,-2.5,530,2694.359,21.6485,-0.1459,11.339,48.0591,-65.9091,-5.75,_4up
1637934900000,41.6667,14.0931,0,0,3676,3.25,-0.5,-0.5,535,2002.2315,47.8521,-3.439,11.0742,50.2505,-54.5455,-2,_4up
1637935200000,45.8333,6.25,0,0,3385,4,1.75,1.25,540,1862.0775,56.0444,-4.0781,10.8314,51.1499,-53.6585,3.5,_3upR
1637935500000,77.0833,22.2222,0,0,4298,5.25,3.75,0.5,545,2315.1811,130.7436,-2.2066,11.8273,57.4442,-17.0732,1.5,_3upR
1637935800000,64.2857,1.8849,0,0,7613,4,7.25,3.5,550,3684.4002,114.3662,-1.6435,13.861,56.9109,-37.7358,8.75,_4up
1637936100000,58.9286,-7.8373,0,0,5448,2.75,6.75,2.5,555,2584.4156,94.8111,-4.7325,15.2393,55.2327,-43.3962,12.25,_4up
1637936400000,73.2143,7.7381,0,0,4157,0.75,6.25,0.25,560,2019.2007,130.6599,-5.2779,16.5028,58.7695,-28.3019,2.5,_4up
1637936700000,91.0714,16.6667,0,0,7743,4,7.75,7.25,565,3294.5968,144.3246,-1.6816,18.3735,62.7794,-9.434,7.5,_1dn
1637937000000,100,11.9048,1,0,52562,15.75,18.5,20.25,570,8940.8136,186.9754,8.0991,21.783,74.8074,-0,19.25,_1dn
1637937300000,63.3028,-21.4886,0,0,41933,8,8.5,12.5,575,4884.6335,119.981,1.3679,25.3297,62.9683,-36.6972,11.75,_1dn
1637937600000,23.8532,-38.5321,0,0,38920,-5.75,-1.5,5.5,580,3581.2778,31.205,8.8831,25.4498,48.0921,-76.1468,1.75,_1dn
1637937900000,6.1538,-24.9494,0,0,42086,-26.5,-10.75,-4,585,3102.8707,-39.5486,8.5585,23.6198,38.9804,-93.8462,-6.25,_1dn
1637938200000,18.9394,2.6239,0,1,31130,-16.75,-8.75,-2.75,590,2001.7411,-7.4534,6.3165,22.0363,43.4739,-81.0606,-2.5,_1dn
1637938500000,26.5152,9.3124,0,0,30564,-3.5,-9.25,-1.25,595,1775.2445,12.2455,7.728,20.3869,46.3474,-73.4848,-8.5,_1dn
1637938800000,2.0134,-13.8092,0,1,35646,-6,-32.5,-14,600,2226.2198,-47.4496,10.152,19.525,36.4442,-97.9866,-34.5,_1dn
1637939100000,6.7114,-5.0353,0,1,30465,-7.75,-24.75,-16.25,605,2008.0178,-21.3613,4.8002,18.7349,38.4924,-93.2886,-28.25,_3upR
1637939400000,4.7904,0.2853,0,1,28363,-15.25,-19,-20.5,610,1970.0602,-28.7219,5.3979,18.9486,34.9789,-95.2096,-26,_4up
1637939700000,15.2284,6.3183,0,1,39009,-5.25,-11.25,-22,615,2752.5873,-22.0183,8.1017,20.2147,33.6391,-84.7716,-18.25,_4up
1637940000000,29.9492,13.2932,0,0,29713,0.5,-7.5,-16.5,620,2116.6544,15.6231,5.151,19.7341,42.3689,-70.0508,-14.25,_4up
1637940300000,40.6091,12.0135,0,0,26230,10.75,-4.75,-14.25,625,1918.9204,43.1115,1.5287,18.9877,47.7941,-59.3909,-12.75,_2dnR
1637940600000,37.5635,1.5228,0,0,25607,11.25,5.75,-26.75,630,1981.5246,45.2933,1.5878,17.9414,46.4318,-62.4365,-12.75,_2dnR
1637940900000,41.6244,1.692,0,0,20056,5.75,6.25,-18.75,635,1649.7349,73.3468,-2.1528,16.5688,48.5644,-50.303,-2.75,_1dn
1637941200000,34.5178,-3.3841,0,0,22686,-3,7.75,-11.5,640,1930.155,52.3069,0.4839,15.8926,45.134,-40.3509,9.25,_1dn
1637941500000,35.533,-1.692,0,0,22354,-1.25,10.25,-1.25,645,2113.9058,58.4389,-2.4384,15.6467,45.7314,-38.0531,20.75,_1dn
1637941800000,23.3503,-7.7834,0,0,22916,-9,-3.25,-10.75,650,2264.5422,5.6203,-1.0276,15.6559,40.0262,-59.292,5.75,_2dnR
1637942100000,24.3655,-3.3841,0,0,23907,-5.25,-8,-12.75,655,2398.6857,16.4512,-2.2367,16.3765,40.6988,-52,1,_1dn
1637942400000,6.599,-11.5059,0,1,23722,-14,-15.5,-9.5,660,2407.0194,-54.7442,1.6884,17.8037,33.5221,-86.4583,17.25,_1dn
1637942700000,23.6364,5.4361,0,0,22424,-2,-10.75,-4.5,665,2237.1881,14.0846,-0.7456,19.112,41.8341,-59.375,14,_1dn
1637943000000,4.386,-7.1545,0,1,20613,-10.75,-16,-8,670,2086.3277,-44.0828,1.0556,20.685,35.5016,-94.7917,3.25,_2dnR
1637943300000,4.9645,-6.0311,0,1,30052,-8.25,-22.5,-12.5,675,2875.3767,-58.444,-0.2815,23.0612,31.5212,-94.3548,-11.5,_3upR
1637943600000,6.7114,1.3574,0,1,23249,-16.25,-18.25,-21.25,680,2217.1336,-39.215,-3.7232,25.4509,30.7969,-92.4242,-10.25,_4up
1637943900000,23.5294,11.7943,0,0,24752,-2,-13,-21,685,2349.4639,-0.3486,-0.4493,26.3288,37.6721,-75.7576,-8,_3upR
1637944200000,19.697,3.051,0,1,22394,3,-5.5,-21.25,690,2145.4413,0.3203,-0.2603,26.698,36.5906,-80.303,-11.5,_3upR
1637944500000,46.9697,16.9043,0,0,25741,13.25,-3.25,-14,695,2418.4543,57.5819,5.0652,25.4159,46.6214,-51.938,-9.25,_1dn
1637944800000,38.6364,3.5354,0,0,25782,4.5,2.75,-13.5,700,2344.6554,46.9385,-1.7813,24.2407,44.2862,-53.6364,-5,_1dn
1637945100000,31.0606,-7.8283,0,0,23787,4,6.75,-16,705,2256.5169,36.6508,-3.1314,23.1633,42.1904,-62.7273,-3.5,_2dnR
1637945400000,6.0606,-19.1919,0,0,25016,-13.5,-0.25,-18.75,710,2337.9109,-20.4894,3.6979,23.6404,36.0488,-90.9091,2.75,_4up
1637945700000,24.2424,3.7879,0,0,23054,-4.75,-0.25,-13,715,2177.976,37.744,0.6181,24.0776,42.67,-62.3529,8,_4up
1637946000000,28.7879,9.0909,0,0,24278,-0.75,3.25,-2.5,720,2262.8226,55.3738,0.6102,23.7412,44.2443,-53.6585,18.25,_3upR
